Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,46.82,6.68,26.74,,0.93,,88.3,4.09
2005,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,45.04,2.86,24.79,,,,92.26,6.3
2006,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,83.48,15.53,45.77,,4.78,,138.3,14.3
2007,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,115.26,6.24,101.06,,,13.75,233.64,2.48
2008,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,153.94,14.89,91.72,,7.99,,284.47,49.07
2009,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,113.45,9.52,77.54,8.33,1.81,,234.38,7.37
2010,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,130.18,6.5,81.95,9.28,1.58,,251.64,5.34
2011,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,173.25,16.72,108.08,0.0,7.06,,292.81,32.35
2012,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,188.72,11.75,122.28,48.51,0.03,17.99,350.73,-5.18
2013,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,180.42,12.39,140.39,49.66,1.54,19.26,360.15,14.27
2014,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,185.54,3.43,168.1,14.27,2.71,17.73,360.22,15.53
2015,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,205.01,0.51,196.97,9.11,0.49,14.49,375.92,4.04
2016,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,188.11,1.19,193.08,1.8,0.23,13.28,343.16,0.66
2017,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,204.44,0.89,198.37,0.0,0.57,15.2,364.48,7.82
2018,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,205.74,0.7,192.91,0.19,0.9,15.92,362.39,17.15
2019,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,188.96,0.8,160.29,1.62,4.02,3.55,374.44,54.64
2020,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,279.34,87.62,199.31,,6.36,4.14,474.58,120.82
2021,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,415.28,118.69,249.42,43.84,6.76,6.39,802.52,78.78
2022,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,480.83,77.81,303.41,21.18,,8.71,937.29,98.19
2023,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,557.11,113.09,348.87,22.65,,10.33,1067.54,163.67
2024,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,STX,522.0,45.04,411.36,51.7,,15.53,1477.17,139.09
