Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,9353.41,297.44,6482.63,190.41,48.68,634.55,12490.55,495.68
2005,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,10467.46,643.46,6942.76,297.68,41.75,615.58,13478.42,1345.15
2006,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,14156.12,212.61,8741.65,576.0,73.74,755.33,17418.59,-1192.7
2007,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,16275.3,477.29,9286.32,641.4499999999999,64.23,733.47,19515.02,673.63
2008,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,24169.92,1958.5,14688.65,1548.77,140.39,1015.54,28871.41,393.81
2009,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,18999.79,1435.54,11398.6,565.86,126.85,827.79,23033.09,2276.74
2010,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,19644.57,1154.57,12060.29,769.81,145.98,831.31,24275.64,54.42
2011,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,22482.85,1545.02,14262.6,754.3299999999999,136.17,857.23,27113.26,135.58
2012,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,22699.88,1289.61,14110.81,2967.49,109.36,811.78,26948.9,908.06
2013,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,20179.03,636.2,12146.11,4608.469999999999,1.67,543.64,21241.31,-962.02
2014,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,19069.35,1802.36,12180.81,5605.0199999999995,21.69,500.75,20187.46,1293.6
2015,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,17749.49,1173.12,10626.27,,,454.08,18879.41,1738.84
2016,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,18658.72,602.92,12308.09,4088.77,39.95,483.06,20738.97,333.45
2017,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,18684.09,883.11,11543.42,2423.87,127.99,539.51,21593.33,2194.47
2018,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,26312.8,2611.66,18379.73,4550.59,193.2,2004.32,34625.34,1663.93
2019,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,25350.35,1296.99,17849.85,4273.77,24.6,746.9,36426.93,869.3
2020,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,25079.99,4389.52,17400.94,6201.91,31.43,712.38,33083.79,579.05
2021,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,22175.43,3894.47,12734.6,1191.3700000000001,50.06,530.61,29974.38,2794.46
2022,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,21681.47,2159.76,14216.67,,167.75,387.92,29827.74,-2816.16
2023,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,22437.19,1431.69,14339.22,4641.79,55.93,246.07,31676.03,-1585.63
2024,YIT.HE,YIT Oyj,Homebuilding & Construction Supplies,Other,20415.66,1612.07,10931.5,2518.13,47.07,223.57,29123.21,697.18
