Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2013,VISTN.OL,Vistin Pharma ASA,Pharmaceuticals,Health Care,133.46,,65.41,,,,270.83,21.2
2014,VISTN.OL,Vistin Pharma ASA,Pharmaceuticals,Health Care,142.47,,66.37,,,,203.67,17.13
2015,VISTN.OL,Vistin Pharma ASA,Pharmaceuticals,Health Care,217.68,61.99,64.7,,4.92,,259.01,31.02
2016,VISTN.OL,Vistin Pharma ASA,Pharmaceuticals,Health Care,225.97,89.44,80.62,,4.22,,279.52,53.96
2017,VISTN.OL,Vistin Pharma ASA,Pharmaceuticals,Health Care,160.06,85.34,96.85,,1.03,57.8,231.75,9.51
2018,VISTN.OL,Vistin Pharma ASA,Pharmaceuticals,Health Care,411.51,320.73,134.33,,,100.72,500.06,-39.48
2019,VISTN.OL,Vistin Pharma ASA,Pharmaceuticals,Health Care,394.63,319.67,73.24,,3.8,119.07,504.17,18.93
2020,VISTN.OL,Vistin Pharma ASA,Pharmaceuticals,Health Care,141.53,77.04,32.2,,0.0,,321.92,-145.73
2021,VISTN.OL,Vistin Pharma ASA,Pharmaceuticals,Health Care,137.83,35.75,41.04,,0.0,203.26999999999998,333.15,13.68
2022,VISTN.OL,Vistin Pharma ASA,Pharmaceuticals,Health Care,159.18,1.44,117.8,45.14,,263.61,407.21,-10.51
2023,VISTN.OL,Vistin Pharma ASA,Pharmaceuticals,Health Care,168.77,26.2,69.47,0.0,,281.44,403.4,90.59
2024,VISTN.OL,Vistin Pharma ASA,Pharmaceuticals,Health Care,143.19,12.79,63.97,,0.0,307.72999999999996,384.94,107.86
