Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,RBREW.CO,Royal Unibrew A/S,Beverages,Other,821.27,75.03,715.72,153.93,0.0,1449.28,2832.7,460.11
2005,RBREW.CO,Royal Unibrew A/S,Beverages,Other,1110.86,307.33,802.12,185.49,,1516.55,3413.67,411.17
2006,RBREW.CO,Royal Unibrew A/S,Beverages,Other,1322.82,406.49,986.49,217.23999999999998,67.61,1574.71,3767.34,458.76
2007,RBREW.CO,Royal Unibrew A/S,Beverages,Other,1259.47,167.93,1057.68,244.04999999999998,58.26,1656.61,4023.14,162.9
2008,RBREW.CO,Royal Unibrew A/S,Beverages,Other,1707.2,117.92,2079.24,781.95,0.0,2713.04,5285.86,114.04
2009,RBREW.CO,Royal Unibrew A/S,Beverages,Other,909.21,103.09,907.35,819.97,6.94,2244.87,3890.35,601.76
2010,RBREW.CO,Royal Unibrew A/S,Beverages,Other,712.54,39.08,1043.2,220.98,8.71,1851.67,3194.91,529.29
2011,RBREW.CO,Royal Unibrew A/S,Beverages,Other,623.91,19.54,817.56,57.88,0.07,1666.41,3007.89,416.39
2012,RBREW.CO,Royal Unibrew A/S,Beverages,Other,842.73,269.5,743.13,2.6,8.72,1456.25,2803.65,499.57
2013,RBREW.CO,Royal Unibrew A/S,Beverages,Other,1246.44,272.74,2763.18,869.9300000000001,13.14,2703.69,7741.36,683.72
2014,RBREW.CO,Royal Unibrew A/S,Beverages,Other,1650.87,596.64,2278.84,208.97,26.9,2830.28,8527.16,1004.02
2015,RBREW.CO,Royal Unibrew A/S,Beverages,Other,1597.75,428.61,2522.81,70.92999999999999,9.06,2882.43,8679.94,1391.03
2016,RBREW.CO,Royal Unibrew A/S,Beverages,Other,1095.13,8.46,2359.51,169.63,25.92,2619.26,7429.21,1228.71
2017,RBREW.CO,Royal Unibrew A/S,Beverages,Other,2192.28,905.65,3086.91,555.7099999999999,21.38,2806.46,8966.71,1465.61
2018,RBREW.CO,Royal Unibrew A/S,Beverages,Other,1707.85,192.59,2656.03,135.28,0.0,3356.63,10696.59,1564.52
2019,RBREW.CO,Royal Unibrew A/S,Beverages,Other,1752.51,94.85,3400.7,820.65,38.68,3295.45,11190.47,1848.97
2020,RBREW.CO,Royal Unibrew A/S,Beverages,Other,1817.69,114.05,3159.48,211.19,12.67,3456.56,11694.58,2500.79
2021,RBREW.CO,Royal Unibrew A/S,Beverages,Other,2885.52,115.8,5118.0,840.21,24.24,3681.3,14695.56,2395.81
2022,RBREW.CO,Royal Unibrew A/S,Beverages,Other,4312.51,301.79,6501.2,1393.31,11.28,5189.68,20411.78,1540.42
2023,RBREW.CO,Royal Unibrew A/S,Beverages,Other,5287.98,85.53,7868.95,1469.05,66.02,6995.62,26677.0,2721.4
2024,RBREW.CO,Royal Unibrew A/S,Beverages,Other,5576.96,162.54,8695.26,1739.05,93.11,7494.34,28225.67,3410.93
