Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2015,STRAP.CO,Strategic Partners A/S,Biotechnology & Medical Research,Health Care,COX,103.56,87.49,13.9,0.0,,1.91,109.28,-26.46
2016,STRAP.CO,Strategic Partners A/S,Biotechnology & Medical Research,Health Care,COX,34.11,17.54,17.65,0.0,,1.21,39.05,-68.29
2017,STRAP.CO,Strategic Partners A/S,Biotechnology & Medical Research,Health Care,COX,857.13,835.68,62.33,,,2.45,876.8,-119.72
2018,STRAP.CO,Strategic Partners A/S,Biotechnology & Medical Research,Health Care,COX,561.77,523.71,70.32,,,2.57,585.6,-302.48
2019,STRAP.CO,Strategic Partners A/S,Biotechnology & Medical Research,Health Care,COX,195.31,162.85,86.95,16.88,,4.86,238.18,-431.01
2020,STRAP.CO,Strategic Partners A/S,Biotechnology & Medical Research,Health Care,COX,1103.37,1023.49,234.61,46.95,5.86,6.6,1158.04,-775.67
2021,STRAP.CO,Strategic Partners A/S,Biotechnology & Medical Research,Health Care,COX,214.02,137.69,173.82,41.72,0.79,4.02,233.25,-823.53
2022,STRAP.CO,Strategic Partners A/S,Biotechnology & Medical Research,Health Care,COX,80.14,54.88,22.22,,,0.0,80.14,-160.08
2023,STRAP.CO,Strategic Partners A/S,Biotechnology & Medical Research,Health Care,COX,28.98,16.91,7.61,,,0.0,28.98,-30.66
2024,STRAP.CO,Strategic Partners A/S,Biotechnology & Medical Research,Health Care,COX,31.57,6.13,6.8,,,,37.18,-5.24
