Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2012,LEHTO.HE,Lehto Group Oyj,Construction & Engineering,Industrials,HEX,229.32,51.99,162.51,,1.28,5.03,258.63,56.1
2013,LEHTO.HE,Lehto Group Oyj,Construction & Engineering,Industrials,HEX,429.16,81.3,324.88,,2.05,5.19,484.15,39.35
2014,LEHTO.HE,Lehto Group Oyj,Construction & Engineering,Industrials,HEX,810.88,53.57,660.11,,15.06,4.94,895.74,-67.91
2015,LEHTO.HE,Lehto Group Oyj,Construction & Engineering,Industrials,HEX,1180.99,236.31,891.94,,25.95,8.7,1320.86,190.94
2016,LEHTO.HE,Lehto Group Oyj,Construction & Engineering,Industrials,HEX,2153.39,341.14,1197.91,,24.34,72.65,2348.92,77.13
2017,LEHTO.HE,Lehto Group Oyj,Construction & Engineering,Industrials,HEX,3072.67,669.47,1656.94,,,104.36,3319.78,-26.12
2018,LEHTO.HE,Lehto Group Oyj,Construction & Engineering,Industrials,HEX,4265.86,525.8,2666.68,949.18,17.22,227.28,4639.68,-175.82
2019,LEHTO.HE,Lehto Group Oyj,Construction & Engineering,Industrials,HEX,3896.6,579.72,2745.45,1342.56,0.82,261.53,4445.61,-109.26
2020,LEHTO.HE,Lehto Group Oyj,Construction & Engineering,Industrials,HEX,3356.93,1097.29,2155.0,748.2,0.52,237.52,4020.75,788.95
2021,LEHTO.HE,Lehto Group Oyj,Construction & Engineering,Industrials,HEX,3062.68,324.9,1670.51,432.63,0.03,191.76,3555.31,-411.58
2022,LEHTO.HE,Lehto Group Oyj,Construction & Engineering,Industrials,HEX,2470.97,135.48,1200.0,234.6,,142.28,2801.79,-340.09
2023,LEHTO.HE,Lehto Group Oyj,Construction & Engineering,Industrials,HEX,1027.1,64.9,611.49,97.43,0.0,73.85,1160.21,-33.37
2024,LEHTO.HE,Lehto Group Oyj,Construction & Engineering,Industrials,HEX,35.47,25.4,34.02,,,54.93,139.36,-67.65
