Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,NSISb.CO,Novozymes A/S,Chemicals,Materials,3511.08,588.5,1400.88,0.0,89.77,3770.42,7842.29,1447.86
2005,NSISb.CO,Novozymes A/S,Chemicals,Materials,3575.59,486.17,1544.17,,51.4,1923.26,7826.88,1425.78
2006,NSISb.CO,Novozymes A/S,Chemicals,Materials,3957.58,548.5,2138.81,470.14,55.18,3921.16,8790.33,1654.92
2007,NSISb.CO,Novozymes A/S,Chemicals,Materials,3886.64,489.42,2547.12,828.82,52.13,4087.73,9438.38,1843.55
2008,NSISb.CO,Novozymes A/S,Chemicals,Materials,5589.33,1300.78,3765.36,1188.58,210.06,5634.99,12949.13,1875.06
2009,NSISb.CO,Novozymes A/S,Chemicals,Materials,5461.52,1431.43,2810.47,623.19,108.14,5355.61,12140.42,2130.38
2010,NSISb.CO,Novozymes A/S,Chemicals,Materials,5786.06,1531.17,2621.28,283.24,89.88,6130.96,13161.81,2498.47
2011,NSISb.CO,Novozymes A/S,Chemicals,Materials,4983.8,694.13,2452.87,158.18,38.5,6823.71,14405.03,2834.23
2012,NSISb.CO,Novozymes A/S,Chemicals,Materials,4813.68,526.65,2579.11,239.21,74.81,6973.44,14877.13,2770.04
2013,NSISb.CO,Novozymes A/S,Chemicals,Materials,6517.73,1121.32,2905.59,102.85,398.0,7976.68,18453.13,2722.05
2014,NSISb.CO,Novozymes A/S,Chemicals,Materials,8875.78,3077.57,4784.5,721.13,472.26,9102.81,22369.75,5073.67
2015,NSISb.CO,Novozymes A/S,Chemicals,Materials,7908.71,1079.28,4245.08,1231.07,474.68,10499.5,22886.13,4004.78
2016,NSISb.CO,Novozymes A/S,Chemicals,Materials,7816.8,992.84,4355.3,1451.36,534.33,10565.46,22814.6,4791.4
2017,NSISb.CO,Novozymes A/S,Chemicals,Materials,8118.24,836.03,6054.62,1284.47,638.93,11807.62,24304.45,5097.29
2018,NSISb.CO,Novozymes A/S,Chemicals,Materials,9069.0,959.31,7330.83,2373.73,762.94,12867.76,26134.9,4740.24
2019,NSISb.CO,Novozymes A/S,Chemicals,Materials,9289.66,936.87,6239.23,1818.4,567.92,,26929.47,4214.91
2020,NSISb.CO,Novozymes A/S,Chemicals,Materials,9730.46,1662.81,5858.55,1557.21,473.08,,28877.41,6266.36
2021,NSISb.CO,Novozymes A/S,Chemicals,Materials,10533.57,1296.67,7638.62,2732.02,654.39,,33348.45,5551.5
2022,NSISb.CO,Novozymes A/S,Chemicals,Materials,13032.01,1468.06,9819.49,3974.05,459.74,,39462.69,5436.95
2023,NSISb.CO,Novozymes A/S,Chemicals,Materials,14198.32,1674.63,10897.09,4555.71,274.6,,42602.47,6358.61
2024,NSISb.CO,Novozymes A/S,Chemicals,Materials,22114.81,3294.75,12805.98,2885.26,716.61,34927.85,178805.91,11850.84
