Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,419.29,,203.06,,,505.99,976.29,58.96
2005,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,451.91,99.8,249.11,,,432.75,986.07,176.21
2006,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,507.63,75.03,349.61,84.42,4.8,44.78,1064.15,98.94
2007,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,612.48,104.23,415.06,135.7,3.24,374.87,1118.16,68.93
2008,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,866.98,122.53,990.1,382.84,11.51,670.91,2123.44,254.58
2009,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,709.13,95.59,587.52,182.64,2.82,415.61,1616.16,113.09
2010,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,768.53,55.65,504.68,77.12,2.45,423.81,1657.47,74.58
2011,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,892.17,112.21,528.95,67.49,26.71,687.2,2080.49,161.38
2012,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,1008.97,157.06,915.12,410.16,3.24,794.58,2284.32,65.93
2013,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,1117.67,237.42,878.83,374.35,1.95,862.13,2522.05,125.23
2014,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,1111.66,174.07,1002.43,432.38,3.72,1006.91,2696.28,183.98
2015,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,1253.83,229.33,779.09,118.28,5.19,1117.51,2926.13,223.52
2016,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,1264.79,205.46,671.55,79.85,4.87,1028.96,2812.44,150.48
2017,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,1449.28,196.14,940.1,266.82,3.49,1180.61,3161.22,162.66
2018,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,1668.92,191.55,1037.6,282.63,4.74,1734.37,3960.31,194.65
2019,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,1524.95,232.9,1303.28,572.28,8.19,1773.12,4033.74,517.37
2020,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,1444.49,338.41,1150.26,340.48,6.01,1771.21,4023.9,696.63
2021,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,1693.58,177.17,1219.25,214.9,9.86,1690.8,4067.77,447.09
2022,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,1816.83,227.79,1108.54,186.88,11.65,1870.96,4360.51,683.06
2023,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,1834.77,343.19,1300.0,379.08,15.46,1889.96,4582.61,543.12
2024,ASPO.HE,Aspo Oyj,Freight & Logistics Services,Industrials,HEX,2472.51,428.23,1152.29,153.04,11.05,2052.24,6024.24,375.89
