Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,19698.91,2296.24,14082.52,,237.48,2446.04,25930.0,3818.21
2005,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,17703.24,1629.53,13487.17,,116.33,2379.34,23020.66,1766.34
2006,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,20906.51,1140.88,16763.63,,154.79,2491.19,27864.72,1889.13
2007,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,23249.4,1417.08,17790.48,,84.94,2030.17,28651.98,893.62
2008,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,29516.08,1706.42,23143.0,,124.49,2362.67,34999.05,110.34
2009,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,20984.31,1874.71,14046.98,,30.75,2066.4700000000003,25867.29,5300.95
2010,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,22008.97,2353.95,14036.94,,389.58,2075.4300000000003,26987.58,2034.86
2011,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,22919.64,690.7,14612.2,,52.06,2433.92,28568.42,-1336.14
2012,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,27259.44,2254.78,16140.46,,104.44,2616.88,32283.48,-22.34
2013,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,30990.75,2615.31,19019.68,,54.66,3021.51,36560.66,2285.18
2014,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,31239.49,2483.48,18925.62,,112.14,3125.67,37369.11,1235.49
2015,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,34502.06,2900.03,21519.44,,300.36,3394.0,41236.7,3882.74
2016,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,18170.73,2933.15,13566.64,,109.06,3208.16,24006.68,1148.89
2017,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,20187.04,3064.98,16392.59,,95.06,3594.32,27035.46,2089.69
2018,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,19388.38,1168.1,17141.95,,,3871.23,26349.19,-351.18
2019,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,20243.2,2265.39,16275.95,,93.77,3291.2,28026.74,2060.31
2020,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,21353.9,2250.25,15598.27,,68.92,3321.6099999999997,29810.89,1605.84
2021,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,21148.67,2495.13,15999.6,1607.56,21.43,3006.62,28664.25,2264.99
2022,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,20263.56,502.64,14695.03,507.34,13.18,3212.54,27828.51,251.79
2023,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,24287.19,711.78,18065.39,1820.23,0.0,3198.4900000000002,32166.13,803.19
2024,NCCb.ST,Ncc AB,Construction & Engineering,Industrials,24617.75,2991.76,16880.3,1301.57,14.39,3135.69,32925.79,4716.83
