Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,76.1,5.21,41.88,,1.48,23.11,127.62,15.12
2005,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,117.95,10.36,86.53,,,36.51,211.27,17.43
2006,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,157.01,11.72,88.36,,1.22,60.5,244.63,31.45
2007,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,171.12,38.51,90.47,,1.44,60.45,267.48,53.61
2008,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,237.26,68.58,126.34,,6.02,77.09,363.3,78.69
2009,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,200.42,50.77,99.6,,0.92,66.44,313.45,25.28
2010,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,261.01,34.36,161.08,,0.0,74.4,468.2,17.82
2011,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,317.06,42.26,186.38,22.13,4.6,23.69,558.28,52.69
2012,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,353.03,33.13,223.6,24.4,3.42,25.6,600.93,52.51
2013,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,475.09,46.18,350.59,94.06,15.93,28.74,824.08,18.05
2014,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,538.01,86.07,332.31,37.86,10.93,30.19,904.25,62.65
2015,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,709.36,113.87,497.33,,,37.89,1316.47,40.06
2016,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,683.64,61.55,551.64,126.51,0.38,35.56,1290.09,40.46
2017,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,768.4,20.31,588.38,148.5,21.11,32.12,1418.12,-40.09
2018,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,700.08,37.28,442.36,32.79,11.71,24.2,1364.93,115.28
2019,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,849.71,133.15,677.93,28.13,3.56,19.03,1972.47,228.83
2020,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,1000.14,351.48,687.29,104.94,10.55,35.71,2337.86,339.39
2021,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,905.88,147.99,737.53,67.42,10.33,,2289.26,170.38
2022,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,1086.97,136.3,882.72,63.35,50.26,300.45,2809.11,261.48
2023,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,1330.14,59.6,1499.48,442.07,77.02,324.38,3673.58,264.64
2024,REJLb.ST,Rejlers AB (publ),Professional & Commercial Services,Industrials,1355.54,70.53,1429.05,359.32,59.22,391.19,3802.93,414.63
