Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2012,BRAV.ST,Bravida Holding AB,Construction & Engineering,Industrials,STX,2598.91,83.03,3076.57,,35.1,30.82,8621.94,-239.78
2013,BRAV.ST,Bravida Holding AB,Construction & Engineering,Industrials,STX,3414.51,789.78,3311.79,,17.91,35.81,10093.69,412.45
2014,BRAV.ST,Bravida Holding AB,Construction & Engineering,Industrials,STX,3583.84,793.64,3735.28,,1.92,46.97,10604.86,605.35
2015,BRAV.ST,Bravida Holding AB,Construction & Engineering,Industrials,STX,4151.72,599.68,5195.14,,72.21,65.93,11926.64,804.08
2016,BRAV.ST,Bravida Holding AB,Construction & Engineering,Industrials,STX,4000.96,271.22,4682.8,,162.16,61.64,11343.79,420.28
2017,BRAV.ST,Bravida Holding AB,Construction & Engineering,Industrials,STX,5365.46,839.54,6646.29,,89.06,71.05,13368.63,1005.14
2018,BRAV.ST,Bravida Holding AB,Construction & Engineering,Industrials,STX,5802.46,717.26,6948.12,,63.43,84.9,13978.21,985.16
2019,BRAV.ST,Bravida Holding AB,Construction & Engineering,Industrials,STX,6161.38,911.41,8170.79,,119.08,95.64,15480.81,1488.0
2020,BRAV.ST,Bravida Holding AB,Construction & Engineering,Industrials,STX,7277.03,1825.26,9113.78,,105.46,114.86,17806.75,2221.98
2021,BRAV.ST,Bravida Holding AB,Construction & Engineering,Industrials,STX,8538.58,1553.0,10600.15,1561.77,233.83,167.58,19014.02,1440.17
2022,BRAV.ST,Bravida Holding AB,Construction & Engineering,Industrials,STX,9987.77,1231.17,11469.32,1000.56,32.0,281.44,21152.11,1512.63
2023,BRAV.ST,Bravida Holding AB,Construction & Engineering,Industrials,STX,11494.23,1053.08,13347.69,1271.54,17.11,382.57,24497.6,1410.31
2024,BRAV.ST,Bravida Holding AB,Construction & Engineering,Industrials,STX,10850.52,934.54,13258.32,1660.37,149.07,388.62,24537.56,1928.23
