Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
1995,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,2662.73,,1170.44,,,,4621.36,281.1
2004,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,3613.95,104.62,1948.25,288.33,65.9,2337.08,6170.16,723.78
2005,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,3489.16,144.52,1711.05,,41.52,2420.06,6080.08,655.97
2006,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,3290.72,486.91,1204.1,,4.11,2896.76,6313.32,944.36
2007,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,3876.32,263.23,2473.74,397.23,65.81,3780.39,14459.5,959.7
2008,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,3943.09,341.76,2330.85,194.19,10.44,5704.01,17134.64,1401.12
2009,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,4161.35,1463.05,1811.0,18.92,25.61,5137.85,15971.1,1281.03
2010,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,3170.43,285.81,4539.53,2274.05,,5653.97,15994.67,734.6
2011,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,3348.44,256.86,4566.97,2542.28,17.02,5347.61,15958.49,515.84
2012,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,3183.28,264.97,4578.58,2536.64,14.68,4808.32,15318.95,924.5
2013,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,3673.77,282.66,5155.45,2879.98,27.52,5140.44,17048.08,979.2
2014,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,3152.77,264.84,4418.21,1994.88,0.0,5337.47,17503.81,247.36
2015,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,2355.85,183.36,4600.33,2387.53,196.8,9755.55,21829.5,153.85
2016,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,2371.72,183.42,4258.57,2147.45,226.09,7853.39,20350.34,385.46
2017,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,2644.4,206.75,4568.14,2543.0,161.46,7612.26,20294.75,241.65
2018,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,2354.06,429.99,4397.03,2257.96,207.07,7441.65,18110.24,795.96
2019,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,2102.93,245.03,3662.67,470.38,368.04,7936.44,16633.56,1007.13
2020,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,3492.76,1595.52,9165.61,5114.47,414.86,4314.09,14961.04,1580.6
2021,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,4147.76,2139.45,7248.31,3819.38,464.53,3435.94,14181.26,1528.32
2022,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,4041.69,1760.31,3787.97,0.0,772.69,5223.26,13450.27,556.17
2023,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,3889.04,1537.94,3241.42,,130.86,6287.11,14654.64,1165.84
2024,LINDEX.HE,Lindex Group Oyj,Diversified Retail,Consumer Discretionary,HEX,3846.62,1349.67,3295.92,80.02,36.48,7030.75,15481.78,1045.76
