Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2009,BRGB.OL,Borregaard ASA,Chemicals,Materials,OBX,1461.0,326.0,449.0,19.0,8.0,,3434.0,504.0
2010,BRGB.OL,Borregaard ASA,Chemicals,Materials,OBX,1556.0,403.0,464.0,23.0,23.0,,3561.0,452.0
2011,BRGB.OL,Borregaard ASA,Chemicals,Materials,OBX,1719.0,496.0,593.0,,62.0,1822.0,3655.0,536.0
2012,BRGB.OL,Borregaard ASA,Chemicals,Materials,OBX,1411.0,134.0,604.0,,99.0,1893.0,3466.0,551.0
2013,BRGB.OL,Borregaard ASA,Chemicals,Materials,OBX,1277.0,39.0,656.0,6.0,101.0,1941.0,3427.0,526.0
2014,BRGB.OL,Borregaard ASA,Chemicals,Materials,OBX,1485.0,168.0,819.0,8.0,58.0,2004.0,3748.0,600.0
2015,BRGB.OL,Borregaard ASA,Chemicals,Materials,OBX,1683.0,169.0,898.0,9.0,47.0,2122.0,4169.0,563.0
2016,BRGB.OL,Borregaard ASA,Chemicals,Materials,OBX,1839.0,265.0,1134.0,61.0,136.0,2471.0,4671.0,1081.0
2017,BRGB.OL,Borregaard ASA,Chemicals,Materials,OBX,1885.0,180.0,1317.0,283.0,134.0,3126.0,5333.0,780.0
2018,BRGB.OL,Borregaard ASA,Chemicals,Materials,OBX,1898.0,86.0,1244.0,272.0,111.0,3623.0,5951.0,558.0
2019,BRGB.OL,Borregaard ASA,Chemicals,Materials,OBX,2069.0,147.0,1567.0,555.0,79.0,3852.0,6744.0,697.0
2020,BRGB.OL,Borregaard ASA,Chemicals,Materials,OBX,2145.0,207.0,1553.0,608.0,135.0,3973.0,7003.0,886.0
2021,BRGB.OL,Borregaard ASA,Chemicals,Materials,OBX,2023.0,124.0,1283.0,172.0,195.0,4191.0,7166.0,1431.0
2022,BRGB.OL,Borregaard ASA,Chemicals,Materials,OBX,2920.0,234.0,2004.0,1316.0,217.0,4371.0,8114.0,735.0
2023,BRGB.OL,Borregaard ASA,Chemicals,Materials,OBX,3117.0,469.0,1804.0,302.0,198.0,4661.0,9115.0,1563.0
2024,BRGB.OL,Borregaard ASA,Chemicals,Materials,OBX,3021.0,82.0,1869.0,352.0,178.0,5026.0,9584.0,1068.0
