Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2020,HAUTO.OL,Hoegh Autoliners ASA,Freight & Logistics Services,Industrials,OBX,1932.24,987.73,5839.13,4466.95,4.13,8632.07,12553.47,1579.53
2021,HAUTO.OL,Hoegh Autoliners ASA,Freight & Logistics Services,Industrials,OBX,3217.25,2011.59,2284.19,751.04,4.11,9195.220000000001,14545.45,1479.17
2022,HAUTO.OL,Hoegh Autoliners ASA,Freight & Logistics Services,Industrials,OBX,3202.36,1801.97,2831.68,358.81,50.02,11197.490000000002,17165.3,3894.9
2023,HAUTO.OL,Hoegh Autoliners ASA,Freight & Logistics Services,Industrials,OBX,6012.17,4645.25,2323.61,502.59,56.41,13340.48,20871.66,7874.01
2024,HAUTO.OL,Hoegh Autoliners ASA,Freight & Logistics Services,Industrials,OBX,3997.37,2362.54,2357.67,526.1,54.25,19001.3,23932.12,7602.98
