Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,171.63,,74.71,,,7.64,173.71,-50.25
2005,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,103.0,,40.0,,,11.489999999999998,105.71,-70.46
2006,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,372.47,,47.19,,,11.65,375.42,66.37
2007,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,297.18,,41.4,,,3.44,301.39,-95.65
2008,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,221.85,,38.15,,,1.52,237.85,-55.98
2009,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,440.14,,40.74,,,,456.86,317.44
2010,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,427.65,45.0,54.3,,,1.46,513.84,15.6
2011,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,381.48,33.6,68.65,,,4.11,509.18,-34.47
2012,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,328.08,302.82,51.09,,,3.9,432.98,-54.93
2013,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,196.97,167.26,30.31,,,3.5599999999999996,301.73,-99.72
2014,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,194.07,165.25,27.47,,,3.0599999999999996,270.58,-6.09
2015,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,204.47,134.03,34.04,,,2.29,248.06,-21.03
2016,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,212.27,169.24,30.64,,,1.66,286.34,19.19
2017,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,175.61,129.37,40.27,,,1.27,263.1,-23.59
2018,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,153.43,106.83,52.45,,,2.15,231.2,-24.12
2019,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,186.88,125.32,38.73,,,2.04,257.35,20.66
2020,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,412.25,334.89,79.78,12.5,,1.94,776.05,15.59
2021,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,413.19,322.9,113.58,36.58,,3.73,789.65,23.89
2022,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,358.23,268.07,104.06,,,4.72,719.03,-2.02
2023,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,372.43,259.5,83.15,8.4,,12.49,711.97,48.31
2024,PHO.OL,Photocure ASA,Pharmaceuticals,Health Care,423.98,293.85,103.87,9.64,,17.83,739.09,76.75
