Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,76941.09,18594.96,49837.76,,1932.86,92423.96,201347.09,32857.45
2005,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,86169.62,20628.97,64917.42,,3205.07,159222.33,305780.72,35314.46
2006,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,102264.67,25259.64,68768.72,,4376.95,184644.33,346199.84,27262.0
2007,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,100028.06,24392.31,76014.51,,4503.74,194672.49,349082.65,42260.84
2008,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,82989.24,17828.7,83337.6,,7085.82,,447655.0,47784.66
2009,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,65068.87,9306.54,69805.75,,,264852.93,384835.74,28801.75
2010,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,83612.47,24975.36,71854.32,,4515.13,,391648.84,61153.34
2011,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,79204.78,12501.64,70966.79,,3568.48,254311.98,412474.9,40683.64
2012,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,75323.02,11470.91,65153.86,,,243904.17,402738.95,40974.1
2013,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,111183.15,19770.07,82016.38,,3166.61,250495.73,451993.95,52364.45
2014,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,121233.2,26204.3,71746.14,,2361.15,333781.71,514402.37,55244.5
2015,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,97396.92,35429.92,83898.54,,1918.24,388942.36,551674.24,64253.21
2016,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,96242.09,35454.89,92700.92,,1831.04,358400.95,527876.17,10612.8
2017,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,197632.77,17817.4,121110.7,,2314.37,254999.7,518903.99,25731.28
2018,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,155289.27,24732.6,98472.54,13700.98,3688.72,268724.04,489140.47,26277.77
2019,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,102707.28,41855.41,86335.56,6329.23,2694.97,241546.45,486314.58,52075.81
2020,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,109248.13,50309.38,86242.21,6502.05,2616.26,227151.37,481366.01,73668.09
2021,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,227230.47,104200.87,106499.42,4130.34,3734.04,240449.33,636469.02,189272.05
2022,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,392477.18,98523.4,130499.18,2498.11,5574.21,276202.52,917736.12,331225.7
2023,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,319255.65,67915.31,130428.6,1996.61,4479.71,274245.67,836936.29,101746.75
2024,MAERSKb.CO,AP Moeller - Maersk A/S,Freight & Logistics Services,Industrials,COX,387252.13,74729.48,158244.64,5978.36,7058.1,321024.2,996737.79,122565.14
