Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2014,QTCOM.HE,Qt Group Oyj,Software & IT Services,Information Technology,HEX,83.6,25.82,115.44,4.99,,3.94,206.39,-12.87
2015,QTCOM.HE,Qt Group Oyj,Software & IT Services,Information Technology,HEX,105.66,34.34,125.47,3.97,3.56,3.99,229.14,10.42
2016,QTCOM.HE,Qt Group Oyj,Software & IT Services,Information Technology,HEX,145.3,58.29,184.95,54.48,,5.15,267.35,-12.86
2017,QTCOM.HE,Qt Group Oyj,Software & IT Services,Information Technology,HEX,222.88,115.12,154.64,0.0,,10.65,369.04,-27.42
2018,QTCOM.HE,Qt Group Oyj,Software & IT Services,Information Technology,HEX,230.53,96.12,184.93,,,12.01,384.02,-11.81
2019,QTCOM.HE,Qt Group Oyj,Software & IT Services,Information Technology,HEX,305.49,117.54,279.6,,,45.2,491.99,60.15
2020,QTCOM.HE,Qt Group Oyj,Software & IT Services,Information Technology,HEX,492.15,230.96,285.43,,,33.31,643.41,136.67
2021,QTCOM.HE,Qt Group Oyj,Software & IT Services,Information Technology,HEX,606.51,173.94,522.0,150.17,,30.49,1173.51,162.94
2022,QTCOM.HE,Qt Group Oyj,Software & IT Services,Information Technology,HEX,698.22,92.42,382.0,1.63,,56.93,1867.27,-39.33
2023,QTCOM.HE,Qt Group Oyj,Software & IT Services,Information Technology,HEX,1142.6,375.76,637.6,182.3,,61.79,2309.82,456.76
2024,QTCOM.HE,Qt Group Oyj,Software & IT Services,Information Technology,HEX,1708.64,763.22,483.5,0.0,,68.02,2809.51,623.54
