Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2009,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,ISX,21.46,5.46,357.89,192.63,,5.63,732.93,-1.45
2010,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,ISX,56.35,29.32,596.91,462.8,,,1328.71,18.69
2011,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,ISX,135.29,42.04,275.99,25.72,,1.11,1460.66,13.5
2012,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,ISX,89.5,74.05,100.42,24.54,,1.0,1400.76,61.69
2013,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,ISX,47.98,30.18,267.24,35.76,,1.42,2162.55,79.24
2014,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,ISX,60.76,37.94,217.63,58.59,,3.4,3209.72,90.35
2015,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,ISX,175.49,48.16,182.5,81.9,,5.44,4530.7,145.48
2016,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,ISX,140.83,67.82,458.16,99.06,,8.02,6489.86,179.07
2017,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,ISX,174.9,106.5,406.46,141.57,,8.57,7901.24,173.62
2018,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,ISX,298.88,185.4,311.98,219.95,,8.56,9893.85,199.44
2019,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,ISX,270.41,206.11,397.7,274.83,,14.01,10498.74,244.77
2020,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,ISX,345.63,243.95,301.88,208.2,,10.21,10280.51,145.82
2021,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,ISX,269.49,206.11,722.32,612.88,,15.22,11278.88,282.08
2022,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,ISX,157.58,94.87,635.94,542.32,,17.05,12566.09,349.03
2023,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,ISX,318.71,236.57,411.89,,,21.93,14388.71,418.16
2024,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,ISX,385.32,309.44,596.2,,,61.56,16606.66,461.15
