Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,84.08,10.68,33.47,,,,187.49,18.73
2005,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,118.97,14.37,40.72,,,,222.76,5.73
2006,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,116.31,6.99,53.26,6.69,,,224.7,1.71
2007,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,111.3,8.79,48.94,2.59,,,216.74,8.36
2008,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,139.4,12.72,56.51,9.19,,,263.16,9.79
2009,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,116.15,13.1,82.99,8.48,,,227.23,24.4
2010,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,118.2,12.92,54.36,4.91,0.0,,228.83,15.69
2011,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,496.82,370.7,143.41,37.96,35.03,0.9,552.96,38.63
2012,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,231.43,1.82,33.14,2.82,0.0,3.16,293.64,-66.44
2013,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,200.63,3.89,38.75,3.2,0.54,4.22,227.68,-34.69
2014,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,108.57,5.5,14.72,2.31,0.49,7.75,131.14,-28.7
2015,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,85.2,6.94,11.89,1.23,0.0,7.51,112.59,-28.15
2016,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,96.12,5.42,16.54,0.0,0.04,6.51,117.94,-22.82
2017,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,111.78,13.18,12.58,0.17,0.08,6.97,186.02,-8.8
2018,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,121.16,13.62,15.55,0.17,0.13,5.52,177.22,-0.89
2019,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,130.02,13.04,23.39,2.24,1.07,3.83,170.95,0.82
2020,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,86.94,10.87,20.32,,0.32,2.82,112.9,-0.27
2021,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,89.94,11.03,21.51,,1.8,2.01,96.24,-4.51
2022,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,103.79,22.25,30.01,,1.46,1.47,115.48,18.65
2023,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,132.35,33.86,34.22,,4.15,1.57,144.51,10.29
2024,BIOBV.HE,Biohit Oyj,Pharmaceuticals,Health Care,128.87,44.07,35.51,,4.99,2.01,182.41,6.81
