Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,274.68,241.28,19.37,,0.06,2.34,281.79,97.55
2005,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,311.88,218.53,35.56,,0.55,9.25,325.51,-35.53
2006,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,528.73,424.5,62.45,,0.2,18.68,562.28,-0.11
2007,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,578.49,466.81,81.56,,2.44,17.83,613.73,36.02
2008,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,748.18,563.55,205.08,,34.49,26.93,803.3,149.63
2009,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,707.09,546.48,218.79,,5.13,42.85,821.72,63.55
2010,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,717.79,507.42,293.19,,4.55,55.87,954.17,75.93
2011,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,699.86,496.66,285.68,,19.72,76.5,998.09,205.61
2012,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,731.53,318.2,387.74,,42.84,87.9,1332.34,218.64
2013,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,1776.82,991.23,874.15,,122.54,93.42,3233.34,290.95
2014,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,2426.91,1032.63,1793.28,,93.4,153.18,6047.09,369.52
2015,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,2910.95,863.65,2850.84,1325.97,128.18,243.09,8007.09,451.52
2016,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,3475.53,1895.82,1304.19,4.32,-34.55,69.96,7228.31,26.03
2017,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,1734.96,705.8,1065.27,0.82,-31.19,93.56,5224.58,65.3
2018,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,949.39,237.56,588.3,,12.09,69.11,3750.92,-1.63
2019,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,1037.61,248.43,632.92,175.57,4.39,70.23,3822.12,-23.75
2020,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,1189.75,359.41,995.89,300.23,17.16,51.47,3648.18,179.75
2021,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,2402.47,695.73,23.78,0.0,0.0,8.81,3214.45,41.25
2022,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,194.95,180.26,22.53,,,2.94,1075.66,84.55
2023,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,150.7,147.73,11.86,,,0.0,1116.82,-34.92
2024,OTEC.OL,Otello Corporation ASA,Media & Publishing,Communication Services,OBX,120.36,118.82,4.44,,,,912.53,-22.29
