Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,67.41,,16.67,,0.0,,125.04,-31.37
2005,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,57.5,,25.15,,5.73,,186.36,-40.41
2006,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,80.96,,21.01,,6.13,,202.37,-34.37
2007,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,145.74,,67.47,,6.12,,477.16,-21.88
2008,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,132.08,,68.18,,,,282.65,-21.66
2009,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,85.57,,32.17,,,,212.25,-24.08
2010,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,81.43,,35.0,,,,157.49,-22.81
2011,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,47.24,,22.89,,,0.22,107.61,-29.56
2012,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,30.04,16.92,18.82,,,0.06,80.83,-32.51
2013,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,32.61,19.71,11.87,,,0.2,89.46,-6.77
2014,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,28.09,16.54,13.0,,,1.24,84.51,-0.4
2015,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,140.2,18.98,345.95,218.04,4.3,3.65,454.58,35.0
2016,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,191.07,81.69,235.46,113.72,9.34,3.16,508.41,-30.87
2017,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,231.42,35.28,259.11,67.6,4.59,9.12,765.48,-34.67
2018,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,225.34,39.74,240.89,51.75,3.47,9.38,773.7,27.35
2019,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,224.89,44.59,308.89,46.42,0.94,75.2,817.19,51.08
2020,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,292.04,27.2,444.99,85.5,-0.75,133.38,1199.13,71.12
2021,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,355.89,50.35,603.72,74.55,0.65,148.78,1314.66,128.93
2022,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,332.12,61.12,603.02,83.32,3.32,168.33,1323.3,123.74
2023,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,277.61,77.46,513.18,48.75,,7.27,1270.8,155.56
2024,TECH.OL,Techstep ASA,Software & IT Services,Information Technology,OBX,206.9,30.78,428.63,25.0,,,1177.36,136.49
