Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,2054.52,563.47,1224.97,,,1680.53,4542.36,1173.94
2005,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,2535.03,994.05,1152.94,,,1763.74,4831.33,1071.65
2006,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,2521.71,904.72,676.9,,,1538.85,4836.98,1137.41
2007,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,2449.16,716.75,714.37,,26.96,1478.69,4485.24,1240.08
2008,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,4010.43,1709.6,1194.1,,23.3,1850.37,6752.01,1189.21
2009,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,3460.18,262.91,1118.01,,24.88,1564.2,6030.44,1785.59
2010,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,3399.39,975.82,1127.68,,98.91,1432.96,5808.17,1673.43
2011,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,3562.75,951.61,1314.47,,49.51,1475.39,5771.58,1549.86
2012,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,3748.45,1065.74,1276.4,,58.72,1506.87,6133.89,1651.7
2013,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,5251.33,1790.19,1646.77,,14.17,2062.01,8163.0,1680.41
2014,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,5896.97,1676.71,1940.65,,9.94,2432.37,9052.45,2479.4
2015,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,6471.38,2353.93,2239.69,,11.52,2653.45,10055.07,2279.99
2016,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,6277.99,1824.19,2094.78,,82.63,2625.06,9651.25,2313.68
2017,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,6111.86,1615.59,1769.17,,29.54,3180.96,10391.54,2131.02
2018,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,7214.77,2464.04,3109.03,,14.86,3139.74,11361.13,2216.98
2019,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,5905.34,1121.83,1845.11,,25.59,3157.85,10191.9,2666.0
2020,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,7791.14,3084.19,2242.95,,26.19,3348.19,11687.23,3207.31
2021,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,6910.93,2169.49,2094.4,,68.08,3329.82,11152.79,2191.87
2022,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,9212.53,3487.07,2887.37,,14.68,3913.78,15764.15,4384.73
2023,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,9231.01,1193.44,2961.8,,148.76,4484.08,16090.8,1357.48
2024,ORNAV.HE,Orion Oyj,Pharmaceuticals,Health Care,11959.93,2419.29,3217.08,,111.79,4913.88,19169.54,3409.19
