Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2007,ENDUR.OL,Endur ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1430.65,528.82,1579.43,102.64,25.67,265.52,3257.66,353.79
2008,ENDUR.OL,Endur ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1649.48,249.93,1864.37,68.79,2.56,829.19,3913.42,-246.43
2009,ENDUR.OL,Endur ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2270.87,453.52,2512.72,611.21,,910.49,4437.72,253.9
2010,ENDUR.OL,Endur ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1034.97,237.09,805.85,72.72,,875.09,3143.04,116.28
2011,ENDUR.OL,Endur ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1946.0,379.34,1657.27,67.59,,734.85,3821.62,182.7
2012,ENDUR.OL,Endur ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1813.22,469.38,2466.54,169.51,2.0,682.6,3435.5,148.7
2013,ENDUR.OL,Endur ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1811.77,174.09,1718.22,148.51,1.75,335.58,2342.09,-740.05
2014,ENDUR.OL,Endur ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,535.65,102.4,711.15,191.37,1.19,198.4,939.88,-192.86
2015,ENDUR.OL,Endur ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,392.25,34.72,441.81,67.29,0.0,6.36,526.38,-152.76
2016,ENDUR.OL,Endur ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,171.74,36.34,121.14,20.01,0.0,5.06,300.32,-0.45
2017,ENDUR.OL,Endur ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,137.36,53.74,54.0,0.0,,4.8,269.27,11.6
2018,ENDUR.OL,Endur ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,87.32,32.59,81.49,6.99,,19.64,241.93,4.53
2019,ENDUR.OL,Endur ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,148.27,20.91,184.5,35.48,,50.64,333.41,-32.8
2020,ENDUR.OL,Endur ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,360.0,167.8,386.7,93.7,,196.8,979.4,-36.1
2021,ENDUR.OL,Endur ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,866.3,304.4,559.4,0.0,0.0,426.0,2508.5,-28.9
2022,ENDUR.OL,Endur ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1013.6,314.8,736.5,0.1,,391.7,2590.2,266.7
2023,ENDUR.OL,Endur ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,822.0,103.2,806.2,109.0,14.3,466.3,2938.7,133.0
2024,ENDUR.OL,Endur ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,903.7,192.5,918.3,118.0,0.0,443.5,3056.1,493.6
