Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,12164.42,345.26,4641.81,482.27,1048.56,,19745.49,3322.7
2005,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,11592.7,419.48,4032.65,523.08,342.21,,18528.62,2440.05
2006,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,13161.6,703.83,4496.16,278.62,407.91,,20755.36,4207.25
2007,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,21520.31,460.03,10721.89,488.62,33.64,,77124.6,4057.25
2008,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,20599.81,856.32,8194.22,94.26,771.85,,61583.35,6039.38
2009,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,14272.73,2954.88,7044.12,,77.67,,48885.71,3411.34
2010,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,17706.26,793.04,7795.89,948.35,173.53,10195.83,52973.89,43.67
2011,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,18256.58,1429.98,8651.92,1431.72,163.13,16220.07,55046.54,3029.85
2012,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,15719.29,2571.52,5993.07,136.11,208.02,15074.7,50179.65,3998.02
2013,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,16042.47,2001.77,8571.63,2041.36,111.21,15519.41,52717.16,1565.87
2014,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,28302.64,2888.92,19483.46,8143.43,428.45,25467.39,86003.48,1595.58
2015,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,26349.33,2837.23,17276.67,6661.38,97.33,27499.51,89123.27,4248.93
2016,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,28870.61,3678.53,16049.34,4264.59,38.88,24529.21,86214.48,3237.51
2017,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,32543.02,4251.75,16328.54,2012.3,215.14,23946.46,87532.53,6439.5
2018,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,34432.23,2535.28,20791.67,3437.95,324.96,23374.77,90254.33,6321.16
2019,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,30717.84,3367.15,18515.09,2584.2,106.89,22491.72,88119.68,4970.25
2020,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,35251.17,7362.66,23310.74,6223.44,243.3,22995.39,92517.23,4468.52
2021,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,51826.76,13441.15,25111.06,1393.22,1619.25,22451.28,109137.73,14905.83
2022,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,72736.27,23437.5,28752.83,1771.46,757.72,24554.79,103267.15,17250.83
2023,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,74793.55,29111.61,27960.88,1437.66,1142.68,27525.95,108568.5,21371.57
2024,SSABAH.HE,SSAB AB,Metals & Mining,Materials,HEX,75986.55,28591.34,28050.56,508.91,1180.25,31195.51,113838.97,12098.2
