Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2018,NOL.OL,Northern Ocean Ltd,Oil & Gas Related Equipment and Services,Energy,OBX,150.41,128.29,3671.59,86.39,,0.0,5289.9,-2.65
2019,NOL.OL,Northern Ocean Ltd,Oil & Gas Related Equipment and Services,Energy,OBX,840.51,473.11,1117.9,351.14,,4603.97,9666.4,-135.67
2020,NOL.OL,Northern Ocean Ltd,Oil & Gas Related Equipment and Services,Energy,OBX,522.45,321.42,2957.38,1629.8,,9184.74,9732.7,136.41
2021,NOL.OL,Northern Ocean Ltd,Oil & Gas Related Equipment and Services,Energy,OBX,209.28,48.09,171.35,88.07,,8399.39,8609.02,-187.44
2022,NOL.OL,Northern Ocean Ltd,Oil & Gas Related Equipment and Services,Energy,OBX,1320.57,661.2,777.4,195.64,,8987.95,10323.38,-507.42
2023,NOL.OL,Northern Ocean Ltd,Oil & Gas Related Equipment and Services,Energy,OBX,1339.73,550.84,1603.61,303.82,,9360.37,10700.44,-322.81
2024,NOL.OL,Northern Ocean Ltd,Oil & Gas Related Equipment and Services,Energy,OBX,1164.98,485.9,760.96,169.92,,10559.29,11724.48,-208.84
