Exchange,PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Oslo,Q5,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.021244216835146157,-0.0017703514029288464,-0.36267177931862704,0.717092532072515
Oslo,Q5,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.006960753669412824,-0.000580062805784402,-0.1107452018923774,0.9118887036340864
Stockholm,Q5,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.00027058077998703967,-2.2548398332253305e-05,-0.00697922191357113,0.9944351529733455
Stockholm,Q5,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.005400119360763428,-0.00045000994673028566,-0.14094207487719124,0.8879915834873258
Stockholm,Q5,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.00031348542767076215,2.612378563923018e-05,0.008314073401634795,0.9933708385568338
Stockholm,Q5,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.0002617074223280613,-2.1808951860671777e-05,-0.007448838411497825,0.9940607562982735
Stockholm,Q5,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.005572173638049488,-0.00046434780317079066,-0.15937839619084604,0.8734577219831872
Stockholm,Q5,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0003231211161916353,2.6926759682636275e-05,0.00948315417860796,0.9924387620717736
Stockholm,Q5,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.0007814606324989398,-6.512171937491165e-05,-0.01805495159572345,0.985604800290381
Stockholm,Q5,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.007539754575091706,-0.0006283128812576422,-0.17506897849763509,0.8611217154879482
Stockholm,Q5,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0011348154144908557,9.45679512075713e-05,0.02685455499736672,0.9785902968441815
Stockholm,Q5,FF5,Method2_LatentQuality minus Method1_ObservedQuality,0.0002948458295057299,2.457048579214416e-05,0.008209217775159466,0.9934545381157205
Stockholm,Q5,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.004265560272970356,-0.000355463356080863,-0.1183242128042193,0.9058756844233204
Stockholm,Q5,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.00031728397884153714,2.6440331570128095e-05,0.009186168089994324,0.9926756063764988
Stockholm,Q5,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,4.797590751970393e-05,3.997992293308661e-06,0.0011259036666642112,0.9991022758175498
Stockholm,Q5,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.006236184273661766,-0.0005196820228051471,-0.14698508120752454,0.8832251709778713
Stockholm,Q5,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0010642199969592425,8.868499974660354e-05,0.025812790601207603,0.979420805004817
