Exchange,PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Copenhagen,LongShort,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.014659737265147134,-0.0012216447720955945,-0.1308627268618388,0.8959582356075537
Copenhagen,LongShort,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.01744243566800715,-0.0014535363056672624,-0.16317054411984694,0.8704772668132408
Copenhagen,LongShort,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.008461420288780235,0.0007051183573983529,0.07639051052743188,0.939151573092214
Copenhagen,LongShort,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.015664033232168098,-0.001305336102680675,-0.15112941530957166,0.8799606954024515
Copenhagen,LongShort,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.01573723352151818,-0.0013114361267931817,-0.16031947843862476,0.8727219026016859
Copenhagen,LongShort,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.008352369510354393,0.0006960307925295327,0.08216787909495023,0.9345601851000114
Copenhagen,LongShort,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.031165261652861848,-0.0025971051377384874,-0.2891207229782944,0.7726611537497254
Copenhagen,LongShort,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.03391729827891119,-0.0028264415232425993,-0.34077974980809894,0.7334750329868625
Copenhagen,LongShort,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.012406180289944613,0.0010338483574953844,0.11974813747387578,0.9047517669750169
Copenhagen,LongShort,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.014007309969490383,-0.0011672758307908653,-0.14052184103956356,0.888329466754981
Copenhagen,LongShort,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.008267302163451614,-0.0006889418469543012,-0.08510181244987305,0.9322296698885739
Copenhagen,LongShort,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.012306295164106473,0.0010255245970088728,0.12389853753008304,0.9014675547694548
Copenhagen,LongShort,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.031678408540251196,-0.002639867378354266,-0.3091996108487773,0.7573568803185569
Copenhagen,LongShort,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.031311502410096045,-0.0026092918675080035,-0.32709137014295114,0.7437977221266348
Copenhagen,LongShort,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.014748433489957451,0.001229036124163121,0.1492684155104663,0.8814293071199175
Helsinki,LongShort,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,0.010999338056242883,0.000916611504686907,0.20497301187912284,0.8377047185662185
Helsinki,LongShort,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.007740048105079461,0.0006450040087566217,0.14372979091291144,0.8857912565711432
