Exchange,PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Helsinki,LongShort,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.003703247082213275,0.0003086039235177729,0.06687798830520861,0.9467145731234867
Helsinki,LongShort,FF3,Method2_LatentQuality minus Method1_ObservedQuality,0.01056780322245332,0.0008806502685377767,0.22188292685045083,0.8245274355309036
Helsinki,LongShort,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,0.007203214134097832,0.0006002678445081527,0.14134876494166276,0.8876713535966305
Helsinki,LongShort,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0036926915540784703,0.00030772429617320586,0.06948429275638553,0.94464167208992
Helsinki,LongShort,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.023298227744459346,0.0019415189787049454,0.3856044299595414,0.7000124557216176
Helsinki,LongShort,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.009330751898390634,0.0007775626581992195,0.14981663635703843,0.8809913580401623
Helsinki,LongShort,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0059548362345402134,0.0004962363528783512,0.09172426730252206,0.9269670251919335
Helsinki,LongShort,FF5,Method2_LatentQuality minus Method1_ObservedQuality,0.011951390648884196,0.0009959492207403497,0.2542772480043723,0.7994241730090956
Helsinki,LongShort,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,0.008883496498444585,0.000740291374870382,0.17441077542339997,0.861639080216146
Helsinki,LongShort,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0036815142832501,0.0003067928569375083,0.0694679153180821,0.9446551090086384
Helsinki,LongShort,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.023307898590385207,0.0019423248825321006,0.3972664579061049,0.6914038212972713
Helsinki,LongShort,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0099951746808301,0.0008329312234025084,0.16353711356251596,0.870186314675333
Helsinki,LongShort,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0058397208612467,0.00048664340510389166,0.09139269299955216,0.927230841001413
Oslo,LongShort,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.0017140097097898162,-0.00014283414248248468,-0.02666566353688215,0.9787427154724242
Oslo,LongShort,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0014506156732765237,0.0001208846394397103,0.021514589995793927,0.9828483272319188
Oslo,LongShort,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.00203064237706458,-0.000169220198088715,-0.029387272338429072,0.9765737057832107
Oslo,LongShort,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.005799855456895042,-0.00048332128807458685,-0.08874536220944158,0.9293394500782624
Oslo,LongShort,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0034446381381805988,0.00028705317818171656,0.051192901100148715,0.959203550360439
Oslo,LongShort,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0026413223037701425,-0.0002201101919808452,-0.0379712698231752,0.9697341188936162
Oslo,LongShort,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.027214228161522434,-0.002267852346793536,-0.3980145701383391,0.6908848452894634
Oslo,LongShort,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.014151802482457128,-0.001179316873538094,-0.2039606152073484,0.8385139252417653
Oslo,LongShort,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.008476347848884251,-0.0007063623207403543,-0.11601601202892171,0.9077126229794095
Oslo,LongShort,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.005861123707521423,-0.0004884269756267852,-0.08687852088605395,0.9308227517039751
Oslo,LongShort,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.001336350272086187,-0.00011136252267384891,-0.019572126229041784,0.9843969740872396
Oslo,LongShort,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0024510166604813644,-0.00020425138837344703,-0.03436988164466503,0.9726037635627003
Oslo,LongShort,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.026359615126173675,-0.0021966345938478063,-0.3831572766601505,0.7018607783886694
Oslo,LongShort,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.01783990650627755,-0.0014866588755231293,-0.2574042358762104,0.7970342668437314
Oslo,LongShort,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.007899819995342772,-0.000658318332945231,-0.10755809155829911,0.914414498887848
Stockholm,LongShort,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.05798940718452814,-0.0048324505987106785,-0.8782277289701453,0.38038398947981467
Stockholm,LongShort,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.004181815898058942,0.00034848465817157847,0.06179640355749667,0.9507579780318174
Stockholm,LongShort,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0018192019772787574,0.00015160016477322978,0.02808699265450398,0.9776077492825548
Stockholm,LongShort,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.056144924308532254,-0.004678743692377688,-0.8094701155610606,0.41876502966247275
Stockholm,LongShort,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,0.005689639870957233,0.00047413665591310275,0.082232227036826,0.9345065130488193
Stockholm,LongShort,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0018095313371133818,0.00015079427809278181,0.026690195791676037,0.9787212221970101
Stockholm,LongShort,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.06032608272286794,-0.005027173560238995,-0.8454057808469352,0.3984336449637782
Stockholm,LongShort,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.011280243807751653,0.0009400203173126377,0.15425759839317818,0.8774911904921918
Stockholm,LongShort,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.002888231767552693,0.0002406859806293911,0.04113255568914089,0.9672125276309949
Stockholm,LongShort,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.05264412614862424,-0.004387010512385353,-0.8725673558129089,0.38347101274498785
Stockholm,LongShort,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,0.004879761356248329,0.00040664677968736077,0.08236288200812153,0.9344031755982587
Stockholm,LongShort,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0019344890241806655,0.00016120741868172212,0.03358177833983018,0.9732289590555505
Stockholm,LongShort,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.0576136153422112,-0.004801134611850933,-0.8829037469899281,0.37787098853922396
Stockholm,LongShort,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.011186644224758242,0.0009322203520631869,0.16725992065792109,0.8672584193261441
Stockholm,LongShort,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.00293177664427903,0.00024431472035658583,0.04538479533816047,0.9638254878066652
