Exchange,PortfolioStrategy,FactorModel,Method1_ObservedQuality_alpha_annualized,Method2_LatentQuality_alpha_annualized,Method3_ConservativeQuality_alpha_annualized,Method4_ProbabilisticQuality_alpha_annualized,Method1_ObservedQuality_p_value,Method2_LatentQuality_p_value,Method3_ConservativeQuality_p_value,Method4_ProbabilisticQuality_p_value,Method1_ObservedQuality_t_stat,Method2_LatentQuality_t_stat,Method3_ConservativeQuality_t_stat,Method4_ProbabilisticQuality_t_stat,Method2_LatentQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method3_ConservativeQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method2_LatentQuality_minus_Method1_ObservedQuality_p_value,Method3_ConservativeQuality_minus_Method1_ObservedQuality_p_value,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_p_value,Method2_LatentQuality_minus_Method1_ObservedQuality_t_stat,Method3_ConservativeQuality_minus_Method1_ObservedQuality_t_stat,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_t_stat
Helsinki,LongShort,FF5,0.0800419893532279,0.0919933800021395,0.08892548585169668,0.0837235036365026,0.03686278534662768,0.0012112217091229116,0.009639568915584373,0.025121663814622996,2.1026645443726117,3.2876795535143195,2.6159987177058954,2.2580773622117705,0.011951390648884196,0.008883496498444585,0.0036815142832501,0.7994241730090956,0.861639080216146,0.9446551090086384,0.2542772480043723,0.17441077542339997,0.0694679153180821
Helsinki,LongShort,FF5+MOM,0.0732689162664263,0.0965768148568128,0.08326409094725773,0.07910863712767438,0.10950657727812785,0.00954238882083791,0.04198671902550655,0.07852891728841582,1.6082827843482372,2.6197419762370835,2.0480977891081777,1.76923814221052,0.023307898590385207,0.0099951746808301,0.0058397208612467,0.6914038212972713,0.870186314675333,0.927230841001413,0.3972664579061049,0.16353711356251596,0.09139269299955216
Helsinki,Q5,CAPM,0.03320012455399556,0.036946257051331685,0.03832486400455873,0.03583021997515723,0.2344473465362653,0.1577551382387472,0.15183473246363688,0.2033655295968908,1.1928297704965949,1.4183425888041585,1.438955809231415,1.27648944573008,0.003746132497336213,0.005124739450563201,0.0026300954211617156,0.9217692989969755,0.8942012487160724,0.946978972554597,0.09827156987652486,0.1330805528451681,0.06654565050174
Helsinki,Q5,FF3,0.03171543649651561,0.03497944860819781,0.03644106583022675,0.034312626205384264,0.1968900501647688,0.140842098472866,0.1233349670227426,0.1620645260125455,1.295127766753047,1.4789959414941367,1.547984582350531,1.4037673742007932,0.003264012111656195,0.004725629333685144,0.0025971897088430534,0.9236536519056586,0.8893687272660253,0.9401771976970452,0.09589780997932616,0.1391988805412456,0.07509816028966336
Helsinki,Q5,FF3+MOM,0.025755642253382442,0.03773228192710483,0.034861078154501075,0.027662878879113298,0.3001607504473478,0.13523078381313258,0.15172397986366448,0.26905003250103254,1.039015906981506,1.500376775752902,1.4394434984075521,1.108599252389846,0.011976639673723227,0.009105435901119188,0.0019072366257309875,0.7381020783004146,0.7956195642315869,0.9573934734765903,0.33462041431223283,0.2592081695506018,0.05346117543005887
Helsinki,Q5,FF5,0.018755641644644168,0.024020910313392506,0.024206975874435918,0.02071337311392519,0.43646325260652485,0.3164243288014734,0.30384735236191096,0.38704681118006823,0.7798897802738423,1.0045826383300844,1.0311157736472942,0.8670559705550327,0.005265268668700973,0.005451334229746252,0.0019577314692352382,0.8765125495419541,0.8710240597043688,0.9538961804067945,0.1555004172161655,0.16247171854215772,0.05785439746601487
Helsinki,Q5,FF5+MOM,0.012664757858746028,0.026517542891650668,0.021918246109255867,0.014217486488298608,0.5800839430666649,0.26970008679925117,0.3454062854793458,0.5352381288011476,0.5542561657446039,1.1071271097443225,0.9459932334378153,0.6212108963658707,0.013852785032904352,0.009253488250509131,0.001552728629551886,0.6778119222294121,0.7774733493280266,0.9620177337924758,0.41578558267343946,0.28282291567701645,0.047654497431593036
Oslo,LongShort,CAPM,0.20267641655674407,0.235045120140735,0.20412703223002066,0.2006457741796796,9.114882602556662e-05,2.625650897858378e-05,2.1684076942918296e-05,6.82493685737473e-05,4.013132005060121,4.318533697814044,4.3740473111566995,4.087683617352206,-0.0017140097097898162,0.0014506156732765237,-0.00203064237706458,0.9787427154724242,0.9828483272319188,0.9765737057832107,-0.02666566353688215,0.021514589995793927,-0.029387272338429072
Oslo,LongShort,FF3,0.22712775583073197,0.2556849715265804,0.23057239396891274,0.2244864335269619,1.198948467817651e-05,6.407164435007218e-06,1.3700856902332248e-06,1.097231593272241e-05,4.518710499974799,4.6556411945528335,5.017855826668723,4.539840041297397,-0.005799855456895042,0.0034446381381805988,-0.0026413223037701425,0.9293394500782624,0.959203550360439,0.9697341188936162,-0.08874536220944158,0.051192901100148715,-0.0379712698231752
Oslo,LongShort,FF3+MOM,0.18783850527920926,0.18887848666146378,0.17368670279678333,0.1793621574303528,0.0005145078406636472,0.00037560348895504525,0.00016563593194751647,0.0005071276518251455,3.545296158538812,3.6284972192780276,3.8576649385308937,3.5494041051740295,-0.027214228161522434,-0.014151802482457128,-0.008476347848884251,0.6908848452894634,0.8385139252417653,0.9077126229794095,-0.3980145701383391,-0.2039606152073484,-0.11601601202892171
Oslo,LongShort,FF5,0.21098025429627787,0.24513887813740304,0.20964390402419142,0.2085292376357964,8.578786163027097e-05,7.60506802537364e-05,1.282769953925289e-05,6.967637426802398e-05,4.031438865479329,4.05496796204836,4.504362748309709,4.085088397815296,-0.005861123707521423,-0.001336350272086187,-0.0024510166604813644,0.9308227517039751,0.9843969740872396,0.9726037635627003,-0.08687852088605395,-0.019572126229041784,-0.03436988164466503
Oslo,LongShort,FF5+MOM,0.18815833583702007,0.195480069438369,0.1703184293307438,0.1802585158416785,0.00046812963735964885,0.0004557380382879117,0.00011978606524465363,0.00035873882266979074,3.573043106678937,3.5752344417888744,3.9448816056123093,3.6478128034605932,-0.026359615126173675,-0.01783990650627755,-0.007899819995342772,0.7018607783886694,0.7970342668437314,0.914414498887848,-0.3831572766601505,-0.2574042358762104,-0.10755809155829911
Oslo,Q5,CAPM,0.09769542617031128,0.0931218573081293,0.09617591454253674,0.09386894687900224,0.05077900300987914,0.041689558459120146,0.05050292060420469,0.055612257682589705,1.9678750776204523,2.051691149348878,1.9702570667724166,1.9278498599883285,-0.01325298571654756,-0.001519511627774514,-0.003826479291309026,0.8446093319404708,0.9823835361260984,0.9555791387029018,-0.1961572168236019,-0.022097705210010022,-0.05574495018444967
Oslo,Q5,FF3,0.0678227713171482,0.0713735713892408,0.0662353171991782,0.06393136215579,0.0965119239509522,0.06686924092399438,0.09342237272584653,0.10520892558701833,1.6717709491777206,1.8441658566782313,1.6876103366854363,1.6292794325037974,-0.01359442057091105,-0.0015874541179788926,-0.0038914091613668905,0.7917594434549571,0.9765693505013231,0.9425740937092195,-0.2642459610324309,-0.029393017677065182,-0.07209119057382575
Oslo,Q5,FF3+MOM,0.10152273644228792,0.09931057532078402,0.08373782991506058,0.09541946898805409,0.031029586705302314,0.016854184790812354,0.03648916201112917,0.03212408722977478,2.1759010405328936,2.4134049540799234,2.109140417104507,2.1617456082368522,-0.02175281097665513,-0.01778490652720837,-0.006103267454212587,0.7230098830016958,0.7731382214604432,0.9247694049443664,-0.35475091326205715,-0.28851647022302723,-0.09450216927168602
Oslo,Q5,FF5,0.07690764185893337,0.0833958764351023,0.0729932140575284,0.07194939866074272,0.0550290497325705,0.03361038869501587,0.05066839186315253,0.058612749057479485,1.9328718380359238,2.1419794968688577,1.9691968804091404,1.9047910758632383,-0.014705518677964512,-0.003914427801405225,-0.00495824319819093,0.7683540888588847,0.9400146229095281,0.9247606138619813,-0.2947802675382499,-0.0753110018716781,-0.09451371392225931
Oslo,Q5,FF5+MOM,0.10977661043179651,0.11022555118541189,0.0902130731110034,0.10281585676238364,0.016286960635368386,0.008356114244586266,0.01731768915074383,0.015946868041234907,2.4284263883956108,2.6685277907984593,2.405240599377341,2.43636257808485,-0.022128408062650515,-0.019563537320793065,-0.006960753669412824,0.710907448775369,0.7438565750997381,0.9118887036340864,-0.3709713436474166,-0.3270368014610666,-0.1107452018923774
Stockholm,LongShort,CAPM,0.11883793466271651,0.06084852747818836,0.12301975056077555,0.12065713663999525,0.009940425635114325,0.2021574019390393,0.014582596442819451,0.008814439037910127,2.6044996629576667,1.279924069792966,2.4655330479337563,2.6469645762771745,-0.05798940718452814,0.004181815898058942,0.0018192019772787574,0.38038398947981467,0.9507579780318174,0.9776077492825548,-0.8782277289701453,0.06179640355749667,0.02808699265450398
Stockholm,LongShort,FF3,0.12429201507614596,0.06814709076761596,0.12998165494710556,0.12610154641326066,0.010135826734783748,0.17652387018711657,0.010226717911491878,0.008890582038405537,2.5978630569072134,1.3567185322844995,2.5946816969440145,2.64424586961703,-0.056144924308532254,0.005689639870957233,0.0018095313371133818,0.41876502966247275,0.9345065130488193,0.9787212221970101,-0.8094701155610606,0.082232227036826,0.026690195791676037
Stockholm,LongShort,FF3+MOM,0.07864432668833299,0.01831824396546769,0.08992457049608617,0.08153255845588576,0.11346148077564266,0.7214471086961494,0.09650887740629166,0.10238427073875211,1.5903993394423952,0.3570719755834909,1.6705592127068816,1.641584374892509,-0.06032608272286794,0.011280243807751653,0.002888231767552693,0.3984336449637782,0.8774911904921918,0.9672125276309949,-0.8454057808469352,0.15425759839317818,0.04113255568914089
Stockholm,LongShort,FF5,0.08400595777733025,0.03136183162872439,0.08888571913359969,0.08594044680152496,0.03872477123268259,0.48227329473166614,0.03989509430310645,0.034379939997184694,2.0820949079937585,0.7040874390627563,2.0695959547873337,2.131528348032201,-0.05264412614862424,0.004879761356248329,0.0019344890241806655,0.38347101274498785,0.9344031755982587,0.9732289590555505,-0.8725673558129089,0.08236288200812153,0.03358177833983018
Stockholm,LongShort,FF5+MOM,0.05602288369374677,-0.0015907316484633336,0.06720952791850589,0.058954660338026765,0.21487228489151589,0.9727351788592917,0.1719958453947843,0.19514522649343546,1.2446186728237962,-0.03422507365499067,1.3712164003434606,1.3002916359192882,-0.0576136153422112,0.011186644224758242,0.00293177664427903,0.37787098853922396,0.8672584193261441,0.9638254878066652,-0.8829037469899281,0.16725992065792109,0.04538479533816047
Stockholm,Q5,CAPM,0.020873229321135472,0.0058936133719641815,0.01666400026825279,0.02124288877130473,0.4303814860433539,0.8238549921333518,0.5532726623014073,0.4271890312114124,0.7902522026016173,0.22290209649111814,0.5939360840709473,0.7957453065130182,-0.014979615949171327,-0.004209229052882582,0.0003696594501692574,0.6889776894458208,0.9130618967886766,0.9921824670268371,-0.40055337557362475,-0.10925113468207452,0.00980453362467599
Stockholm,Q5,FF3,0.021277568189784435,0.006120451643496782,0.016895922406693173,0.021654035293911092,0.37385207298586254,0.8077312727078512,0.5067703406216788,0.3718234835888117,0.8914381855268219,0.24370249855523723,0.6651697109447617,0.8952374358970155,-0.015157116546319196,-0.004381645783123125,0.00037646710409521,0.6621978945552449,0.9000144210701211,0.9911893043675208,-0.43723240331390895,-0.12572939464941488,0.011050258594993676
Stockholm,Q5,FF3+MOM,0.03977426416903988,0.023759164825695733,0.03441201946458173,0.04101715052981629,0.18066225661655988,0.45111903717277535,0.2823776657604966,0.1752108556676346,1.3438171489022348,0.7551591343986218,1.078151232193215,1.3608966277215488,-0.016015099343344115,-0.005362244704458119,0.0012428863607766016,0.7085293847142413,0.9010258179052786,0.9765466704648715,-0.37412150614131334,-0.12445141407489858,0.02941861963832108
Stockholm,Q5,FF5,0.02685612246951869,0.013812263801270864,0.02283194927483593,0.027229743779958984,0.27108528821972144,0.5979423160885968,0.3832780716278079,0.2688558890246333,1.103901507782903,0.5282839564450588,0.8739736503373394,1.1090687510869006,-0.013043858668304334,-0.00402417319474109,0.00037362131038286284,0.7152599208895796,0.9103537448016563,0.991374059281859,-0.36508354026966827,-0.11267026719827641,0.010818612147350517
Stockholm,Q5,FF5+MOM,0.04282132794177899,0.028376226689409985,0.03768828690370223,0.04399527815613545,0.1406251299078587,0.360781180252542,0.23018829025002607,0.13622792200996825,1.4799138895738342,0.9161870215438938,1.2039087925893737,1.4966061157097696,-0.014445101252369905,-0.005133041038077907,0.0011739502143554986,0.7318058701112582,0.9035710126970695,0.9772941713397483,-0.3429874823643152,-0.12123599301992859,0.02848094831907246
