Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,REC Silicon ASA,Chemicals,Materials,1270.19,513.44,262.0,0.0,46.07,1074.04,0.0,0.41774980447655585
2005,REC Silicon ASA,Chemicals,Materials,2395.05,566.64,415.75,0.0,146.76,1257.94,0.0,1.0063278057777003
2006,REC Silicon ASA,Chemicals,Materials,4334.07,806.64,667.95,22.0,0.0,10636.52,0.0,0.2709043935422487
2007,REC Silicon ASA,Chemicals,Materials,6642.04,1310.7,1033.43,111.4,183.88,11756.71,0.35,0.35939512088906583
2008,REC Silicon ASA,Chemicals,Materials,8190.81,2012.12,1545.19,213.25,253.55,16512.0,0.0,0.2781734496124031
2009,REC Silicon ASA,Chemicals,Materials,8831.0,3035.0,1649.0,0.0,0.0,16909.0,0.0,0.24525400674197173
2010,REC Silicon ASA,Chemicals,Materials,13776.0,5498.0,2211.0,290.0,0.0,22151.0,0.0,0.28698478623989887
2011,REC Silicon ASA,Chemicals,Materials,9500.0,3840.0,3652.0,0.0,162.0,12192.0,0.0,0.15141076115485563
2012,REC Silicon ASA,Chemicals,Materials,3063.0,1611.0,1837.0,0.0,157.0,7130.65,0.0,-0.07600990092067343
2013,REC Silicon ASA,Chemicals,Materials,2454.53,622.45,1606.38,0.0,108.74,5799.38,0.0,0.02016767309608959
2014,REC Silicon ASA,Chemicals,Materials,3108.72,616.6999999999999,1677.33,0.0,58.64,7878.48,0.0,0.09596394228328309
2015,REC Silicon ASA,Chemicals,Materials,2659.95,753.07,1864.14,0.0,58.05,8141.46,0.0,-0.0018804980924797816
2016,REC Silicon ASA,Chemicals,Materials,2277.05,497.05,1604.52,46.18,120.91,6754.13,0.0,0.01491679905480059
2017,REC Silicon ASA,Chemicals,Materials,2251.59,444.7,1356.41,33.06,234.75,3684.12,0.0,0.06753037360346567
2018,REC Silicon ASA,Chemicals,Materials,1800.69,465.64,1203.99,21.17,107.46,921.75,0.0,0.04857065364795254
2019,REC Silicon ASA,Chemicals,Materials,1409.45,225.23,1056.65,15.84,115.25,7.02,0.0,4.011396011395991
2020,REC Silicon ASA,Chemicals,Materials,1149.06,149.63,892.1500000000001,12.23,124.22,506.1,0.0,-0.00930646117368133
2021,REC Silicon ASA,Chemicals,Materials,1230.76,144.39,998.7,13.75,116.89,293.26,0.0,-0.052751824319716825
2022,REC Silicon ASA,Chemicals,Materials,1419.98,259.4,1437.27,18.25,129.7,591.71,0.0,-0.6559632252285749
2023,REC Silicon ASA,Chemicals,Materials,1485.63,279.61,1490.9,17.94,150.88,774.32,0.0,-0.5395960326480008
2024,REC Silicon ASA,Chemicals,Materials,1512.73,215.95,1303.22,36.53,227.77,-4297.37,0.0,0.04600022804645634
