Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,786.17,502.35,239.79,0.0,7.44,260.91,0.0,0.14023992947759742
2005,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1149.83,771.52,310.16,0.0,9.63,394.93,0.0,0.14817815815460947
2006,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1604.03,1111.37,415.21,0.0,15.39,598.06,0.0,0.10376885262348277
2007,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2459.96,1705.92,601.61,0.0,36.42,933.6,0.0,0.12426092544987141
2008,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4196.48,3333.04,735.69,0.0,77.8,989.06,0.0,0.05050249732068788
2009,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3825.32,2900.89,999.72,0.0,97.34,935.88,0.0,-0.18445740906953856
2010,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3240.81,2396.43,775.31,0.0,146.43,802.73,0.0,-0.09637113350690749
2011,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2593.61,1781.26,675.6800000000001,0.0,70.12,840.38,0.0,0.07919036626288116
2012,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2346.48,1542.17,720.12,0.0,42.59,794.58,0.0,0.052354703113594525
2013,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2693.17,1911.7,923.44,0.0,27.63,566.67,0.0,-0.2992923571037818
2014,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2453.66,1419.8,942.97,7.46,136.36,610.36,0.0,-0.06227472311422784
2015,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3051.24,1939.68,1127.4799999999998,10.96,47.81,634.51,220.06,-0.06175035397919426
2016,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,202.34,126.28,147.03000000000003,6.66,0.01,471.94,144.49,-0.10434274775724742
2017,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,211.04,137.2,79.57000000000001,3.76,0.01,456.08,151.38,-0.0032594738748230314
2018,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,220.31,142.11,76.99,0.0,8.26,357.7,156.53,-0.013709818563677744
2019,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,266.61,160.13,70.38,0.25,3.46,217.5,16.05,0.14082637550845653
2020,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,359.47,198.37,76.68,0.33,0.12,185.6,17.88,0.4159131118537449
2021,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,479.98,236.71,125.04,0.33,2.55,296.95,19.28,0.3668532397305758
2022,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,387.5,209.13,111.07,0.0,3.44,330.88,20.09,0.18195287346496858
2023,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,575.09,304.49,155.23000000000002,0.33,6.65,404.4,22.55,0.25541632509661555
2024,Nekkar ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,623.51,333.72,247.27000000000004,2.5,11.67,418.57,70.03,0.06825624232501007
