Ticker,FormationYear,theta_obs,theta_post_mean,p_q5,sigma_acc,MarketCap,Method1_Raw_PortfolioNum,Method1_Raw_Portfolio,Method2_PostMean_PortfolioNum,Method2_PostMean_Portfolio,Method3_ProbQ5_PortfolioNum,Method3_ProbQ5_Portfolio
AAB.CO,2010,-0.5286506469500928,-0.3957733072236513,0.0026599173376832,0.0883713889085444,46.67,1,Q1,1,Q1,1,Q1
AAK.ST,2010,0.452191260105529,0.3717645685290123,0.52556925446285,0.0969926200614332,5195.33,5,Q5,5,Q5,5,Q5
ABB.ST,2010,-1.3306413948688984,-1.1827184479386543,2.220446049250313e-16,0.058499117397744,244254.6,1,Q1,1,Q1,1,Q1
ACG1V.HE,2010,-1.2423343224530168,-0.9277388343790444,3.425717947869167e-06,0.0951714841625046,53.81,1,Q1,1,Q1,1,Q1
ACTI.ST,2010,-0.1178012186332962,-0.0711041454911903,0.0545785612629655,0.0867771509966073,5221.41,1,Q1,1,Q1,2,Q2
ADDTb.ST,2010,0.4013059207623751,0.3912035605286613,0.6336995475840512,0.0331434694206683,1193.13,5,Q5,5,Q5,5,Q5
AFAGR.HE,2010,-0.1006441223832528,0.0082667080034458,0.2058904759432365,0.1749653148248907,4536.01,1,Q1,2,Q2,3,Q3
AFGA.OL,2010,0.3347653090225401,0.3206586971530983,0.4139808267910971,0.0453901334140784,2107.01,4,Q4,5,Q5,4,Q4
AFK.OL,2010,0.056797323631971,0.0767111434489772,0.2119255205779158,0.124826015242996,2736.16,2,Q2,2,Q2,3,Q3
AFRY.ST,2010,0.2271955287605978,0.2182462101467701,0.2096325697989697,0.051035082659091,2566.5,4,Q4,4,Q4,3,Q3
AGATE.CO,2010,0.0901279155578415,0.0999962317697656,0.2480029540526043,0.1401378198060085,726.11,2,Q2,2,Q2,4,Q4
AGFEb.CO,2010,-0.8359167404783003,-0.3808944258153668,0.0363911521646385,0.1659667109505345,248.02,1,Q1,1,Q1,2,Q2
AKAST.OL,2010,0.3014359311629946,0.2824534017090988,0.3538639716632571,0.0583544206421523,4308.16,4,Q4,4,Q4,4,Q4
AKVA.OL,2010,-0.1317019950124689,-0.1236134816763762,4.238949863344388e-06,0.0318967779685155,344.46,1,Q1,1,Q1,1,Q1
ALFA.ST,2010,0.442248977475661,0.4210081897502569,0.6735239245220841,0.0456576533017768,33806.22,5,Q5,5,Q5,5,Q5
ALKb.CO,2010,0.2651136606835459,0.238469063733306,0.3226217786156933,0.0805207281652638,4193.19,4,Q4,4,Q4,4,Q4
AMBUb.CO,2010,0.296143174760671,0.2837423182905373,0.3267557494525704,0.0469847280223833,1268.2,4,Q4,4,Q4,4,Q4
ANODb.ST,2010,0.1014981890023048,0.1041732873796142,0.1713530999452349,0.0858012700980669,435.05,3,Q3,3,Q3,3,Q3
ANOT.ST,2010,-0.0553134162770425,0.0268897000598813,0.2135099167061032,0.167286697988025,407.83,1,Q1,2,Q2,3,Q3
AOJb.CO,2010,0.8479012879513235,0.6505100896445424,0.8335573467653057,0.1052081872061023,283.52,5,Q5,5,Q5,5,Q5
APETIT.HE,2010,-0.0459806452746017,-0.0010016412369346,0.1285635216720622,0.107858097356647,820.01,1,Q1,2,Q2,2,Q2
AQ.ST,2010,0.1390188392970034,0.1351100951069698,0.1807547261157638,0.076550528894999,672.99,3,Q3,3,Q3,3,Q3
ARRA.OL,2010,-0.1187142145880011,-0.0562378627718792,0.0902709381262464,0.1046376751605971,18.04,1,Q1,1,Q1,2,Q2
ASPO.HE,2010,0.0557998702328599,0.0722345116860207,0.1834686694216889,0.1073116187160542,1142.93,2,Q2,2,Q2,3,Q3
