Method,Portfolio,mean_excess_ann,volatility_ann,sharpe_ratio,max_drawdown
Method1_Raw,Q1,0.06539393371127984,0.1703986369704715,0.38377028639385186,-0.3689989205893671
Method1_Raw,Q2,0.04410264349507276,0.16980136054780667,0.2597308016425221,-0.4285927529835646
Method1_Raw,Q3,0.06598748070698762,0.13114007183322926,0.5031831978169408,-0.3433765586757226
Method1_Raw,Q4,0.07660123969479912,0.13618249044299208,0.562489637585718,-0.30898770634429795
Method1_Raw,Q5,0.09011119673853157,0.12737618641127507,0.7074414714189867,-0.25019252307638373
Method2_PostMean,Q1,0.06544219732487613,0.16992692448167948,0.3851196478985985,-0.3689989205893671
Method2_PostMean,Q2,0.04220176243106118,0.16659940783639726,0.25331279972197646,-0.4285927529835646
Method2_PostMean,Q3,0.07138029686613753,0.1379863220641127,0.5172998004321909,-0.3153289451702419
Method2_PostMean,Q4,0.05735700275706977,0.13159662995026786,0.4358546474841017,-0.30676734943264933
Method2_PostMean,Q5,0.09573331732482351,0.1290819719310149,0.7416474655034411,-0.23670862060002285
Method3_ProbQ5,Q1,0.09783664823992158,0.1365044168230276,0.7167288100777193,-0.2543953211758511
Method3_ProbQ5,Q2,0.0236018291693151,0.1447844618026994,0.16301355045597207,-0.3919559645365477
Method3_ProbQ5,Q3,0.05253790256756238,0.14390332779548107,0.3650916443171525,-0.33043587700908217
Method3_ProbQ5,Q4,0.08964956996648174,0.1618983960834791,0.5537397042541178,-0.4558856076013389
Method3_ProbQ5,Q5,0.07952986306862234,0.12899829589949924,0.6165187106857826,-0.27003773958896277
Method4_ProbMedian,Q1,0.10095076836274872,0.15442392543601063,0.6537249203950599,-0.32999506313379734
Method4_ProbMedian,Q2,0.03193957001948712,0.14497113035104042,0.2203167619797613,-0.285555883736747
Method4_ProbMedian,Q3,0.06644968107991134,0.14740127976456877,0.4508080335940477,-0.3576526301970663
Method4_ProbMedian,Q4,0.08120571921045411,0.12899431124984467,0.6295294608238151,-0.2570560591472616
Method4_ProbMedian,Q5,0.06950231558234865,0.14085728785584878,0.49342363920478344,-0.3256406894504631
