FormationYear,Exchange,Method,PortfolioNum,Portfolio,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_theta_conservative,avg_p_q5,avg_p_q1,avg_sigma_acc
2010,Copenhagen,Method1_ObservedQuality,1,Q1,12,70466.48,-0.6176725762057794,-0.40428648694684816,-0.6471922000072005,0.010613099372020623,0.9101376331615493,0.10624870108134586
2010,Copenhagen,Method1_ObservedQuality,2,Q2,12,40978.19,-0.02192528957888015,0.0017174435115191015,-0.039805044506212174,0.0619334609823285,0.44384114516769496,0.06959625142512535
2010,Copenhagen,Method1_ObservedQuality,3,Q3,11,236895.40000000002,0.10096352244400904,0.10479120699436409,0.07482742465598377,0.16089598508463615,0.2678563213723409,0.09526875147690154
2010,Copenhagen,Method1_ObservedQuality,4,Q4,12,50304.2,0.237377794792058,0.21557469077739286,0.22106187496678353,0.23333626527623083,0.09084518582906388,0.06550460469744744
2010,Copenhagen,Method1_ObservedQuality,5,Q5,12,316934.15,0.7620814727552481,0.6688013638153376,0.7449369254844213,0.8617189957418486,0.02156733719492907,0.06946586488230592
2010,Copenhagen,Method2_LatentQuality,1,Q1,12,70381.75,-0.6030739508494428,-0.4137022059833782,-0.6278349884814363,0.006565386445504772,0.923675290619403,0.0911838203760983
2010,Copenhagen,Method2_LatentQuality,2,Q2,12,44470.7,-0.034939467789478644,0.010710417458595725,-0.054752364582600126,0.05239978139995451,0.41073426887364956,0.07649508708398438
2010,Copenhagen,Method2_LatentQuality,3,Q3,11,233487.62,0.09923503464865836,0.10525238345558602,0.07001663398393689,0.1757120496397887,0.28920456010273177,0.10417716425477992
2010,Copenhagen,Method2_LatentQuality,4,Q4,12,32643.160000000003,0.23992541970392725,0.20825857447770127,0.21963888285707053,0.238557927462967,0.10222277969415616,0.0785045899551488
2010,Copenhagen,Method2_LatentQuality,5,Q5,12,334595.19,0.7595338478433787,0.6761174801150291,0.7463599175941343,0.8564973335551125,0.010189743329836794,0.05646587962460456
2010,Copenhagen,Method3_ConservativeQuality,1,Q1,12,70466.48,-0.6176725762057794,-0.40428648694684816,-0.6471922000072005,0.010613099372020623,0.9101376331615493,0.10624870108134586
2010,Copenhagen,Method3_ConservativeQuality,2,Q2,12,44000.46,-0.016672664681717624,0.008776675100865383,-0.04240277786320867,0.10225144260770806,0.49018619558571214,0.09351818485117243
2010,Copenhagen,Method3_ConservativeQuality,3,Q3,11,233873.13,0.095233386192559,0.09709022707871359,0.07766131559088904,0.11691273240240388,0.21729808455268576,0.06917209683030473
2010,Copenhagen,Method3_ConservativeQuality,4,Q4,12,32643.160000000003,0.23992541970392725,0.20825857447770127,0.21963888285707053,0.238557927462967,0.10222277969415616,0.0785045899551488
