Exchange,PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Oslo,LongShort,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.008881218508357405,-0.000740101542363117,-0.10462127484564449,0.916733955864272
Stockholm,LongShort,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.00909643584337417,-0.0007580363202811809,-0.15518915963148933,0.8767559137770986
Stockholm,LongShort,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.010384355010786175,0.0008653629175655146,0.16680321225317826,0.8676150359671322
Stockholm,LongShort,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0033389152363212412,0.00027824293636010344,0.052560519330241015,0.9581101365906497
Stockholm,LongShort,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.007788753009122531,-0.0006490627507602109,-0.1277096574310057,0.8984481276941942
Stockholm,LongShort,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,0.00942428255615542,0.0007853568796796183,0.14640323981121872,0.8836828024011494
Stockholm,LongShort,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.002543269622714607,0.00021193913522621723,0.039011472165857555,0.968902282476539
Stockholm,LongShort,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.0032926056985397682,-0.00027438380821164735,-0.051517059111709416,0.9589414604960751
Stockholm,LongShort,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.01005490533151605,0.0008379087776263375,0.14751641716753783,0.8828052103609028
Stockholm,LongShort,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0024158538821343334,0.00020132115684452778,0.03514113700734049,0.9719862522577591
Stockholm,LongShort,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.005953217324855552,-0.0004961014437379627,-0.11236552253675486,0.9105951924109688
Stockholm,LongShort,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,0.005619812192070108,0.000468317682672509,0.10145880568491356,0.9192418156598869
Stockholm,LongShort,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0006387166541000217,-5.322638784166847e-05,-0.011348591070860068,0.9909515120532542
Stockholm,LongShort,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.0012040061638746505,-0.0001003338469895542,-0.020381128213488288,0.983750505506914
Stockholm,LongShort,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.006732043824885625,0.0005610036520738021,0.10689215945470003,0.9149334213837581
Stockholm,LongShort,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.00022506101988054028,-1.8755084990045023e-05,-0.0035170325330138815,0.9971957465005541
