Exchange,PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Copenhagen,LongShort,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.02010952442197661,-0.0016757937018313843,-0.20087079076505318,0.8409088002551033
Copenhagen,LongShort,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.01798367568466517,0.0014986396403887641,0.1773201981467792,0.8593528783716513
Copenhagen,LongShort,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.014366528164490341,0.0011972106803741951,0.13612270234102766,0.8917975195382968
Copenhagen,LongShort,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.02033746506912862,-0.0016947887557607181,-0.22337291024536984,0.8233685590883408
Copenhagen,LongShort,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,0.019550766392356166,0.0016292305326963473,0.21331040145978886,0.8312023460362863
Copenhagen,LongShort,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.01574303524285737,0.0013119196035714475,0.16552697148742185,0.8686196262376282
Copenhagen,LongShort,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.018766423638764924,-0.0015638686365637437,-0.20175175864818345,0.8402222740271492
Copenhagen,LongShort,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.02086753415077973,0.001738961179231644,0.2319884339380698,0.8166759479176573
Copenhagen,LongShort,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.014773791419753376,0.001231149284979448,0.1559365068298778,0.8761685723802217
Copenhagen,LongShort,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.018132791087415806,-0.0015110659239513172,-0.20348689182537452,0.8388675767706055
Copenhagen,LongShort,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0249772666927496,0.0020814388910624666,0.27489767190897324,0.7835499662884127
Copenhagen,LongShort,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.019949331519971386,0.0016624442933309488,0.21316809646443896,0.8313145376770692
Copenhagen,LongShort,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.01646535465918976,-0.0013721128882658133,-0.18506159777770595,0.8532837911475057
Copenhagen,LongShort,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.026100480490287202,0.002175040040857267,0.2993667042708611,0.7648311224165423
Copenhagen,LongShort,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.018681582348139106,0.0015567985290115922,0.20352217685015858,0.8388406419750452
Helsinki,LongShort,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.01705747169368238,-0.0014214559744735317,-0.31618024599687966,0.7520420843493385
Helsinki,LongShort,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.001725209167308335,-0.00014376743060902792,-0.03360489249992517,0.9732101479272393
Helsinki,LongShort,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.010925290010078045,-0.0009104408341731704,-0.20262446922421454,0.8395387447182314
Helsinki,LongShort,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.01655698657043177,-0.0013797488808693142,-0.32780912122591654,0.7432414000456053
Helsinki,LongShort,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0016469790860768573,-0.00013724825717307144,-0.034266096192119976,0.9726834381044449
Helsinki,LongShort,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.010482320178838262,-0.0008735266815698551,-0.20299033038033967,0.8392541712480832
Helsinki,LongShort,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.03379653543449579,-0.002816377952874649,-0.5459444945324489,0.5854348884064575
Helsinki,LongShort,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.002684614877934574,0.00022371790649454784,0.04626080656836442,0.9631274711536273
Helsinki,LongShort,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.008046253634216896,-0.0006705211361847413,-0.13058957123543147,0.8961713492149241
Helsinki,LongShort,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.015047027826961433,-0.0012539189855801194,-0.2941407050484439,0.7688171297990587
Helsinki,LongShort,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0001706353899544621,1.4219615829538508e-05,0.0035274911582395875,0.9971873969502114
Helsinki,LongShort,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.008992633069490864,-0.0007493860891242387,-0.17578682218124228,0.8605586393191316
Helsinki,LongShort,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.03252009028130734,-0.002710007523442278,-0.5353913899044356,0.5927061866116554
Helsinki,LongShort,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0038368686143518153,0.0003197390511959846,0.06717903644907557,0.9464760578982576
Helsinki,LongShort,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.005783929824034628,-0.00048199415200288567,-0.09618571246173944,0.9234260113240289
Oslo,LongShort,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.011726821498958227,-0.0009772351249131856,-0.1587212417366165,0.8739741721278156
Oslo,LongShort,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.00342984530701361,0.00028582044225113415,0.044568593895569615,0.9644749622478264
Oslo,LongShort,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0001974037608411111,-1.6450313403425926e-05,-0.002583780959221476,0.9979398209478378
Oslo,LongShort,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.012220287063580755,-0.0010183572552983963,-0.15886185569067246,0.8738643884150856
Oslo,LongShort,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,0.004332930731863187,0.0003610775609885989,0.0527998992417517,0.9579198367147637
Oslo,LongShort,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0009445916034249921,-7.871596695208267e-05,-0.011906471381786934,0.990506651956236
Oslo,LongShort,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.013062131548135344,-0.001088510962344612,-0.16394200049772686,0.8698668051071754
Oslo,LongShort,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.01073844707586305,0.0008948705896552542,0.12470304574965839,0.9008267362551585
Oslo,LongShort,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.006216904977348853,-0.0005180754147790711,-0.07546819692944805,0.9398832093553025
Oslo,LongShort,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.013563154015802176,-0.0011302628346501814,-0.18094397788293354,0.8565117041643444
Oslo,LongShort,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0004271065471996606,3.559221226663838e-05,0.00526913947076043,0.995798725174577
Oslo,LongShort,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.005524551504552829,-0.0004603792920460691,-0.06967174054666997,0.9444929849373902
Oslo,LongShort,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.014700450447942263,-0.001225037537328522,-0.18334114541805058,0.8546324330453285
Oslo,LongShort,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.007107499564312322,0.0005922916303593602,0.08079095706833003,0.935652601439732
