Exchange,PortfolioStrategy,FactorModel,Method1_ObservedQuality_alpha_annualized,Method2_LatentQuality_alpha_annualized,Method3_ConservativeQuality_alpha_annualized,Method4_ProbabilisticQuality_alpha_annualized,Method1_ObservedQuality_p_value,Method2_LatentQuality_p_value,Method3_ConservativeQuality_p_value,Method4_ProbabilisticQuality_p_value,Method1_ObservedQuality_t_stat,Method2_LatentQuality_t_stat,Method3_ConservativeQuality_t_stat,Method4_ProbabilisticQuality_t_stat,Method2_LatentQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method3_ConservativeQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method2_LatentQuality_minus_Method1_ObservedQuality_p_value,Method3_ConservativeQuality_minus_Method1_ObservedQuality_p_value,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_p_value,Method2_LatentQuality_minus_Method1_ObservedQuality_t_stat,Method3_ConservativeQuality_minus_Method1_ObservedQuality_t_stat,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_t_stat
Helsinki,LongShort,CAPM,0.09116586602296889,0.08350585656661355,0.09576607751177223,0.08366764408886385,0.015177158418841818,0.021462074379845264,0.008290737450170615,0.026844015825422618,2.450706095717599,2.3192477271187912,2.6684055431305764,2.231376250749272,-0.0076600094563553205,0.004600211488803354,-0.007498221934105005,0.8825153339273129,0.9291470538528486,0.8872553871145836,-0.1478823213007507,0.08897795850128168,-0.1418746795176811
Helsinki,LongShort,FF3,0.1052741135864163,0.09775892943232212,0.10943106651162968,0.09808828047597724,0.0024528758239568127,0.0038320679642913635,0.0037703330945284552,0.008686428760582565,3.0712779852275154,2.9286788960277437,2.933961707539128,2.6524023919840194,-0.0075151841540985285,0.004156952925208499,-0.00718583311044336,0.8754053466145941,0.9347005319529629,0.8867585036421883,-0.15690494223963733,0.081988072164454,-0.14250524609944867
Helsinki,LongShort,FF3+MOM,0.09875424641133439,0.08772517924656353,0.0975624874858676,0.09298365354863507,0.01928221236249339,0.042691652185769424,0.026074731547822028,0.0406805052043957,2.360792765894558,2.040874779992707,2.243229378160085,2.0613026470849136,-0.011029067164771755,-0.0011917589254676671,-0.005770592862699826,0.8542209279940489,0.9842568154824058,0.9251968507331685,-0.1838646223506657,-0.019745851135328025,-0.09395397438311959
Helsinki,LongShort,FF5,0.09023645471383343,0.08376717274731577,0.09794007990528983,0.08469903086843904,0.010430553609342752,0.013576964458556162,0.008276784604347664,0.018925856095994398,2.587929881687248,2.49240147007809,2.669621076291361,2.3680341273419643,-0.006469281966540079,0.007703625191433687,-0.005537423845417028,0.8938151304726798,0.8791390471907712,0.9117489538192929,-0.13357112491056966,0.1521670249514934,-0.11090943906559032
Helsinki,LongShort,FF5+MOM,0.09220845093010763,0.08248607844494865,0.09403809721733535,0.08855373707932014,0.026650543169729923,0.051567725570707434,0.029535941236510155,0.04268850543970393,2.2347450454646554,1.9596163294571631,2.19353717933333,2.0410627841864346,-0.009722372485160178,0.0018296462872265705,-0.0036547138507886223,0.8691977507039534,0.9754953696346291,0.9514470759423133,-0.16479381197617596,0.030737953210351217,-0.060931659957911756
Helsinki,Q5,CAPM,0.03827042112979628,0.03289650735839309,0.035645138124996145,0.039039919612812335,0.22485173227268462,0.2759121796231141,0.2307355764158736,0.21562493471052946,1.2177542190321204,1.0927434998170975,1.2023827197407269,1.242453890472219,-0.005373913771403255,-0.002625283004800097,0.000769498483016065,0.9017215258623683,0.9515238650671303,0.9862207610882445,-0.12357076013860008,-0.060834052488922354,0.017282125243994303
Helsinki,Q5,FF3,0.03647278304092394,0.031032201113788842,0.03384617992360399,0.03757592020327371,0.17097499040319364,0.2177296336247443,0.19008553592596544,0.15817954001730983,1.3744167107000755,1.2367985417593703,1.3151551346675106,1.4169493286709967,-0.005440581927160501,-0.002626603117345541,0.0011031371623244218,0.8815411415651282,0.9433172871016797,0.9766034357855993,-0.14911879056510724,-0.07114940782192457,0.02934728782772169
Helsinki,Q5,FF3+MOM,0.04041576323911927,0.030500709196685755,0.02929743051518078,0.034202033771817825,0.09049495974181543,0.217021444226438,0.22450306850653368,0.20020204116661433,1.7017302864522885,1.2387353787371258,1.2187401197184005,1.285589405785339,-0.009915054042433681,-0.011118332723939153,-0.006213729467302323,0.7753471661493374,0.7459554288111434,0.8650081971070331,-0.2855974156799396,-0.3242203364296735,-0.17012134002661428
Helsinki,Q5,FF5,0.023029266169824165,0.017391561131090173,0.0194891846306863,0.024639988819542498,0.403040068511348,0.4936569837401037,0.45713132593104944,0.3565639026392944,0.8381496038435704,0.6858796958819176,0.7451593784119581,0.9242680458598154,-0.005637705038779917,-0.0035400815391843227,0.001610722649672408,0.879688028232753,0.9253491817147934,0.9663697233252679,-0.15147050674468754,-0.09376243155309351,0.04219064924208937
Helsinki,Q5,FF5+MOM,0.027433874623276743,0.017626595758763148,0.015599652597848755,0.021626351192534993,0.23874140017279255,0.4581647245069438,0.5019814274585079,0.39364498271308745,1.1820159939135597,0.7434553015130889,0.6727156500387943,0.8550548249655929,-0.009807278864514005,-0.011834222025428748,-0.005807523430742423,0.7693847135700773,0.7203442067323449,0.8680288640958056,-0.2933985817496581,-0.35827634153456983,-0.16628008000204114
Oslo,LongShort,CAPM,0.26006354856565417,0.2564176455306699,0.25664560437196043,0.2550092127949448,3.661629676576794e-06,2.7601022576373424e-06,2.018921266389029e-06,2.75953399442308e-06,4.772292229010588,4.83585477055881,4.905497396060302,4.83590086053005,-0.0036459030349841465,-0.0034179441936935256,-0.005054335770709177,0.9614944332614013,0.9635246470884227,0.9460733152906933,-0.04831067679633837,-0.045761653288334724,-0.06768405045237155
Oslo,LongShort,FF3,0.2752588921384243,0.2716342291408246,0.2728309271738327,0.2693113966875395,3.3875558647089576e-06,1.2959349049435076e-06,1.9170032090620737e-06,1.263769246140356e-06,4.791447426561985,5.004869219705518,4.918689651437937,5.010366046912655,-0.003624662997591392,-0.0024279649645826892,-0.005947495450875959,0.9632516251141441,0.975542328681755,0.9389873177002481,-0.04610476065276163,-0.030678688478005617,-0.07659477197152778
Oslo,LongShort,FF3+MOM,0.16331327955232866,0.16038689538736706,0.16285107225909892,0.15858152089671107,0.007673046955768648,0.0058328504467035636,0.005429699709743607,0.004746584839248502,2.695805149300369,2.789606416451758,2.8137178978584623,2.8585679524558185,-0.0029263841649623985,-0.00046220729323120935,-0.004731758655617448,0.971993019798921,0.9955811905424832,0.9537284734924572,-0.03513264413297996,-0.005541948416762272,-0.05806486880511722
Oslo,LongShort,FF5,0.24594131565937366,0.23733780403542415,0.24040783477266242,0.23639226658725368,2.8736298308906782e-05,3.164573591618591e-05,2.5227610505051956e-05,3.364090614454973e-05,4.291379192584623,4.2677548995245065,4.323128166919506,4.252728676565591,-0.008603511623959982,-0.0055334808867203815,-0.009549049072128637,0.9131482691831816,0.9438718460135973,0.9031314171330111,-0.10914377476018974,-0.07045267424257236,-0.12179095561306016
Oslo,LongShort,FF5+MOM,0.15704362102788788,0.15043043619275084,0.1542635451059552,0.15006376138805844,0.011246801132088091,0.012997678892775921,0.010054614227783532,0.011332475344435489,2.5610437276706848,2.508523683655381,2.6011732201366495,2.5583090160545328,-0.006613184835138536,-0.002780075921934258,-0.006979859639831193,0.9385971985590542,0.9740325842374844,0.9345455489110306,-0.07708635840640318,-0.03257346463420629,-0.08218402511959581
Oslo,Q5,CAPM,0.06704040672172422,0.08251139504131833,0.06380871675434191,0.07055231181945656,0.12545787787464957,0.06197535057406678,0.12469472348589572,0.10817787101437903,1.5391508075713158,1.8777268963156668,1.5422856407982763,1.6141644544784788,0.015470988319594217,-0.0032316899673822327,0.0035119050977324776,0.797984428861696,0.9558951229545478,0.9535480054471102,0.2561388773850409,-0.0553425411946316,0.05829095262113453
Oslo,Q5,FF3,0.05181065637612796,0.06776148512213556,0.04874323857964885,0.05475434598594192,0.12864282131950477,0.05100764707613292,0.1387576398007826,0.11260803615406711,1.5263006366237117,1.9641758450126687,1.4868466307075408,1.5941563202422668,0.01595082874599378,-0.0030674177964931312,0.0029436896098005635,0.7289751016888024,0.9451021933328685,0.9488426504569518,0.3467515490935584,-0.0689053367792642,0.06420376674281898
Oslo,Q5,FF3+MOM,0.05361915267378539,0.06391615851059296,0.052959602337194316,0.06255256203096651,0.19860704582694888,0.12190487530687899,0.1688608496591706,0.1413174638856518,1.2901804866383302,1.553991042264578,1.3813032856790406,1.4772526782949524,0.010297005836807316,-0.000659550336590653,0.008933409357182912,0.8593265863065245,0.9906243181124843,0.8796022851925607,0.17735569014373126,-0.011758931874355442,0.1515787124881301
Oslo,Q5,FF5,0.06131738212916689,0.07480294792417241,0.05690509174913574,0.06496656071469298,0.07249429560153753,0.03227276362733278,0.08883402251141592,0.0637653799504212,1.806429009346469,2.157469706208591,1.71068410471249,1.865120498842071,0.013485565794983882,-0.004412290380052572,0.0036491785855075065,0.7698398448671684,0.9217463404540382,0.9370037229948012,0.2928014538940742,-0.09830195332302227,0.0790906769202698
Oslo,Q5,FF5+MOM,0.06456982128382305,0.07300308467351393,0.06269520897685699,0.0742030883465885,0.09161052553075644,0.055490910223241485,0.078986448557953,0.060195685722168824,1.6959219161460992,1.927367823364589,1.7665111695947977,1.8911294218780594,0.008433263389691227,-0.0018746123069656798,0.009633267062766002,0.8756714080018333,0.9713778513670688,0.8606967391153371,0.1565689098880969,-0.035904923928728794,0.1756115995096642
Stockholm,LongShort,CAPM,0.09866217049490683,0.10007158438074942,0.10776112372591509,0.10458691567998044,0.022490493512513865,0.020281916077438122,0.022629778914492915,0.025770102041449583,2.3010697275159777,2.3410750546492114,2.2986640663303928,2.247596168918469,0.0014094138858426431,0.009098953231008275,0.005924745185073681,0.9814631164326075,0.8859424047354822,0.9255373997718273,0.023250173337154324,0.14353825735288486,0.09352395546077007
Stockholm,LongShort,FF3,0.10730408699489796,0.10895001087930953,0.11431438907419433,0.11240273874535309,0.01582584919044594,0.01825794945665593,0.01669940403753145,0.019725554478919882,2.4353483718289444,2.381483731371828,2.415207914597685,2.351975469524497,0.0016459238844084173,0.007010302079292978,0.005098651750452179,0.9793205932638627,0.9133778702245383,0.9374825887816927,0.025938226799793976,0.10885328219870344,0.07848764227814765
Stockholm,LongShort,FF3+MOM,0.06954986111880405,0.07445337403198872,0.07923026070472917,0.07523448788697051,0.14247736116161325,0.12683443469615874,0.1214299800414187,0.13100563247944175,1.4729340994536018,1.5336458130442852,1.555985028178139,1.5169097845141009,0.00490351291318445,0.009680399585926563,0.005684626768166834,0.9423822386223553,0.8890295482485702,0.9339651217615696,0.07232540598449282,0.1396289537211533,0.08291385057787222
Stockholm,LongShort,FF5,0.072763732283329,0.07608303550160744,0.07773456572192036,0.07580309453466862,0.05371238752950691,0.05403344517697484,0.06064943873342754,0.06727774889162941,1.9416718846827437,1.9390481476970205,1.8876967380181549,1.840747883569081,0.0033193032182580046,0.004970833438572877,0.0030393622513226366,0.9514306689553227,0.9289875209115861,0.956648434993095,0.06095204593814926,0.08918014795773067,0.05439714329187292
Stockholm,LongShort,FF5+MOM,0.05002527798955898,0.05732558507429589,0.05856963343903528,0.053952642817608906,0.254734061325393,0.1915720774773757,0.2154113629012555,0.23797861716688518,1.1425312447097613,1.3108143710354467,1.243150736846863,1.1839454890945322,0.007300307084735794,0.008544355449475363,0.003927364828048889,0.9068403860207175,0.8945516495432098,0.9508187124641876,0.1171063232655151,0.13263966946803388,0.06172122530416583
Stockholm,Q5,CAPM,0.02028892088331896,0.022071408434043503,0.02122947181376459,0.02335065573168004,0.45491609138739975,0.4096917381724945,0.44368607385905,0.37510213903661804,0.7488041305529535,0.8262915419478366,0.7676116768178489,0.8890803859088979,0.001782487550724493,0.0009405509304455106,0.003061734848361114,0.9627517090581335,0.9806215525133479,0.9356318738631038,0.04673207522227078,0.024305921834474314,0.08081554451509572
Stockholm,Q5,FF3,0.020521544554075937,0.022062973266029243,0.02133452744816791,0.023593178653324734,0.40903230781829825,0.3712016814543475,0.4031256388920381,0.32908965641185484,0.8274779654168238,0.8964045725579027,0.8379757640980247,0.9785309631607676,0.0015414287119214082,0.0008129828940601075,0.003071634099217402,0.9648924178891496,0.981756506235461,0.9294722102553019,0.04404484437409935,0.02288228515457898,0.08856919362523798
Stockholm,Q5,FF3+MOM,0.03872316490760762,0.041248541590549845,0.037236135963837604,0.043506382172227166,0.21908115569601128,0.19016955754964338,0.24863564289458684,0.15441554487589348,1.2331815213873671,1.3149309555718274,1.1573351496288697,1.4299905797710053,0.002525376682942518,-0.0014870289437702716,0.0047832172646199295,0.9545610167708767,0.9733697158288677,0.9129441645307184,0.05701898664591408,-0.03340502188044218,0.10940088282881465
Stockholm,Q5,FF5,0.026896585011296117,0.029255139317025718,0.028853539005742404,0.030319411189457725,0.28679593672379533,0.24666540080010413,0.27249069370000933,0.21368944246003174,1.0682921276344233,1.162205643501047,1.100659168510405,1.2478250805799427,0.002358554305672056,0.001956953994388569,0.0034228261781045904,0.9471876112666213,0.9571135979996763,0.9220732201689641,0.06628437925920647,0.05381289269688185,0.0978900077768639
Stockholm,Q5,FF5+MOM,0.04239966489103733,0.045913114022584,0.04201616692363784,0.04733290538104225,0.16790716346440582,0.13583238331031033,0.18284636042416902,0.11094007502004088,1.3844781573918723,1.498128054757212,1.3371381590294107,1.601772822422566,0.003513449131545429,-0.00038349796740030917,0.004933240490004237,0.935280667642509,0.9929855591843728,0.9076974499365271,0.0812589651472586,-0.00879745167568079,0.11602406733162111
