Exchange,PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Copenhagen,Q5,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0017807611465098655,-0.00014839676220915546,-0.04775726463052201,0.9619358871721424
Helsinki,Q5,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.010778686353910355,-0.0008982238628258629,-0.2178433403324478,0.827669979164662
Helsinki,Q5,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.004615670167820569,-0.00038463918065171406,-0.09270976856487718,0.9261837769473669
Helsinki,Q5,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0027104196771722613,-0.00022586830643102178,-0.052365492112853795,0.9582654273869655
Helsinki,Q5,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.010528495083864248,-0.0008773745903220206,-0.23511298493757296,0.8142511070232588
Helsinki,Q5,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.004726679076883126,-0.0003938899230735938,-0.10581979928937428,0.91578267320951
Helsinki,Q5,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.002651799409340655,-0.00022098328411172125,-0.05685347578438081,0.9546926046058608
Helsinki,Q5,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.017031217068359146,-0.0014192680890299288,-0.38440051564917155,0.7009036503277404
Helsinki,Q5,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.004184024798100809,-0.00034866873317506743,-0.09685465425599533,0.9228945457250868
Helsinki,Q5,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.00828133785076042,-0.0006901114875633683,-0.1835228705991163,0.8544888503250476
Helsinki,Q5,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.009372383703650348,-0.0007810319753041957,-0.21496152894508902,0.829917039256507
Helsinki,Q5,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.004725639715605582,-0.0003938033096337985,-0.10844882800453844,0.9136990992805183
Helsinki,Q5,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0028354452652769035,-0.00023628710543974196,-0.06244684930683297,0.9502410755580664
Helsinki,Q5,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.017029424978419347,-0.0014191187482016122,-0.4023690659494594,0.6876486135657456
Helsinki,Q5,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.004614358313580029,-0.0003845298594650024,-0.11164967092081685,0.9111627266593092
Helsinki,Q5,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.00824598366033389,-0.0006871653050278242,-0.1913520568273998,0.8483564693589671
Oslo,Q5,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,0.002765475800455726,0.00023045631670464382,0.055799825975896625,0.9555310703626521
Oslo,Q5,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0036282002065857674,0.0003023500172154806,0.06861748097081304,0.9453307741826862
Oslo,Q5,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.002871755200657175,0.00023931293338809792,0.05483573325126226,0.9562986126109032
Oslo,Q5,FF3,Method2_LatentQuality minus Method1_ObservedQuality,0.0028200728499628847,0.0002350060708302404,0.06715159040459003,0.9464972945288339
Oslo,Q5,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,0.00355105340264672,0.00029592111688722667,0.07955979558756433,0.9366303843151909
Oslo,Q5,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0030497307240582444,0.0002541442270048537,0.06990890965459311,0.9443039291899855
Oslo,Q5,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.009445918841792182,0.0007871599034826818,0.20487274962494617,0.8377848139450528
Oslo,Q5,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.007635939024296878,0.0006363282520247399,0.15598905775550914,0.8761271791572718
Oslo,Q5,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.008644893061041492,0.000720407755086791,0.1771643228064457,0.8594767868770217
Oslo,Q5,FF5,Method2_LatentQuality minus Method1_ObservedQuality,0.0010473602574801663,8.728002145668053e-05,0.025626966191102055,0.979568843790563
Oslo,Q5,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,0.002965680290535906,0.0002471400242113255,0.0682410543757512,0.9456310115253663
Oslo,Q5,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.003580803073434412,0.0002984002561195343,0.08443342754058172,0.9327579945624
Oslo,Q5,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.007152383206710251,0.000596031933892521,0.164275450453742,0.8696054876549963
Oslo,Q5,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.007430398849185581,0.0006191999040987984,0.16043017303905074,0.8726312166048458
Oslo,Q5,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.009736284480212916,0.000811357040017743,0.2111323407281927,0.8329021563348777
Stockholm,Q5,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.005943527259287325,-0.0004952939382739437,-0.1582587841321865,0.8743382990069732
Stockholm,Q5,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0022111910188846937,0.00018426591824039114,0.0574941032904788,0.9541823076758231
Stockholm,Q5,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0006155748572660713,5.129790477217261e-05,0.01606342029385335,0.9871923617053835
Stockholm,Q5,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.005872326926743589,-0.0004893605772286324,-0.17076761731198759,0.8644998363028567
Stockholm,Q5,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0025016213053861494,0.00020846844211551245,0.07196674752321448,0.9426672557707998
Stockholm,Q5,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0006499223677874158,5.416019731561798e-05,0.018934885198610685,0.9849032565365237
Stockholm,Q5,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.009974594003020157,-0.0008312161669183464,-0.23402074161100125,0.8150990118874697
Stockholm,Q5,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.002334961747321722,0.0001945801456101435,0.054031367023531535,0.9569394933286381
Stockholm,Q5,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0012778663280423389,0.0001064888606701949,0.029644061068289256,0.9763669949632905
Stockholm,Q5,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.0054397982046611865,-0.00045331651705509887,-0.16335805029867514,0.870326693639317
Stockholm,Q5,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,0.002434818724774468,0.00020290156039787233,0.07228157549890857,0.9424173095680655
Stockholm,Q5,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0006514266074904018,5.428555062420015e-05,0.01959962019019722,0.9843734470630681
Stockholm,Q5,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.009748839293732076,-0.000812403274477673,-0.24447239508321209,0.8070027266306581
Stockholm,Q5,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0025543037442000704,0.00021285864535000587,0.06305372852069678,0.9497583300433119
Stockholm,Q5,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.001271017567826306,0.00010591813065219217,0.0313373348735138,0.9750176913829696
