Ticker,FormationYear,theta_obs,theta_post_mean,theta_conservative,p_q5,p_q1,sigma_acc,MarketCap,Method1_ObservedQuality_PortfolioNum,Method1_ObservedQuality_Portfolio,Method2_LatentQuality_PortfolioNum,Method2_LatentQuality_Portfolio,Method3_ConservativeQuality_PortfolioNum,Method3_ConservativeQuality_Portfolio,Method4_ProbabilisticQuality_PortfolioNum,Method4_ProbabilisticQuality_Portfolio
AAK.ST,2014,0.1895951002584571,0.1892605985780236,0.1873867783447495,5.051108517473146e-05,1.053846327114639e-05,0.0182255630962541,15967.29,3,Q3,3,Q3,3,Q3,,
ABB.ST,2014,-1.2281880363871074,-0.9773469480553694,-1.246071587207098,0.0,1.0,0.056599488859686,356410.22,1,Q1,1,Q1,1,Q1,1,Q1
AFRY.ST,2014,0.1632392564334333,0.1645919517853829,0.1511707995676649,0.020948254154652,0.0738067568860873,0.0449318434735941,7950.61,3,Q3,3,Q3,3,Q3,,
AKRBP.OL,2014,-0.5894380926919025,-0.3095045025216074,-0.626084089382646,2.0317081350640365e-13,0.9999999259326844,0.0922416262169397,9385.18,1,Q1,1,Q1,1,Q1,1,Q1
ALFA.ST,2014,0.3098270411864533,0.2948843332082492,0.29878937750867,0.5128528094986311,0.0001194994484653,0.0427204876919388,65227.58,5,Q5,5,Q5,5,Q5,5,Q5
ALKb.CO,2014,0.2424332816290816,0.2416038808418636,0.2412133145495943,0.0019284866924275,3.697737602791444e-16,0.0134784572611969,6320.38,4,Q4,4,Q4,4,Q4,,
ASPO.HE,2014,0.0707013246340134,0.0806832780315713,0.0610798356443434,9.242886270233176e-05,0.4358543276093489,0.0395721153175765,1557.0,2,Q2,2,Q2,2,Q2,,
ASSAb.ST,2014,0.2571881648419516,0.2514880728631499,0.2502990360136238,0.1733920054319153,0.0001219737987438,0.0329900270388397,112625.29,4,Q4,4,Q4,4,Q4,,
ATCOa.ST,2014,0.4368682848918985,0.4039817044384701,0.4243362687796024,0.9630137316998564,9.735115016032357e-08,0.0459078154976218,143847.65,5,Q5,5,Q5,5,Q5,5,Q5
ATEA.OL,2014,0.0639153079710141,0.0772689090751564,0.0518341508779957,0.0002993799662104,0.4806378361400418,0.0449587261266994,5579.35,2,Q2,1,Q1,2,Q2,,
ATRAV.HE,2014,0.0183108356102931,0.0245316659602785,0.0143266212830845,6.472600233564664e-13,0.8493755208817396,0.0247059034478517,1193.62,1,Q1,1,Q1,1,Q1,1,Q1
ATRLJb.ST,2014,0.0717921611782976,0.0749264970085906,0.0687389079928418,1.9669044171166658e-11,0.3755361138477048,0.0215236292542358,10717.06,2,Q2,1,Q1,2,Q2,,
AUSS.OL,2014,0.122414123968528,0.1389388055653664,0.0906564422675365,0.05383029574744,0.2952733667344783,0.0827367053965611,7196.47,2,Q2,2,Q2,2,Q2,,
AXFO.ST,2014,0.2148464644829631,0.2121654868516575,0.208210165797282,0.0389412168301127,0.0016771495633415,0.0323351325335578,15957.01,3,Q3,4,Q4,4,Q4,,
AZN.ST,2014,0.3350539526995915,0.3229105487644181,0.3274929708080787,0.6872206101199386,5.098160029988635e-07,0.0346866334140321,451324.69,5,Q5,5,Q5,5,Q5,5,Q5
BAKKA.OL,2014,0.3139569860129343,0.2488561170413719,0.2672927772655499,0.5180514132460305,0.0346606317433008,0.1134444608149909,4641.52,5,Q5,4,Q4,4,Q4,5,Q5
BAVA.CO,2014,0.5039213530500432,0.3757151301817065,0.4650089085301639,0.938236546658224,0.0002510869489915,0.0967984932971422,2596.36,5,Q5,5,Q5,5,Q5,5,Q5
BEIAb.ST,2014,0.2260852420229372,0.218279849547421,0.2109694877457712,0.1522726960048439,0.0185324017046461,0.0511802117226342,4470.81,4,Q4,4,Q4,4,Q4,,
BEIJb.ST,2014,0.1311043601945667,0.1429464298828021,0.1037828640413123,0.0491532487263395,0.2541586661898695,0.0743618119000585,5168.49,3,Q3,3,Q3,2,Q2,,
BETSb.ST,2014,0.3263665175145019,0.2853486801845904,0.2993666642197805,0.5700108692361134,0.0061272914984311,0.0737597692074377,4516.74,5,Q5,5,Q5,5,Q5,5,Q5
BILL.ST,2014,0.1013927391821173,0.1110623658901917,0.0881566542710323,0.0027617332131711,0.2909540604678104,0.0473708213978024,15944.33,2,Q2,2,Q2,2,Q2,,
BIOGb.ST,2014,0.363873819570022,0.2743534316006377,0.3166150655502088,0.6555648213027202,0.0153759111757096,0.1148065468040624,3804.29,5,Q5,4,Q4,5,Q5,5,Q5
BITTI.HE,2014,0.2565374343321692,0.211842215970672,0.2020906023169518,0.367310676574657,0.0966949478858808,0.1325951773359748,2885.55,4,Q4,4,Q4,3,Q3,,
BMAX.ST,2014,0.222724189984467,0.2135818479693043,0.2037866980190392,0.1697622508698106,0.0339995809861479,0.0586208249693088,2770.51,4,Q4,4,Q4,4,Q4,,
BOL.ST,2014,0.0830839903159723,0.0958327608217686,0.0691301349594451,0.0016283922694642,0.3834819854036824,0.0488407263091545,22336.65,2,Q2,2,Q2,2,Q2,,
BRGB.OL,2014,0.2052801724137931,0.2043676491480359,0.2023205475627467,0.0017939250389253,1.8931569055050235e-05,0.0211808221049245,3020.0,3,Q3,3,Q3,3,Q3,,
CARLb.CO,2014,0.0996721830272167,0.1046217888285103,0.0930529031218372,3.8022462322873096e-05,0.2278761143141127,0.0322907012949748,103273.74,2,Q2,2,Q2,2,Q2,,
CAST.ST,2014,0.1494025434038092,0.1494363920070746,0.1492673935180798,0.0,1.1974471467630726e-32,0.0044617191305765,16227.08,3,Q3,3,Q3,3,Q3,,
CTY1S.HE,2014,0.1086032134269175,0.1135702072375691,0.1010596994072003,0.0001947649594791,0.1954910843185269,0.0346432695350708,8328.01,2,Q2,2,Q2,2,Q2,,
DEMANT.CO,2014,0.4300592842370448,0.4028634512513037,0.419419766018264,0.9668964473975372,1.4607670253888646e-08,0.0418493718679837,33383.19,5,Q5,5,Q5,5,Q5,5,Q5
DFDS.CO,2014,0.1597104539270358,0.1614993403971842,0.1475719768108524,0.0188433592556683,0.0816203952449942,0.0450799527420389,7257.95,3,Q3,3,Q3,3,Q3,,
DIGIA.HE,2014,0.1950246108820011,0.192201150137685,0.1813030605869547,0.0683676625526648,0.0377026860254685,0.0483672213016105,292.35,3,Q3,3,Q3,3,Q3,,
DIOS.ST,2014,0.1145583238215189,0.1170228202435385,0.1104432479084325,1.590104259818759e-06,0.0959215393567948,0.0251254862108985,3211.55,2,Q2,2,Q2,2,Q2,,
DNO.OL,2014,0.3114278821808667,0.2855615066516543,0.2925445740460425,0.5170165650257699,0.0023510006659114,0.0585173483057041,24763.36,5,Q5,5,Q5,5,Q5,5,Q5
DSV.CO,2014,0.6351502639927613,0.6216322700282232,0.6322160506300101,1.0,6.735869717350878e-61,0.0210869354912963,35779.34,5,Q5,5,Q5,5,Q5,5,Q5
EAST9.ST,2014,-0.0064038454083808,0.0807829761925892,-0.0546128804786493,0.0134191743330858,0.6813265520090346,0.1170140285875594,1843.6,1,Q1,2,Q2,1,Q1,1,Q1
