Method,Portfolio,mean_excess_ann,volatility_ann,sharpe_ratio,max_drawdown
Method1_ObservedQuality,Q1,0.06978878359081361,0.16944342492956488,0.41187070917519386,-0.37245365323879576
Method1_ObservedQuality,Q2,0.06692011321479373,0.16051882991068905,0.4168988351835567,-0.3284769293781803
Method1_ObservedQuality,Q3,0.07256334593349906,0.1258862755935354,0.5764198328322406,-0.319846443207328
Method1_ObservedQuality,Q4,0.07458333429553844,0.1365339070424246,0.5462623601063689,-0.3131968173647701
Method1_ObservedQuality,Q5,0.07934236166367226,0.12523276890223206,0.6335591104402876,-0.25000886025688274
Method2_LatentQuality,Q1,0.06839368191782677,0.16630933929153985,0.4112437834770831,-0.37938725142976304
Method2_LatentQuality,Q2,0.061815868774221086,0.15984194496289797,0.38673120993722643,-0.3221478481618309
Method2_LatentQuality,Q3,0.08171340758260967,0.13245330352021842,0.6169223825371518,-0.3177513817556048
Method2_LatentQuality,Q4,0.07937204492717173,0.13312880689260084,0.5962048844259803,-0.2928596767642015
Method2_LatentQuality,Q5,0.07673504589377642,0.12680777547648228,0.6051288700984087,-0.23452826273686833
Method3_ConservativeQuality,Q1,0.06509258819018335,0.17043685197610808,0.3819161609445125,-0.36841121083757483
Method3_ConservativeQuality,Q2,0.06992549557529737,0.15708478126927003,0.44514494026912244,-0.3241038738972086
Method3_ConservativeQuality,Q3,0.07626188255911588,0.13043758491497898,0.5846618718740034,-0.3223111492162394
Method3_ConservativeQuality,Q4,0.07479966926278353,0.13421982516738226,0.5572922567102341,-0.29725612828636905
Method3_ConservativeQuality,Q5,0.08044045673115482,0.12523150340895484,0.642334033701322,-0.24032726895518766
Method4_ProbabilisticQuality,Q1,0.06585737697822944,0.1697793996664775,0.3878996928225845,-0.372438987683305
Method4_ProbabilisticQuality,Q5,0.07938885744973165,0.12534238936987216,0.6333759700037591,-0.25014880029975184
