PortfolioStrategy,Method,MethodLabel,annualized_return,annualized_excess_return,volatility_ann,excess_volatility_ann,sharpe_ratio,max_drawdown,n_obs
Q5,Method1_ObservedQuality,Observed Quality,0.10899048421052857,0.08984934945875601,0.12512021664677642,0.12552931273852397,0.7157638921031227,-0.21685057019805698,141
Q5,Method2_LatentQuality,Latent Quality,0.10338043140107384,0.08423929664930131,0.127518423506279,0.12781249216393567,0.6590850019672081,-0.227384284341404,141
Q5,Method3_ConservativeQuality,Conservative Quality,0.10449675353216878,0.08535561878039619,0.12494414333279566,0.1253488203491042,0.6809447312122725,-0.2160225607668388,141
Q5,Method4_ProbabilisticQuality,Probabilistic Quality,0.10712588706878085,0.08798475231700831,0.12486808425024996,0.1252741190084701,0.7023378253496992,-0.21599144729698905,141
LongShort,Method1_ObservedQuality,Observed Quality,0.030674417910555696,0.030674417910555696,0.10477497656896792,0.10477497656896792,0.29276473176173246,-0.22542812992498273,141
LongShort,Method2_LatentQuality,Latent Quality,0.02648921547407246,0.02648921547407246,0.1067415207462779,0.1067415207462779,0.2481622454774343,-0.22308614411619754,141
LongShort,Method3_ConservativeQuality,Conservative Quality,0.02312037922053184,0.02312037922053184,0.10794559510015825,0.10794559510015825,0.21418548111277164,-0.25088207590079326,141
LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,0.027859198426948385,0.027859198426948385,0.10479714774315976,0.10479714774315976,0.26583928119137945,-0.24109816601823586,141
