PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
LongShort,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.006565352195546642,-0.0005471126829622202,-0.1711668278249359,0.8642171085604891
LongShort,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.006733886779947968,-0.0005611572316623307,-0.17528631928036528,0.8609822619126386
LongShort,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0031876462415982507,-0.0002656371867998542,-0.08696549377662292,0.9307615459926377
LongShort,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.006449602007024575,-0.0005374668339187146,-0.2356161703927498,0.8139065343017677
LongShort,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.00603237637426688,-0.0005026980311889067,-0.21101544314591456,0.8330320724282936
LongShort,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.003287093708652148,-0.0002739244757210123,-0.11733825790747056,0.9066779730945913
LongShort,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.0060006510664716625,-0.0005000542555393052,-0.17601056746496943,0.8604166092413839
LongShort,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.011680435753486977,-0.0009733696461239148,-0.3597108388581218,0.7193425050577165
LongShort,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.002332868865145471,-0.00019440573876212258,-0.07343860232554789,0.9415110761034973
LongShort,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.006876918159775947,-0.0005730765133146622,-0.24488722906385638,0.8067297630701566
LongShort,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.005281560819231263,-0.0004401300682692719,-0.18283817738437252,0.8550622061907793
LongShort,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.003669217519738011,-0.00030576812664483426,-0.13510866511395003,0.8926266262747524
LongShort,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.004727229598777187,-0.0003939357998980989,-0.13337315770747454,0.8939983654901247
LongShort,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.012487725914121372,-0.001040643826176781,-0.3582052998800751,0.7204716613696607
LongShort,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0022976471603766563,-0.0001914705966980547,-0.06878090329768083,0.9452153088900062
