Year,Ticker,firm_idx,sigma_mean,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws,sigma_measure,sigma_scale_mean,sigma_scale_median,sigma_scale_std,sigma_scale_q05,sigma_scale_q95,sigma_scale_n_draws
2013,AAK.ST,3,0.0243304622148845,0.02163903597673627,0.0122125520188901,0.011046284665918909,0.04632496676027472,8000,student_t_residual_sd,0.016428409950005808,0.014665660795268202,0.008033869053042476,0.007499705314004413,0.03068229038622144,8000
2013,ABB.ST,4,0.08251328213881359,0.07776761595491853,0.028261084115078133,0.04592842034731464,0.13609605423592205,8000,student_t_residual_sd,0.055728769475602534,0.05272545363705196,0.018330207774502744,0.03122838427445229,0.09070467204383702,8000
2013,AFRY.ST,16,0.0646942664624146,0.06029063666460442,0.02486469910554033,0.033238341811034654,0.11067220052800324,8000,student_t_residual_sd,0.04377279382546261,0.04099095186440356,0.016437911998027136,0.02237810249438751,0.07418732710911576,8000
2013,AKRBP.OL,22,0.14964763641438816,0.14207577617146216,0.0464822352807871,0.08966152305989779,0.2359067589132755,8000,student_t_residual_sd,0.10100869398684444,0.09684740021330093,0.029586356425062802,0.061589633830754636,0.1563569696642548,8000
2013,ALFA.ST,25,0.06440809150472618,0.06019039568146756,0.02289699315084702,0.03528085148116674,0.10788168931702982,8000,student_t_residual_sd,0.04343728447005027,0.0408850443072436,0.014723856717138658,0.0244874649008024,0.07157995753483049,8000
2013,ALIVsdb.ST,28,0.013232933150037972,0.011643745330688621,0.006848415300683349,0.0059625568011853185,0.025886714713520016,8000,student_t_residual_sd,0.008938390916956829,0.007885812654346132,0.00451440705512709,0.004017368591285838,0.017331752681766628,8000
2013,ALKb.CO,29,0.03421209590722307,0.03019992440971051,0.016389322229323357,0.016016523098300473,0.0651628517884513,8000,student_t_residual_sd,0.0230902938846967,0.020694305807431493,0.010751267868968063,0.010933694837964426,0.043457663940708026,8000
2013,ASPO.HE,51,0.05104572896808531,0.04502743071177988,0.02705794971065958,0.01904763229726136,0.10246680626718292,8000,student_t_residual_sd,0.03489589170899784,0.030493256406273955,0.019035387217918233,0.0124325463604397,0.07132914730199887,8000
2013,ASSAb.ST,52,0.05166253839521846,0.047346373161724735,0.0213053411409257,0.02638340325423769,0.09292165043951417,8000,student_t_residual_sd,0.03487378967315025,0.0321938215325647,0.01394097715189746,0.0181595124279129,0.06102830861782838,8000
2013,ATCOa.ST,53,0.0737453185802679,0.06906907497276901,0.02650460890220959,0.03964610677185642,0.12397003911771068,8000,student_t_residual_sd,0.0497936059561275,0.046990348375476554,0.017213898537286394,0.02718845199871333,0.0816882565916249,8000
2013,ATEA.OL,54,0.07179102154423131,0.06630612752596501,0.027702533522787263,0.0378585628008723,0.12380855392468178,8000,student_t_residual_sd,0.0484737052091122,0.04514539763832088,0.018129816703133215,0.026083936711577483,0.08292202295534534,8000
2013,ATRAV.HE,58,0.038993345044714106,0.03547431003815631,0.016812960237875013,0.01957047205614188,0.07041173383208184,8000,student_t_residual_sd,0.02634124340963953,0.023992801592451984,0.011089246611331722,0.013400881814869196,0.0469062813334207,8000
2013,ATRLJb.ST,59,0.03131944839581295,0.027896655399569613,0.01571821422196675,0.013628913378259833,0.06093724567556121,8000,student_t_residual_sd,0.021212144677984057,0.01909857953057354,0.010560412798540754,0.009152535970640325,0.04029919687376141,8000
2013,AUSS.OL,61,0.12504880593622347,0.11762459179215651,0.043509265363682714,0.06804112052255959,0.20588920696372293,8000,student_t_residual_sd,0.08462485385820312,0.08019122287782805,0.02900355222561407,0.04593338067083916,0.13900712935784865,8000
2013,AXFO.ST,63,0.0532428040870672,0.048142933408899184,0.024365163054691035,0.025774502583470676,0.0975655227194803,8000,student_t_residual_sd,0.03589635755124917,0.03257871800640126,0.015824333447757237,0.017543196891545248,0.06431237299775519,8000
2013,AZN.ST,64,0.04803034345738086,0.04299901276316054,0.022663286079407652,0.021704654778422355,0.0912635368884184,8000,student_t_residual_sd,0.03255185995904463,0.029319904293762897,0.015308459124585757,0.01456960318196856,0.06179426640870309,8000
2013,BAKKA.OL,68,0.17295467855647614,0.16554782753870606,0.055253111212312384,0.09710613223894804,0.2768999274937276,8000,student_t_residual_sd,0.11713211676690483,0.1122420811833442,0.036740996648769876,0.06513875477860778,0.1853619232859281,8000
2013,BAVA.CO,70,0.13583081251438675,0.128840876697988,0.04599578742882845,0.07518476617027618,0.22093568793438373,8000,student_t_residual_sd,0.09190940296669041,0.08734316676026735,0.0304951996483246,0.05110024268878606,0.1480601087994117,8000
2013,BEIAb.ST,72,0.07628579961612879,0.07126525514386947,0.028585510372765043,0.038873541787139566,0.129208661598263,8000,student_t_residual_sd,0.05168792664137295,0.04856203604495366,0.019154024243614426,0.025930789905850186,0.08648892364384246,8000
2013,BEIJb.ST,73,0.11342669611756073,0.10867113050186986,0.03630732002762763,0.0633253350030568,0.17921605310072436,8000,student_t_residual_sd,0.07687293275505584,0.07377554474694137,0.024353055217043982,0.04277443560503753,0.12135686575280225,8000
2013,BETSb.ST,80,0.11063016008027701,0.10449144148120063,0.03843758292794504,0.0590862166670014,0.18264592561208925,8000,student_t_residual_sd,0.07495283735093047,0.07118727439213068,0.025899627735531512,0.040374243447665256,0.12289460676965093,8000
2013,BILL.ST,86,0.07356246559841001,0.06938169422709844,0.025069946482436132,0.041413406150046184,0.11932416642270673,8000,student_t_residual_sd,0.049686640652845136,0.047218669685670615,0.016228108187766085,0.028015542697428137,0.08028189826251957,8000
2013,BIOGb.ST,90,0.10968475815786768,0.10190395016939474,0.043148962295006844,0.05534121552060722,0.19288262080276342,8000,student_t_residual_sd,0.07414645684583908,0.06909222732956588,0.028508622659706315,0.03778475197001259,0.1285407540840292,8000
2013,BITTI.HE,92,0.19178480540704748,0.1841324826782912,0.05769258125076209,0.11274247221899687,0.29787468350847135,8000,student_t_residual_sd,0.13015477269687648,0.12541910489133265,0.039379137657201344,0.07461002589715189,0.2017377147799316,8000
2013,BMAX.ST,93,0.08206754221232018,0.0749962775971664,0.03832997508825749,0.03402013863713574,0.15524637483928044,8000,student_t_residual_sd,0.05584829979293856,0.05075734743652008,0.026418343123904103,0.022179936521168276,0.10558748112994046,8000
2013,BOL.ST,96,0.06467850678921183,0.060407222012313425,0.02443706572472065,0.03334229653105971,0.11089003908428142,8000,student_t_residual_sd,0.043757373848683764,0.041084273820495905,0.016162444068566956,0.022671804255010593,0.07361318037178735,8000
