Year,Ticker,firm_idx,sigma_mean,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws,sigma_measure,sigma_scale_mean,sigma_scale_median,sigma_scale_std,sigma_scale_q05,sigma_scale_q95,sigma_scale_n_draws
2009,AAB.CO,2,0.15386372309007304,0.1445981064901596,0.05541409175477114,0.08139839515285131,0.2562441987046664,8000,student_t_residual_sd,0.08874791535823856,0.0843111286023254,0.0300195943785577,0.04805702567969291,0.14404240438553306,8000
2009,AAK.ST,3,0.16934023629742498,0.1566271140278035,0.07397423799906833,0.0739331223440901,0.3086202985753476,8000,student_t_residual_sd,0.09816787601158089,0.09149316255648873,0.04252267940500436,0.042616013331489164,0.1780432529171695,8000
2009,ABB.ST,4,0.1008644706241507,0.0926496846209161,0.04135666951603757,0.05057695405980873,0.1786775433984322,8000,student_t_residual_sd,0.05822155686749845,0.05367443068385733,0.02290199945655145,0.02952620722500001,0.10218837107685548,8000
2009,ACG1V.HE,9,0.1658465973293492,0.15093525147704262,0.07352671703023053,0.07692088184490165,0.3040973344286781,8000,student_t_residual_sd,0.09550729155664993,0.08784304411388273,0.040122866270167964,0.04535875666784246,0.17110639643445955,8000
2009,ACTI.ST,11,0.149323953856049,0.13159317395255704,0.07889469429396681,0.059654646452819045,0.3030484096435598,8000,student_t_residual_sd,0.08670114726266062,0.07611501204042134,0.04564601767842681,0.034213685993615475,0.17727550529704159,8000
2009,ADDTb.ST,12,0.05762066276623238,0.04954513968140177,0.032812733864118135,0.023316845766590415,0.11851847649250896,8000,student_t_residual_sd,0.03312051612783711,0.028797390421510145,0.018057186714569892,0.013947184656000713,0.06616334127448087,8000
2009,AFAGR.HE,13,0.30296221045337485,0.2908655925183067,0.09175582436294155,0.17623271818074543,0.4713414262640358,8000,student_t_residual_sd,0.17561810504411438,0.1699406220735159,0.05233105948643435,0.10082453921477103,0.2720769865148661,8000
2009,AFGA.OL,14,0.07864458606895033,0.0699073731959308,0.040445151529932374,0.030697557836366605,0.15392103148427566,8000,student_t_residual_sd,0.04551704854374102,0.04062734116040789,0.023128660877686728,0.017892492263650046,0.08831683337261274,8000
2009,AFK.OL,15,0.21461742599027844,0.19961943597713172,0.08156577667848361,0.11218942788344341,0.36869493380656493,8000,student_t_residual_sd,0.12388171684125884,0.11610501302050912,0.04474360102868078,0.06652539027500892,0.20865383478860425,8000
2009,AFRY.ST,16,0.08846963447621306,0.08049857656958839,0.03790290299161087,0.043614376542924264,0.15939019466219578,8000,student_t_residual_sd,0.0509733769839053,0.04702180188912987,0.020609466320773838,0.025723234653648955,0.08940480477717026,8000
2009,AGATE.CO,17,0.23971817068477225,0.22431107369923095,0.09416194321578414,0.11859495543022124,0.4154878652525041,8000,student_t_residual_sd,0.1385929070676718,0.13029008127139896,0.052897252299786236,0.07024165876886503,0.2366962118562366,8000
2009,AGFEb.CO,18,0.28768375140861296,0.27787315070594176,0.08607753063057301,0.1661395024606661,0.44155404423372796,8000,student_t_residual_sd,0.1666487330967536,0.1621060865462443,0.048668698596354386,0.0967344758873115,0.25283353614706366,8000
2009,AKAST.OL,19,0.10195550930199519,0.09149119874377262,0.04821378534268082,0.04461175739870345,0.1926302118039199,8000,student_t_residual_sd,0.058785590897385706,0.053376625769371265,0.02661763427209124,0.026349649772400223,0.11053688656164894,8000
2009,AKVA.OL,24,0.05521144159298201,0.047426009461790805,0.032298690732883883,0.02029213208711657,0.11654538083417311,8000,student_t_residual_sd,0.03196418388027403,0.027680705135457836,0.01844489044828972,0.011839497912743602,0.06669599156940789,8000
2009,ALFA.ST,25,0.07952347736479921,0.07164734171979317,0.03749657109847843,0.03644887173835462,0.15185362546841738,8000,student_t_residual_sd,0.04583503081107759,0.0415141423636797,0.02072736783553423,0.021261780163783217,0.08634330705464253,8000
2009,ALIVsdb.ST,28,0.03777849103775272,0.03364865134358909,0.018380388283994558,0.017442243449266853,0.07232551609075961,8000,student_t_residual_sd,0.021781476845959144,0.019537198991413124,0.010126875865658597,0.010213985820942349,0.040910363769511036,8000
2009,ALKb.CO,29,0.13686435892828047,0.11633570925334755,0.08650461986296434,0.03821950416219472,0.30432302992465654,8000,student_t_residual_sd,0.07968161932900897,0.06821141054375239,0.05023848125582585,0.02158265030551619,0.17832383791091866,8000
2009,AMBUb.CO,34,0.08156032897376173,0.06978867766191876,0.04701616448421952,0.03386620873442475,0.16827169455730287,8000,student_t_residual_sd,0.0468719775546345,0.04074481821532404,0.025799986693055423,0.020067250829219486,0.09449872915639014,8000
2009,ANODb.ST,37,0.14797907373378172,0.13491319198116272,0.06457677809554428,0.0691417873191736,0.2703091581507291,8000,student_t_residual_sd,0.08542040291048815,0.0785464851333026,0.035979093467201864,0.04083896200084486,0.15319345069489998,8000
2009,ANOT.ST,39,0.2881786710308343,0.2739231173094313,0.09866718616878299,0.1533161489043924,0.46956261113841247,8000,student_t_residual_sd,0.16639641569583435,0.15948337982004068,0.05414964800246453,0.09118522506353623,0.2652786516946645,8000
2009,AOJb.CO,40,0.18259143104646455,0.1726030188150719,0.0670251969522957,0.09108648388337233,0.30488729005958837,8000,student_t_residual_sd,0.10558388018832919,0.1006061232980805,0.037444742901954486,0.05290255278594077,0.1739885821707726,8000
2009,APETIT.HE,41,0.1870022110149839,0.17744149514746393,0.06329548626222381,0.1012789668187111,0.30384236131270437,8000,student_t_residual_sd,0.10803342006186377,0.10362868710739223,0.034760467174061005,0.0594834078425575,0.17281125468724193,8000
2009,AQ.ST,43,0.13267098028432395,0.12297292114466607,0.052223141687884174,0.06638008747891404,0.23161311327693423,8000,student_t_residual_sd,0.07652347161889114,0.07136990119377631,0.02864868174809162,0.03942268905945263,0.12972795758630948,8000
2009,ARRA.OL,48,0.1796289780537302,0.16877361486032794,0.06793494349358084,0.0911488621415295,0.30904749854686714,8000,student_t_residual_sd,0.10371138042151044,0.09845861087703492,0.037330791621074035,0.05336171796697297,0.173736217008507,8000
2009,ASPO.HE,51,0.18545824456897356,0.17543752664135426,0.06491972394436393,0.10051755710878998,0.3050780634410072,8000,student_t_residual_sd,0.10713385822999774,0.1020744534489654,0.03563804294475893,0.058479878449323605,0.17357833219907337,8000
2009,ASSAb.ST,52,0.04313202563500319,0.03815794200129035,0.022260715158457258,0.018582765801767858,0.08407469792978263,8000,student_t_residual_sd,0.024886124439522185,0.022177385728687892,0.01251126847384752,0.011096010563745266,0.0476361335451081,8000
2009,ATCOa.ST,53,0.12427083133001142,0.11438504592999574,0.05290100179146059,0.059187297410585066,0.22679895255215302,8000,student_t_residual_sd,0.07156234237041062,0.066580688913708,0.02880505416158968,0.035025251037656545,0.12558107984348746,8000
2009,ATEA.OL,54,0.07909082000380994,0.06977162001668788,0.04016509337615205,0.03544930691218273,0.15488021501039553,8000,student_t_residual_sd,0.04564239788446171,0.0406233281356473,0.02244409562949892,0.020834244458818176,0.08828335614388427,8000
