Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2014,Pandox AB,Real Estate Operations,Real Estate,2825.19,1542.02,75.32,0.0,479.5,9969.86,0.0,0.07305518833764968
2015,Pandox AB,Real Estate Operations,Real Estate,3431.46,1940.89,89.87,0.0,411.13,12655.05,128.73,0.0774082470130118
2016,Pandox AB,Real Estate Operations,Real Estate,3873.82,2119.06,114.89,0.0,432.06,14301.59,167.85,0.0834731682774178
2017,Pandox AB,Real Estate Operations,Real Estate,4133.87,1998.67,120.07,0.0,491.92,18857.18,182.12,0.08000346651399998
2018,Pandox AB,Real Estate Operations,Real Estate,4798.46,2088.32,138.6,0.0,698.61,20861.93,156.14,0.08911046542332383
2019,Pandox AB,Real Estate Operations,Real Estate,5167.53,2194.32,162.85,0.0,490.42,24707.42,146.28,0.09334384819966443
2020,Pandox AB,Real Estate Operations,Real Estate,3252.63,1599.7,175.02,0.0,577.24,24935.51,217.19,0.03580808422157463
2021,Pandox AB,Real Estate Operations,Real Estate,3280.22,1549.41,157.35,0.0,611.35,24564.49,203.62,0.03884470797327692
2022,Pandox AB,Real Estate Operations,Real Estate,5372.12,2422.87,145.37,0.0,819.97,28926.02,190.14,0.06813776267200071
2023,Pandox AB,Real Estate Operations,Real Estate,6816.65,3246.59,196.07,0.0,1964.68,29773.05,153.03,0.04709303724376863
2024,Pandox AB,Real Estate Operations,Real Estate,7257.29,3336.77,203.4,0.0,2245.53,34469.99,171.69,0.04248033005327685
