Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2014,Nanologica AB (publ),Chemicals,Materials,1.51,0.6,17.599999999999998,0.0,0.13,7.82,0.0,-2.1508951406649612
2015,Nanologica AB (publ),Chemicals,Materials,3.12,1.18,18.83,0.0,0.11,25.26,0.0,-0.6730007917656372
2016,Nanologica AB (publ),Chemicals,Materials,1.96,1.9,21.77,0.0,0.19,20.89,0.0,-1.048348492101484
2017,Nanologica AB (publ),Chemicals,Materials,2.52,1.34,22.47,0.0,0.87,1.94,0.0,-11.422680412371134
2018,Nanologica AB (publ),Chemicals,Materials,3.88,2.5,18.35,0.0,1.14,25.85,0.0,-0.7005802707930369
2019,Nanologica AB (publ),Chemicals,Materials,8.59,4.95,21.88,0.0,0.69,5.07,0.0,-3.7337278106508873
2020,Nanologica AB (publ),Chemicals,Materials,16.51,4.12,30.6,0.0,3.25,97.08,0.0,-0.22105480016481255
2021,Nanologica AB (publ),Chemicals,Materials,12.94,7.52,36.31999999999999,0.0,2.97,50.27,0.0,-0.6737616868907895
2022,Nanologica AB (publ),Chemicals,Materials,1.48,1.25,40.370000000000005,0.0,4.57,68.86,0.0,-0.6492884112692421
2023,Nanologica AB (publ),Chemicals,Materials,1.44,6.8,41.03,0.0,5.6,-1.91,0.0,27.219895287958117
2024,Nanologica AB (publ),Chemicals,Materials,14.79,28.89,40.900000000000006,0.0,6.31,76.19,0.0,-0.8046987793673712
