Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Peab AB,Construction & Engineering,Industrials,20223.4,18498.28,1222.27,0.0,114.7,2393.06,30.14,0.16018075272367227
2005,Peab AB,Construction & Engineering,Industrials,22026.1,20213.12,1190.23,0.0,0.0,2842.98,0.0,0.21904832253480486
2006,Peab AB,Construction & Engineering,Industrials,22739.16,20884.84,1232.15,0.0,77.44,2983.78,0.91,0.18250806616432513
2007,Peab AB,Construction & Engineering,Industrials,27715.99,25178.15,1405.0,0.0,77.14,3032.64,0.0,0.34811253561253563
2008,Peab AB,Construction & Engineering,Industrials,29193.6,26539.55,1516.47,0.0,169.35,5589.67,81.81,0.1707191068292578
2009,Peab AB,Construction & Engineering,Industrials,28696.39,25748.4,1743.12,0.0,0.0,6154.1,0.0,0.19578329893891844
2010,Peab AB,Construction & Engineering,Industrials,31950.62,29001.2,1796.36,0.0,186.44,6657.53,0.0,0.14519198561628688
2011,Peab AB,Construction & Engineering,Industrials,37604.45,34411.37,1956.27,0.0,309.2,6895.68,0.0,0.1345204533853071
2012,Peab AB,Construction & Engineering,Industrials,40255.2,37418.26,2043.7,0.0,359.24,6829.41,0.86,0.06354067994383751
2013,Peab AB,Construction & Engineering,Industrials,38922.92,36396.77,2080.31,0.0,371.84,7226.74,0.0,0.01023974848963731
2014,Peab AB,Construction & Engineering,Industrials,40077.71,36455.75,2060.38,0.0,299.46,7665.14,0.0,0.16465713607318314
2015,Peab AB,Construction & Engineering,Industrials,42428.12,39344.68,2195.22,0.0,190.26,8452.05,0.0,0.08257878266219469
2016,Peab AB,Construction & Engineering,Industrials,45223.0,40955.42,2394.99,0.0,238.62,8895.23,0.0,0.18369058472911912
2017,Peab AB,Construction & Engineering,Industrials,48398.9,43797.32,2531.26,0.0,114.26,10337.68,1.0,0.18919823420397977
2018,Peab AB,Construction & Engineering,Industrials,48914.55,44056.15,2607.13,0.0,82.41,11073.08,0.98,0.1958504830206809
2019,Peab AB,Construction & Engineering,Industrials,52394.66,46819.53,2679.15,0.0,119.11,10836.57,1.88,0.2562054537318532
2020,Peab AB,Construction & Engineering,Industrials,61257.45,54972.24,3437.88,0.0,135.1,12991.95,1.04,0.20874563899456544
2021,Peab AB,Construction & Engineering,Industrials,59053.05,53139.03,3307.28,0.0,128.28,13329.11,0.97,0.18592986688752083
2022,Peab AB,Construction & Engineering,Industrials,58845.31,53535.9,3122.18,0.0,170.08,12959.34,16.94,0.15544901928749968
2023,Peab AB,Construction & Engineering,Industrials,61309.03,55917.62,3149.05,0.0,515.55,14550.77,17.11,0.11853543549232942
2024,Peab AB,Construction & Engineering,Industrials,62324.66,56343.7,3243.21,0.0,622.4,16945.07,22.62,0.12466929794214807
