Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2011,Sdiptech AB (publ),Consumer Goods Conglomerates,Other,0.0,0.0,10.56,0.0,0.0,179.27,15.37,-0.05425400739827373
2012,Sdiptech AB (publ),Consumer Goods Conglomerates,Other,6.93,0.0,11.17,0.0,0.0,222.94,59.64,-0.015004600467124356
2013,Sdiptech AB (publ),Consumer Goods Conglomerates,Other,16.86,0.0,23.91,0.0,0.01,81.73,0.01,-0.08637142158062149
2014,Sdiptech AB (publ),Consumer Goods Conglomerates,Other,124.47,51.35,61.53999999999999,0.0,1.1,113.58,18.02,0.07963525835866271
2015,Sdiptech AB (publ),Consumer Goods Conglomerates,Other,394.3,171.05,190.36,0.0,3.44,492.83,27.11,0.056641150902027135
2016,Sdiptech AB (publ),Consumer Goods Conglomerates,Other,761.51,315.8,341.62,0.0,6.87,405.5,31.39,0.22252740964544845
2017,Sdiptech AB (publ),Consumer Goods Conglomerates,Other,1012.02,451.54,446.02,0.0,36.22,973.83,33.22,0.07769226950002486
2018,Sdiptech AB (publ),Consumer Goods Conglomerates,Other,1401.14,622.0,634.17,0.0,17.89,1062.32,31.91,0.11613646125586041
2019,Sdiptech AB (publ),Consumer Goods Conglomerates,Other,1698.69,670.39,772.48,0.0,21.4,1146.48,33.57,0.19865259946612446
2020,Sdiptech AB (publ),Consumer Goods Conglomerates,Other,2137.03,845.29,905.17,0.0,28.04,1791.33,41.98,0.19556430718209156
2021,Sdiptech AB (publ),Consumer Goods Conglomerates,Other,2724.9,1155.14,1085.79,0.0,43.4,2459.47,4.58,0.17879913151113008
2022,Sdiptech AB (publ),Consumer Goods Conglomerates,Other,3330.45,1318.33,1272.53,0.0,69.65,3310.52,4.52,0.20209107582412278
2023,Sdiptech AB (publ),Consumer Goods Conglomerates,Other,4560.36,1844.25,1646.19,0.0,153.27,3978.73,5.03,0.23009669257184157
2024,Sdiptech AB (publ),Consumer Goods Conglomerates,Other,5253.81,2102.13,1946.53,0.0,183.06,4569.89,6.17,0.2233559000537581
