Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
1994,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,8186.71,0.0,368.75,746.66,41.18,0.0,0.0,
1995,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,9059.23,0.0,414.73,1106.54,16.87,2415.94,0.0,4.029143935693766
1996,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,11198.25,8958.6,490.53,645.43,32.27,2956.46,141.7,0.7624783742608515
1997,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,19388.64,15234.94,934.05,969.43,275.97,12563.93,103.22,0.3089179491835179
1998,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,26331.86,20686.63,1199.99,1328.29,422.64,14084.98,114.45,0.37683836604708776
1999,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,21175.72,23437.58,1380.52,1536.51,428.97,15477.16,72.14,-0.16301955715048275
2000,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,36219.02,29302.56,1671.92,1724.72,527.97,16747.45,192.9,0.38023358431201215
2001,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,35843.9,29889.38,1769.29,1805.22,592.76,16773.56,241.54,0.317229402119294
2002,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,35425.41,29022.84,1746.15,1833.86,438.53,14272.71,284.76,0.4157144064181485
2003,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,37498.53,30403.45,1847.69,2157.53,339.55,16019.66,272.77,0.43365968121391335
2004,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,41383.0,33157.46,2070.53,2481.4,270.77,16018.77,357.27,0.5108463340343574
2005,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,39964.34,31797.45,2131.9,2484.85,284.04,15618.62,443.05,0.5127611263336873
2006,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,39643.86,31538.27,2085.34,2547.25,300.47,14976.8,530.41,0.5331087926196911
2007,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,39628.91,31838.95,2106.44,2316.61,365.9,12766.65,283.69,0.584983226490651
2008,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,36549.53,30201.98,2000.48,2073.32,411.61,14699.73,397.97,0.39799307179239224
2009,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,32163.71,26837.95,1786.35,1878.05,428.37,13835.8,276.92,0.35351725252112975
2010,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,43315.08,33697.76,1923.95,2053.22,328.01,17042.16,69.28,0.5504259138915253
2011,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,46122.22,36441.62,2016.91,2361.46,347.36,19922.4,93.23,0.4835116356567341
2012,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,48069.45,37186.42,2245.11,2535.27,242.48,20909.09,97.35,0.5203504258694001
2013,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,51743.77,40330.44,2410.45,2757.23,193.38,24151.76,115.87,0.4766320402940047
2014,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,58268.1,45262.53,2759.39,3234.21,399.78,25607.29,112.08,0.5085898293776246
2015,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,73933.52,56897.43,3505.75,4035.48,524.89,30546.81,110.5,0.555852095307775
2016,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,66511.37,50757.57,3418.09,2893.33,522.24,31759.98,2152.34,0.4336713029365138
2017,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,67256.75,51150.11,3480.71,2943.43,505.04,33116.07,1102.2,0.44024201106601824
2018,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,70645.52,54265.06,3306.7,3229.37,538.09,16272.72,113.17,0.9621106940178413
2019,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,75202.44,58561.75,3674.08,3403.1,611.47,18515.4,115.87,0.8457952678480857
2020,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,70086.33,55273.66,3858.45,3338.03,686.99,20663.3,121.81,0.6545676207631328
2021,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,70734.22,54756.71,3910.58,3162.84,515.68,23188.04,132.1,0.630960620305024
2022,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,84948.88,68376.07,4390.59,3554.75,576.45,25598.25,127.35,0.5893164785272257
2023,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,110525.48,87724.0,5507.81,4231.09,981.28,25915.45,131.76,0.7887017457915837
2024,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,111627.96,87196.59,5973.55,3996.69,1160.33,25856.97,113.66,0.8199331321573642
