Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2013,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,2784.17,1779.55,950.52,0.0,81.0,407.52,0.0,-0.06600903023164474
2014,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,4838.35,2769.43,1619.1799999999998,0.0,87.63,849.42,0.0,0.42630265357538166
2015,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,5184.86,3006.47,1778.9299999999998,0.0,41.69,967.97,0.0,0.36960856224883004
2016,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,5859.72,3538.18,1965.68,0.0,42.42,921.77,0.0,0.3400414420083105
2017,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,6876.13,4193.13,2293.5299999999997,0.0,36.89,1455.54,0.0,0.24223312310207915
2018,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,8238.11,4954.85,2693.2799999999997,0.0,34.65,1547.71,0.98,0.35858047769405144
2019,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,9204.4,5629.1,2965.77,0.0,40.95,1629.66,2.81,0.3482943024986672
2020,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,10173.41,6036.5,3473.7,0.0,36.85,1957.88,1.04,0.31974761603332447
2021,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,10123.29,6213.68,3380.44,0.0,30.07,1900.82,0.0,0.2625708904578027
2022,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,11514.8,7419.68,3539.29,0.0,48.46,2194.09,1.88,0.23104596146577547
2023,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,12952.53,8068.71,3946.27,0.0,82.61,2414.22,0.0,0.3541267987175985
2024,Scandi Standard AB (publ),Food & Tobacco,Consumer Staples,13245.38,8012.92,4334.44,0.0,87.46,2684.36,0.0,0.3019565184997539
