Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2005,Addtech AB,Diversified Industrial Goods Wholesale,Other,2202.99,1499.89,546.65,0.0,5.46,412.4,4.48,0.36219055843408104
2006,Addtech AB,Diversified Industrial Goods Wholesale,Other,2863.0,1909.24,733.21,0.0,8.52,386.16,5.05,0.5419851230796757
2007,Addtech AB,Diversified Industrial Goods Wholesale,Other,3213.39,2179.42,730.28,0.0,0.0,476.93,7.85,0.6264491109369195
2008,Addtech AB,Diversified Industrial Goods Wholesale,Other,3595.6,2425.62,811.1099999999999,0.0,17.99,569.3,10.29,0.5881398919926157
2009,Addtech AB,Diversified Industrial Goods Wholesale,Other,3771.48,2555.61,921.44,0.0,21.21,671.0,8.98,0.40180593546869003
2010,Addtech AB,Diversified Industrial Goods Wholesale,Other,3024.42,2066.14,779.12,0.0,0.0,662.35,9.07,0.26683744898871076
2011,Addtech AB,Diversified Industrial Goods Wholesale,Other,3783.66,2560.69,916.37,0.0,13.62,794.02,13.13,0.3629808585764725
2012,Addtech AB,Diversified Industrial Goods Wholesale,Other,4459.2,2997.1,1070.37,0.0,22.47,865.63,11.21,0.4211258610464851
2013,Addtech AB,Diversified Industrial Goods Wholesale,Other,4667.14,3143.39,1164.41,0.0,12.7,982.89,14.34,0.34760285992198425
2014,Addtech AB,Diversified Industrial Goods Wholesale,Other,5596.57,3773.94,1387.89,0.0,12.68,1230.42,17.58,0.33818910256410223
2015,Addtech AB,Diversified Industrial Goods Wholesale,Other,5235.5,3612.39,1253.26,0.0,8.24,1404.63,32.69,0.25158628558706486
2016,Addtech AB,Diversified Industrial Goods Wholesale,Other,6023.02,4153.0,1464.9,0.0,15.36,1505.15,35.62,0.25296442687747056
2017,Addtech AB,Diversified Industrial Goods Wholesale,Other,6914.01,4757.35,1623.0299999999995,0.0,5.78,1630.23,38.34,0.316348729750625
2018,Addtech AB,Diversified Industrial Goods Wholesale,Other,7809.37,5375.64,1811.68,0.0,7.79,1961.76,43.28,0.3063579778957026
2019,Addtech AB,Diversified Industrial Goods Wholesale,Other,9426.04,6525.22,2102.0,0.0,13.0,2291.18,46.38,0.3361710501548626
2020,Addtech AB,Diversified Industrial Goods Wholesale,Other,11054.75,7619.15,2451.17,0.0,33.91,3177.58,61.07,0.2934926589782781
2021,Addtech AB,Diversified Industrial Goods Wholesale,Other,11697.42,8113.69,2645.7499999999995,0.0,29.92,3152.98,226.26,0.2687172263585898
2022,Addtech AB,Diversified Industrial Goods Wholesale,Other,13834.76,9576.32,2877.73,0.0,34.49,3677.68,306.86,0.33786083211612894
2023,Addtech AB,Diversified Industrial Goods Wholesale,Other,17930.27,12542.76,3426.2499999999995,0.0,110.18,5225.82,392.14,0.3294932680189963
2024,Addtech AB,Diversified Industrial Goods Wholesale,Other,20084.9,13717.01,4032.23,0.0,241.79,6066.55,511.81,0.31829665752558406
