Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2014,Stillfront Group AB (publ),Software & IT Services,Information Technology,26.82,0.0,31.049999999999997,0.0,0.67,33.62,3.86,-0.13073639274279608
2015,Stillfront Group AB (publ),Software & IT Services,Information Technology,52.95,0.0,43.31,0.0,0.29,99.96,5.65,0.08853328283306507
2016,Stillfront Group AB (publ),Software & IT Services,Information Technology,93.12,0.0,84.03999999999999,0.0,0.42,127.32,18.71,0.05930288296925298
2017,Stillfront Group AB (publ),Software & IT Services,Information Technology,883.79,0.0,763.19,0.0,0.22,64.16,0.0,1.876246882793016
2018,Stillfront Group AB (publ),Software & IT Services,Information Technology,1240.82,0.0,910.25,0.0,40.27,1054.9,14.64,0.271425098640537
2019,Stillfront Group AB (publ),Software & IT Services,Information Technology,1830.46,0.0,1333.53,0.0,69.79,1820.94,16.88,0.2324166675735382
2020,Stillfront Group AB (publ),Software & IT Services,Information Technology,4084.72,0.0,2847.3199999999997,0.0,169.9,6399.91,17.75,0.16633788639472954
2021,Stillfront Group AB (publ),Software & IT Services,Information Technology,5467.04,0.0,3931.66,0.0,247.55,9520.65,22.41,0.1349493768246244
2022,Stillfront Group AB (publ),Software & IT Services,Information Technology,6706.12,0.0,4894.200000000001,0.0,228.03,13400.79,5.65,0.11814396663096237
2023,Stillfront Group AB (publ),Software & IT Services,Information Technology,6949.02,0.0,5128.66,0.0,419.01,13931.61,8.05,0.10052971162854765
2024,Stillfront Group AB (publ),Software & IT Services,Information Technology,6851.51,0.0,5132.79,0.0,448.5,7693.24,0.0,0.16510858883903276
