Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2007,Cloetta AB,Food & Tobacco,Consumer Staples,1185.71,1653.76,308.57,0.0,0.0,654.3,0.0,-1.1869478832339904
2008,Cloetta AB,Food & Tobacco,Consumer Staples,711.23,1015.08,280.08,0.0,0.0,594.59,0.0,-0.9820716796447974
2009,Cloetta AB,Food & Tobacco,Consumer Staples,993.77,1423.5,306.36,0.0,3.36,600.57,0.0,-1.2312469820337346
2010,Cloetta AB,Food & Tobacco,Consumer Staples,873.41,1205.16,246.13,0.0,3.29,625.03,0.0,-0.9298273682863224
2011,Cloetta AB,Food & Tobacco,Consumer Staples,791.95,1061.1,298.33000000000004,0.0,3.48,-334.07,0.0,1.7091028826293888
2012,Cloetta AB,Food & Tobacco,Consumer Staples,4175.92,5426.38,2561.06,0.0,0.0,2847.16,0.0,-1.3387094508211692
2013,Cloetta AB,Food & Tobacco,Consumer Staples,4416.02,5561.32,1268.94,0.0,118.23,3531.38,0.0,-0.7171332453601706
2014,Cloetta AB,Food & Tobacco,Consumer Staples,4880.42,6108.56,1300.71,0.0,126.76,3880.01,0.0,-0.6844338030056625
2015,Cloetta AB,Food & Tobacco,Consumer Staples,5424.94,6621.98,1472.4,44.94,112.82,4546.27,0.0,-0.6021023828325198
2016,Cloetta AB,Food & Tobacco,Consumer Staples,5014.85,6056.7,1362.96,33.39,69.72,3981.99,0.0,-0.6130452361758817
2017,Cloetta AB,Food & Tobacco,Consumer Staples,5600.91,7123.16,1534.83,35.83,25.18,3820.47,0.0,-0.7973966553853322
2018,Cloetta AB,Food & Tobacco,Consumer Staples,5822.96,7368.14,1524.5700000000002,20.6,25.28,3872.21,0.0,-0.7939729508471908
2019,Cloetta AB,Food & Tobacco,Consumer Staples,6042.28,7653.12,1539.19,32.57,22.33,3935.37,0.0,-0.7978385768047224
2020,Cloetta AB,Food & Tobacco,Consumer Staples,5828.73,7610.62,1571.04,26.61,28.66,4336.57,0.0,-0.7736482980788966
2021,Cloetta AB,Food & Tobacco,Consumer Staples,6059.34,7813.2,1586.49,31.07,28.06,4398.87,0.0,-0.7586812067644645
2022,Cloetta AB,Food & Tobacco,Consumer Staples,6526.54,9003.58,1581.99,30.4,45.61,4700.68,0.0,-0.8667341746300535
2023,Cloetta AB,Food & Tobacco,Consumer Staples,8261.79,11447.68,1806.43,31.85,177.16,5132.49,0.0,-1.0010014632274002
2024,Cloetta AB,Food & Tobacco,Consumer Staples,8759.4,11689.36,2094.0,57.97,189.16,5586.67,0.0,-0.9227589959671862
