Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2010,Mangold AB,Investment Banking & Investment Services,Financials,55.46,0.0,48.27,0.0,0.0,36.34,0.0,0.19785360484314796
2011,Mangold AB,Investment Banking & Investment Services,Financials,80.79,0.0,72.39,0.0,0.0,38.92,0.0,0.21582733812949653
2012,Mangold AB,Investment Banking & Investment Services,Financials,69.01,0.0,59.77,0.0,0.0,41.17,0.0,0.22443526839931993
2013,Mangold AB,Investment Banking & Investment Services,Financials,74.95,0.0,67.9,0.0,0.0,44.88,0.0,0.15708556149732614
2014,Mangold AB,Investment Banking & Investment Services,Financials,82.59,0.0,72.79,0.0,0.0,51.85,0.0,0.18900675024108
2015,Mangold AB,Investment Banking & Investment Services,Financials,113.57,0.0,97.82,0.0,0.0,63.73,0.0,0.24713635650400126
2016,Mangold AB,Investment Banking & Investment Services,Financials,102.28,0.0,92.48,0.0,0.0,65.31,0.0,0.15005359056805997
2017,Mangold AB,Investment Banking & Investment Services,Financials,134.22,0.0,114.1,0.0,0.0,79.63,0.0,0.2526685922391059
2018,Mangold AB,Investment Banking & Investment Services,Financials,126.16,0.0,111.22,0.0,0.0,87.42,0.0,0.17089910775566228
2019,Mangold AB,Investment Banking & Investment Services,Financials,141.53,0.0,119.73,0.0,0.0,96.01,0.0,0.22705968128319962
2020,Mangold AB,Investment Banking & Investment Services,Financials,193.51,0.0,142.18,0.0,0.0,131.01,0.0,0.3918021525074421
2021,Mangold AB,Investment Banking & Investment Services,Financials,363.61,0.0,221.2,0.0,0.0,224.81,0.0,0.6334682620879856
2022,Mangold AB,Investment Banking & Investment Services,Financials,122.63,0.0,123.87,0.0,0.0,204.92,0.0,-0.006051141909037718
2023,Mangold AB,Investment Banking & Investment Services,Financials,175.97,0.0,146.21,0.0,0.0,212.0,0.0,0.14037735849056598
2024,Mangold AB,Investment Banking & Investment Services,Financials,185.89,0.0,156.94,0.0,0.0,207.44,0.0,0.13955842653297335
