Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2006,BE Group AB (publ),Metals & Mining,Materials,5813.79,9586.54,568.34,0.0,9.91,604.75,0.0,-7.1947085572550655
2007,BE Group AB (publ),Metals & Mining,Materials,6630.77,11238.5,570.64,0.0,35.89,713.91,0.0,-7.303805801851775
2008,BE Group AB (publ),Metals & Mining,Materials,6597.04,11076.32,630.36,0.0,0.0,980.41,0.0,-5.211737946369376
2009,BE Group AB (publ),Metals & Mining,Materials,3545.49,6486.9,526.7199999999999,0.0,34.57,645.67,0.0,-5.424907460467422
2010,BE Group AB (publ),Metals & Mining,Materials,4307.39,7383.62,549.24,0.0,29.39,682.85,0.0,-5.352361426374752
2011,BE Group AB (publ),Metals & Mining,Materials,4657.05,8063.46,539.81,0.0,31.09,698.51,0.0,-5.693991496184736
2012,BE Group AB (publ),Metals & Mining,Materials,3982.55,6938.96,495.89,0.0,27.5,576.11,0.0,-6.040165940532189
2013,BE Group AB (publ),Metals & Mining,Materials,3930.47,6873.58,514.4300000000001,0.0,35.2,590.92,0.0,-5.910681648954173
2014,BE Group AB (publ),Metals & Mining,Materials,3859.88,6751.58,507.98,0.0,31.23,685.33,0.0,-5.006215983540775
2015,BE Group AB (publ),Metals & Mining,Materials,3972.62,6943.24,494.2999999999999,0.0,24.86,821.55,0.0,-4.247799890450977
2016,BE Group AB (publ),Metals & Mining,Materials,3800.17,6498.58,496.87,0.0,18.66,731.15,0.0,-4.395732749777747
2017,BE Group AB (publ),Metals & Mining,Materials,4210.37,7221.92,501.61,0.0,16.46,802.52,0.0,-4.3981707620993875
2018,BE Group AB (publ),Metals & Mining,Materials,4497.86,7742.72,493.52,0.0,11.24,870.47,0.0,-4.3075809620090295
2019,BE Group AB (publ),Metals & Mining,Materials,4056.41,6986.82,484.83,0.0,10.24,864.53,0.0,-3.9622453818837977
2020,BE Group AB (publ),Metals & Mining,Materials,3758.23,6394.72,534.25,0.0,7.16,945.0,0.0,-3.362857142857143
2021,BE Group AB (publ),Metals & Mining,Materials,5399.89,8590.92,549.1999999999999,0.0,4.01,1376.66,0.0,-2.719800095884241
2022,BE Group AB (publ),Metals & Mining,Materials,6532.24,11147.1,595.74,0.0,7.6,1540.85,0.0,-3.386572346432165
2023,BE Group AB (publ),Metals & Mining,Materials,5302.83,9522.8,620.06,0.0,17.91,1433.63,0.0,-3.388559112183756
2024,BE Group AB (publ),Metals & Mining,Materials,4746.33,8441.08,623.4200000000001,0.0,25.42,1429.05,0.0,-3.039494769252301
