Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2012,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1287.69,749.36,388.19000000000005,32.02,144.3,526.06,0.0,0.0719689769227844
2013,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1369.25,775.16,317.13,35.76,127.42,634.68,0.0,0.291958152139661
2014,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1600.61,919.18,385.27,31.92,126.5,828.34,0.0,0.24335417823599004
2015,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1946.91,1163.22,462.0499999999999,38.43,74.71,2147.66,0.0,0.13287019360606436
2016,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2011.64,1208.53,459.4,42.44,24.98,2088.27,0.0,0.17295177347756763
2017,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3874.06,2573.67,858.53,38.25,50.45,3101.3,0.0,0.13854190178312317
2018,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4045.92,2740.57,809.49,63.87,43.92,3327.39,0.0,0.155019399589468
2019,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4268.96,2831.49,809.51,85.61,43.74,3454.54,0.0,0.19389846405020647
2020,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3828.13,2610.6,834.03,103.68,34.18,3683.84,0.0,0.12296951007644205
2021,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3736.03,2461.72,740.33,101.42,11.32,3741.62,0.0,0.16679406246492168
2022,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4287.05,2773.47,852.28,111.17,46.56,4119.92,0.0,0.17619516883822994
2023,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,7063.48,4256.8,1786.52,149.29,262.75,7002.05,0.0,0.12949064916702957
2024,Alimak Group AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,7219.67,4320.21,1787.87,168.82,236.96,7814.55,0.0,0.1335265626299659
