Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
1995,Stora Enso Oyj,Containers & Packaging,Materials,86622.81,0.0,66020.94,0.0,0.0,40972.2,1539.09,0.48462114417134833
1996,Stora Enso Oyj,Containers & Packaging,Materials,76827.07,0.0,63820.59,0.0,0.0,42664.04,1582.24,0.2939564636846309
1997,Stora Enso Oyj,Containers & Packaging,Materials,79888.1,0.0,65936.85,0.0,0.0,44656.36,2203.25,0.297724415546779
1998,Stora Enso Oyj,Containers & Packaging,Materials,88852.47,50742.71,22588.36,0.0,0.0,47097.14,2493.34,0.31299152579285383
1999,Stora Enso Oyj,Containers & Packaging,Materials,88375.69,49351.69,20871.41,0.0,0.0,48076.07,1630.38,0.36519586492296274
2000,Stora Enso Oyj,Containers & Packaging,Materials,105577.01,59784.79,22435.01,0.0,0.0,70807.32,1234.26,0.3242184582847849
2001,Stora Enso Oyj,Containers & Packaging,Materials,108651.15,62280.09,24724.96,0.0,0.0,71601.29,399.86,0.30063547596114787
2002,Stora Enso Oyj,Containers & Packaging,Materials,95962.73,57252.87,23352.93,0.0,0.0,59318.47,221.07,0.25792826078266634
2003,Stora Enso Oyj,Containers & Packaging,Materials,97419.23,59431.31,25015.289999999997,0.0,0.0,66632.56,506.16,0.19322128869898028
2004,Stora Enso Oyj,Containers & Packaging,Materials,103719.97,66406.62,23170.02,0.0,2066.73,66201.93,1121.17,0.17938270816406265
2005,Stora Enso Oyj,Containers & Packaging,Materials,90847.89,60335.39,21955.28,704.82,2751.22,57647.79,747.33,0.11149596062136702
2006,Stora Enso Oyj,Containers & Packaging,Materials,92186.53,60968.08,20709.88,629.84,2324.69,64149.78,851.26,0.13559352281132725
2007,Stora Enso Oyj,Containers & Packaging,Materials,94916.85,64923.34,19825.32,648.08,2552.26,60207.07,570.07,0.13597234091633814
2008,Stora Enso Oyj,Containers & Packaging,Materials,90827.96,66147.74,19943.15,0.0,0.0,54307.33,548.51,0.08635488947029157
2009,Stora Enso Oyj,Containers & Packaging,Materials,78065.74,56712.88,19048.88,643.2,4263.24,42500.03,482.7,-0.03061834369292021
2010,Stora Enso Oyj,Containers & Packaging,Materials,82406.01,59202.14,14408.59,456.97,0.0,48307.19,403.41,0.18994325670387951
2011,Stora Enso Oyj,Containers & Packaging,Materials,85440.17,62225.79,15343.53,0.0,0.0,45435.31,673.87,0.17070028137563922
2012,Stora Enso Oyj,Containers & Packaging,Materials,80828.54,59618.06,14401.9,478.32,2600.86,42350.79,675.26,0.10891169419456341
2013,Stora Enso Oyj,Containers & Packaging,Materials,82482.23,0.0,15882.69,491.94,2350.39,43466.51,500.29,1.4724994768780078
2014,Stora Enso Oyj,Containers & Packaging,Materials,85345.92,0.0,16780.04,534.82,3000.02,45827.18,1509.49,1.3963948034367435
2015,Stora Enso Oyj,Containers & Packaging,Materials,89804.4,0.0,16243.5,590.35,0.0,51724.94,1200.0,1.4010644131103407
2016,Stora Enso Oyj,Containers & Packaging,Materials,91042.61,0.0,17656.8,743.05,0.0,52719.11,562.97,1.391253119247597
2017,Stora Enso Oyj,Containers & Packaging,Materials,93722.12,0.0,17652.78,793.07,1315.56,59149.55,462.72,1.2673036943568832
2018,Stora Enso Oyj,Containers & Packaging,Materials,100680.85,0.0,17887.5,998.55,1209.78,66520.13,178.34,1.238141144766889
2019,Stora Enso Oyj,Containers & Packaging,Materials,98990.48,0.0,19886.69,984.49,1191.23,73105.77,-68.88,1.0802356179185615
2020,Stora Enso Oyj,Containers & Packaging,Materials,91715.69,0.0,17854.16,1072.32,1136.66,92284.71,-167.62,0.8011237654163846
2021,Stora Enso Oyj,Containers & Packaging,Materials,103283.32,0.0,19998.19,833.26,965.36,106952.66,-160.18,0.7786412488969261
2022,Stora Enso Oyj,Containers & Packaging,Materials,117895.18,0.0,19349.75,898.35,969.0,131388.85,-314.53,0.7512896500245051
2023,Stora Enso Oyj,Containers & Packaging,Materials,107183.99,0.0,21868.0,1117.93,1905.04,122867.66,-1084.95,0.6940959024478928
2024,Stora Enso Oyj,Containers & Packaging,Materials,105145.82,0.0,20601.57,894.71,2533.07,119305.14,-1765.04,0.7053413260665934
