Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Nordea Bank Abp,Banking Services,Financials,71440.41,0.0,0.0,0.0,5145.92,104316.05,107.09,0.6348639774670634
2005,Nordea Bank Abp,Banking Services,Financials,73085.51,0.0,0.0,0.0,5085.95,103149.78,327.36,0.6571457232003126
2006,Nordea Bank Abp,Banking Services,Financials,85667.74,0.0,0.0,0.0,9153.98,125641.33,378.34,0.6071572794945425
2007,Nordea Bank Abp,Banking Services,Financials,108707.57,0.0,0.0,0.0,8275.23,135437.37,618.44,0.7381701670807003
2008,Nordea Bank Abp,Banking Services,Financials,131282.51,0.0,0.0,0.0,13135.66,172076.77,757.23,0.6835856949442818
2009,Nordea Bank Abp,Banking Services,Financials,94611.65,0.0,0.0,0.0,2251.62,185283.97,663.51,0.4966995519379988
2010,Nordea Bank Abp,Banking Services,Financials,82422.82,0.0,0.0,0.0,1328.5,190443.85,654.18,0.4243597906268317
2011,Nordea Bank Abp,Banking Services,Financials,74033.24,0.0,0.0,0.0,50641.2,197742.29,665.36,0.11789888141913887
2012,Nordea Bank Abp,Banking Services,Financials,74722.49,0.0,0.0,0.0,47652.59,205515.09,36.7,0.13169381789377757
2013,Nordea Bank Abp,Banking Services,Financials,77234.85,0.0,0.0,0.0,39659.87,243530.84,16.68,0.15428192411895636
2014,Nordea Bank Abp,Banking Services,Financials,85579.91,0.0,0.0,0.0,37713.32,269675.34,18.08,0.17748519782203065
2015,Nordea Bank Abp,Banking Services,Financials,90698.86,0.0,0.0,0.0,32075.55,297898.41,9.6,0.19678326205461882
2016,Nordea Bank Abp,Banking Services,Financials,92203.63,0.0,0.0,0.0,28050.26,294277.26,9.08,0.21799642484255302
2017,Nordea Bank Abp,Banking Services,Financials,88347.91,0.0,0.0,0.0,27141.63,326346.42,1653.98,0.1866042846289212
2018,Nordea Bank Abp,Banking Services,Financials,88064.54,0.0,4647.1,0.0,27863.42,325912.97,59.45,0.1704255225027933
2019,Nordea Bank Abp,Banking Services,Financials,85010.72,0.0,5217.8,0.0,32822.9,309860.61,393.62,0.15139203742685475
2020,Nordea Bank Abp,Banking Services,Financials,90782.77,0.0,5254.38,0.0,21585.84,353372.18,94.29,0.1809013171744409
2021,Nordea Bank Abp,Banking Services,Financials,97755.37,0.0,5304.4,0.0,11858.68,335324.57,90.1,0.24027658062779428
2022,Nordea Bank Abp,Banking Services,Financials,98121.49,0.0,7408.82,0.0,35065.74,323376.76,0.0,0.17208079516907773
2023,Nordea Bank Abp,Banking Services,Financials,133957.18,0.0,10449.18,0.0,140060.14,349252.86,0.0,-0.04739299772663283
2024,Nordea Bank Abp,Banking Services,Financials,140411.32,0.0,12432.98,0.0,156702.01,381672.89,0.0,-0.075257296896303
