Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2010,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,1.06,0.0,0.0,0.0,0.23,16.13,0.0,0.051456912585244895
2011,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,2.03,0.0,0.0,0.0,0.19,25.04,0.0,0.07348242811501597
2012,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,2.23,0.0,0.0,0.0,0.19,22.47,0.0,0.09078771695594126
2013,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,2.33,0.0,0.0,0.0,0.2,37.71,0.0,0.05648369132856006
2014,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,0.78,0.0,0.0,0.0,0.1,51.47,0.0,0.013211579560909268
2015,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,0.8,0.0,0.0,0.0,0.03,85.74,0.0,0.008980639141590857
2016,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,0.84,0.0,12.04,12.04,4.34,29.95,0.0,-0.11686143572621036
2017,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,0.9,0.0,17.0,17.0,0.06,57.61,0.0,0.014580801944106927
2018,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,0.48,0.0,19.16,19.16,0.33,278.55,0.0,0.0005385029617662896
2019,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,0.0,0.0,87.4,62.39,0.03,301.55,0.0,-0.08303763886585974
2020,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,0.0,0.0,170.93,145.36,0.01,370.18,0.0,-0.06910151818034468
2021,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,0.0,0.0,294.07000000000005,272.41,0.01,373.46,0.0,-0.05802495581856163
2022,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,0.0,0.0,274.21,237.5,0.01,272.1,0.0,-0.13495038588754124
2023,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,0.0,0.0,322.96000000000004,274.99,0.0,458.47,0.0,-0.10463061923353768
2024,Vicore Pharma Holding AB,Biotechnology & Medical Research,Health Care,111.2,0.0,310.29,253.5,0.01,1161.06,0.0,0.046853737102303054
