Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Sandvik AB,Metals & Mining,Materials,50111.16,33075.57,9247.76,1187.4,646.92,20612.29,898.77,0.3871640914022834
2005,Sandvik AB,Metals & Mining,Materials,54734.87,36035.01,7201.82,1219.59,938.88,19945.01,865.29,0.5660057759859302
2006,Sandvik AB,Metals & Mining,Materials,62903.39,40970.87,10325.39,1377.47,907.58,24764.39,0.0,0.4876768618165033
2007,Sandvik AB,Metals & Mining,Materials,74833.25,48517.06,12547.04,1575.75,1335.66,24064.33,1016.77,0.5585576390190223
2008,Sandvik AB,Metals & Mining,Materials,79248.31,52654.87,14378.69,1722.6,1929.59,31645.78,1011.05,0.36769521107835623
2009,Sandvik AB,Metals & Mining,Materials,59204.2,45158.87,13201.76,1651.76,1813.89,23453.71,784.84,0.028113892951517082
2010,Sandvik AB,Metals & Mining,Materials,69413.76,44620.01,13557.07,1768.64,1616.64,28268.24,1069.82,0.3881879033582995
2011,Sandvik AB,Metals & Mining,Materials,81259.96,53293.49,16851.57,2091.01,1702.34,25912.37,1215.66,0.4240473783020739
2012,Sandvik AB,Metals & Mining,Materials,84677.73,109706.6,15724.8,2210.43,1903.61,27760.21,91.6,-1.4522162114419137
2013,Sandvik AB,Metals & Mining,Materials,78815.15,106222.84,15770.61,2401.6,1818.58,31581.67,94.25,-1.3447211635841994
2014,Sandvik AB,Metals & Mining,Materials,75813.29,94299.74,16624.49,2396.58,1777.46,35021.74,128.44,-0.9812700816894825
2015,Sandvik AB,Metals & Mining,Materials,82076.85,105628.58,19308.550000000003,2869.27,1797.48,35561.19,84.77,-1.1723205098137348
2016,Sandvik AB,Metals & Mining,Materials,80081.46,97963.86,17387.5,3019.51,1639.87,37171.24,88.19,-0.9095753746098637
2017,Sandvik AB,Metals & Mining,Materials,87951.96,105019.06,18178.76,3062.88,1333.41,48725.47,28.02,-0.6874664767588945
2018,Sandvik AB,Metals & Mining,Materials,93714.26,110679.32,18314.51,3310.42,1019.81,56716.96,40.99,-0.5812218376456515
2019,Sandvik AB,Metals & Mining,Materials,96071.6,114763.3,20090.37,3418.96,1307.47,57988.82,13.13,-0.6322301232975789
2020,Sandvik AB,Metals & Mining,Materials,88432.94,110877.9,16594.739999999998,3509.52,1024.51,67957.63,1.04,-0.5378959005524975
2021,Sandvik AB,Metals & Mining,Materials,85889.15,98206.28,15746.67,3475.65,840.85,75214.32,128.6,-0.3375101469388232
2022,Sandvik AB,Metals & Mining,Materials,106731.65,127247.16,21428.620000000003,3976.36,1558.24,76456.15,40.47,-0.5167026987597624
2023,Sandvik AB,Metals & Mining,Materials,125905.46,148208.62,24553.47,4467.8,2609.62,88223.8,66.45,-0.5096649969843781
2024,Sandvik AB,Metals & Mining,Materials,124966.62,149990.86,25167.63,4889.72,2594.36,99647.14,77.11,-0.4802894982915389
