Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2000,BioInvent International AB,Biotechnology & Medical Research,Health Care,23.15,0.0,15.84,22.28,0.25,148.72,0.0,0.19728348574502422
2001,BioInvent International AB,Biotechnology & Medical Research,Health Care,50.74,0.0,23.92,39.4,0.16,332.56,0.0,0.19864084676449362
2002,BioInvent International AB,Biotechnology & Medical Research,Health Care,71.41,0.0,31.16,91.61,0.0,314.64,0.0,0.4190821256038648
2003,BioInvent International AB,Biotechnology & Medical Research,Health Care,58.57,0.0,32.2,115.05,0.05,282.72,0.0,0.5000353706847763
2004,BioInvent International AB,Biotechnology & Medical Research,Health Care,53.91,0.0,28.13,115.7,0.0,194.26,0.0,0.7283022753011429
2005,BioInvent International AB,Biotechnology & Medical Research,Health Care,24.36,0.0,24.25,123.04,0.02,185.97,0.0,0.6620960369952144
2006,BioInvent International AB,Biotechnology & Medical Research,Health Care,44.23,0.0,25.93,117.79,0.01,100.3,0.0,1.3567298105682952
2007,BioInvent International AB,Biotechnology & Medical Research,Health Care,124.32,0.0,24.89,122.09,0.0,180.07,0.0,1.230188260121064
2008,BioInvent International AB,Biotechnology & Medical Research,Health Care,215.66,0.0,26.41,184.26,0.0,205.68,0.0,1.8159762738234149
2009,BioInvent International AB,Biotechnology & Medical Research,Health Care,66.38,0.0,29.19,188.62,0.0,45.01,0.0,5.016885136636303
2010,BioInvent International AB,Biotechnology & Medical Research,Health Care,69.59,0.0,27.06,142.89,0.0,64.37,0.0,2.8805344104396453
2011,BioInvent International AB,Biotechnology & Medical Research,Health Care,107.66,0.0,28.12,141.56,0.0,119.7,0.0,1.8471177944862154
2012,BioInvent International AB,Biotechnology & Medical Research,Health Care,36.91,0.0,33.72,178.14,0.0,40.77,0.0,4.447633063527102
2013,BioInvent International AB,Biotechnology & Medical Research,Health Care,73.75,0.0,29.39,62.13,0.0,46.19,0.0,2.3054773760554235
2014,BioInvent International AB,Biotechnology & Medical Research,Health Care,43.11,0.0,30.84,65.86,0.0,50.25,0.0,1.5548258706467661
2015,BioInvent International AB,Biotechnology & Medical Research,Health Care,15.23,0.0,31.67,75.56,0.0,30.83,0.0,1.9176127148880964
2016,BioInvent International AB,Biotechnology & Medical Research,Health Care,70.0,0.0,35.99,96.76,0.0,218.53,0.0,0.5984075412986776
2017,BioInvent International AB,Biotechnology & Medical Research,Health Care,43.59,0.0,40.8,103.47,0.0,130.31,0.0,0.8154401043665106
2018,BioInvent International AB,Biotechnology & Medical Research,Health Care,36.1,0.0,30.9,126.56,0.0,85.51,0.0,1.5408724125833233
2019,BioInvent International AB,Biotechnology & Medical Research,Health Care,87.23,0.0,37.4,183.14,0.45,158.87,0.0,1.4635865802228236
2020,BioInvent International AB,Biotechnology & Medical Research,Health Care,150.83,0.0,44.67,184.16,0.34,776.36,0.0,0.37351228811376175
2021,BioInvent International AB,Biotechnology & Medical Research,Health Care,19.43,0.0,53.54,244.89,0.52,1331.83,0.0,0.15787300180954025
2022,BioInvent International AB,Biotechnology & Medical Research,Health Care,309.87,0.0,61.39,296.51,0.62,1511.79,0.0,0.3600830803220024
2023,BioInvent International AB,Biotechnology & Medical Research,Health Care,71.12,0.0,66.89,373.06,0.63,1318.59,0.0,0.2856536148461615
2024,BioInvent International AB,Biotechnology & Medical Research,Health Care,45.45,0.0,77.52,447.29,0.56,910.7,0.0,0.45532008345228947
