Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
1996,Swedbank AB,Banking Services,Financials,42155.4,0.0,177.2199999999998,0.0,7700.61,18863.5,0.94,1.8170467821997367
2004,Swedbank AB,Banking Services,Financials,32522.25,0.0,1958.1900000000005,0.0,3941.17,40360.53,2894.51,0.6154864265528364
2005,Swedbank AB,Banking Services,Financials,29543.18,0.0,2443.5,0.0,16121.61,45546.27,197.0,0.2399931181133312
2006,Swedbank AB,Banking Services,Financials,41041.35,0.0,1159.9300000000003,0.0,27138.72,54607.68,275.89,0.2321769520459401
2007,Swedbank AB,Banking Services,Financials,58147.49,0.0,1657.2200000000005,0.0,7957.61,57194.62,264.91,0.8446407410572274
2008,Swedbank AB,Banking Services,Financials,66699.99,0.0,1837.2200000000005,0.0,17734.95,76677.96,206.3,0.612970977414623
2009,Swedbank AB,Banking Services,Financials,41340.97,0.0,1187.59,0.0,8344.4,72553.03,245.97,0.4369425404195113
2010,Swedbank AB,Banking Services,Financials,33427.01,0.0,1756.8900000000003,0.0,157.88,82337.98,119.74,0.38216239789312634
2011,Swedbank AB,Banking Services,Financials,46029.81,0.0,2112.6000000000004,0.0,8991.94,85029.32,121.48,0.41015786111228547
2012,Swedbank AB,Banking Services,Financials,31169.42,0.0,13499.759999999998,0.0,25904.62,88198.54,131.83,-0.09322908983625904
2013,Swedbank AB,Banking Services,Financials,33337.24,0.0,14358.169999999998,0.0,19800.36,103236.52,155.51,-0.007943455602912534
2014,Swedbank AB,Banking Services,Financials,36103.93,0.0,15509.33,0.0,16911.09,112339.27,162.95,0.03274166500892159
2015,Swedbank AB,Banking Services,Financials,35972.5,0.0,14973.57,0.0,11463.7,128897.92,187.33,0.07386769596061517
2016,Swedbank AB,Banking Services,Financials,40084.43,0.0,14727.38,0.0,9088.99,122821.46,180.18,0.13225888695467802
2017,Swedbank AB,Banking Services,Financials,40867.11,0.0,15314.39,0.0,8116.68,133458.19,200.13,0.13045233547750712
2018,Swedbank AB,Banking Services,Financials,41412.5,0.0,15123.03,0.0,8990.1,134079.21,207.86,0.128823795172536
2019,Swedbank AB,Banking Services,Financials,42769.63,0.0,17153.45,0.0,8729.81,129967.58,23.44,0.1299041272235574
2020,Swedbank AB,Banking Services,Financials,46748.57,0.0,19425.69,0.0,7100.92,162026.54,26.11,0.1247863580138924
2021,Swedbank AB,Banking Services,Financials,47786.24,0.0,19258.42,0.0,3323.32,157511.64,25.33,0.15999101671182325
2022,Swedbank AB,Banking Services,Financials,49433.17,0.0,18168.67,0.0,11535.71,165711.62,27.3,0.11903534788328536
2023,Swedbank AB,Banking Services,Financials,72711.92,0.0,21192.43,0.0,51195.03,200104.55,30.2,0.0016212077113045042
2024,Swedbank AB,Banking Services,Financials,75363.58,0.0,23598.410000000003,0.0,62395.85,225023.4,28.79,-0.047236509895771286
