Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2015,Nyfosa AB,Real Estate Operations,Real Estate,842.33,146.28,21.03,0.0,121.43,2153.83,0.0,0.2570258562653506
2016,Nyfosa AB,Real Estate Operations,Real Estate,826.81,142.38,12.77,0.0,95.25,2772.88,0.0,0.20787412365482819
2017,Nyfosa AB,Real Estate Operations,Real Estate,998.36,141.38,8.72,0.0,102.64,3481.25,0.0,0.21418168761220827
2018,Nyfosa AB,Real Estate Operations,Real Estate,996.4,172.31,48.7,0.0,109.57,8189.41,0.0,0.08130256025769865
2019,Nyfosa AB,Real Estate Operations,Real Estate,1274.9,233.58,82.82,0.0,157.27,9171.28,0.0,0.08736294170497468
2020,Nyfosa AB,Real Estate Operations,Real Estate,2082.79,331.61,135.1,0.0,321.37,13922.33,0.0,0.09299520985352308
2021,Nyfosa AB,Real Estate Operations,Real Estate,2464.43,439.97,128.28,0.0,374.83,16792.67,31.18,0.09042817191071009
2022,Nyfosa AB,Real Estate Operations,Real Estate,2993.91,603.34,152.97,0.0,571.04,17299.51,36.71,0.09613168268515283
2023,Nyfosa AB,Real Estate Operations,Real Estate,3536.22,657.88,185.12,0.0,1178.41,16998.21,38.26,0.08891572021668807
2024,Nyfosa AB,Real Estate Operations,Real Estate,3732.38,684.44,188.14,0.0,1209.21,19104.07,38.04,0.08622821622067788
