Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Lammhults Design Group AB,Professional & Commercial Services,Industrials,562.59,0.0,180.31,0.0,0.0,240.4,0.0,1.5901830282861897
2005,Lammhults Design Group AB,Professional & Commercial Services,Industrials,554.95,0.0,182.16,0.0,0.0,238.27,0.0,1.5645696059092629
2006,Lammhults Design Group AB,Professional & Commercial Services,Industrials,709.97,0.0,214.49,0.0,0.0,293.55,0.0,1.6878896269800716
2007,Lammhults Design Group AB,Professional & Commercial Services,Industrials,718.71,0.0,218.25,0.0,0.0,289.89,0.0,1.7263789713339546
2008,Lammhults Design Group AB,Professional & Commercial Services,Industrials,770.81,0.0,238.64,0.0,0.0,351.69,0.0,1.5131792203360914
2009,Lammhults Design Group AB,Professional & Commercial Services,Industrials,691.98,0.0,240.48,0.0,0.0,319.68,0.0,1.41234984984985
2010,Lammhults Design Group AB,Professional & Commercial Services,Industrials,653.37,0.0,230.36,0.0,0.0,320.43,0.0,1.3201323221920545
2011,Lammhults Design Group AB,Professional & Commercial Services,Industrials,562.35,358.78,191.49,0.0,0.0,316.8,0.17,0.03811086222670928
2012,Lammhults Design Group AB,Professional & Commercial Services,Industrials,539.2,349.87,191.4,0.0,0.0,307.06,0.26,-0.0067356501366652504
2013,Lammhults Design Group AB,Professional & Commercial Services,Industrials,540.34,343.95,185.01,0.0,4.51,350.31,0.28,0.019595538948629605
2014,Lammhults Design Group AB,Professional & Commercial Services,Industrials,694.45,443.4,221.56,0.0,7.53,379.66,0.38,0.0577833912219768
2015,Lammhults Design Group AB,Professional & Commercial Services,Industrials,700.92,444.59,223.83,0.0,5.16,418.63,0.42,0.06524281112039129
2016,Lammhults Design Group AB,Professional & Commercial Services,Industrials,811.49,522.99,248.34,0.0,7.36,401.33,0.47,0.08163265306122448
2017,Lammhults Design Group AB,Professional & Commercial Services,Industrials,900.37,603.86,251.67,0.0,4.26,439.58,0.1,0.0922943959243086
2018,Lammhults Design Group AB,Professional & Commercial Services,Industrials,903.22,590.16,261.08,0.0,12.46,444.99,0.49,0.08871329801562376
2019,Lammhults Design Group AB,Professional & Commercial Services,Industrials,951.15,627.31,256.0,0.0,6.61,465.83,1.31,0.13107419617245372
2020,Lammhults Design Group AB,Professional & Commercial Services,Industrials,837.52,575.09,260.48,0.0,13.41,492.24,1.36,-0.023217179902755406
2021,Lammhults Design Group AB,Professional & Commercial Services,Industrials,829.43,538.29,260.38,0.0,4.41,494.74,1.46,0.0531035872632003
2022,Lammhults Design Group AB,Professional & Commercial Services,Industrials,890.67,587.76,271.46,0.0,7.89,506.49,1.6,0.0463697376449054
2023,Lammhults Design Group AB,Professional & Commercial Services,Industrials,953.97,627.62,286.03999999999996,24.19,17.62,521.2,1.91,0.08961786239987775
2024,Lammhults Design Group AB,Professional & Commercial Services,Industrials,885.7,599.52,289.64,31.53,18.61,431.59,0.41,0.021898148148148264
